"","text","in_reply_to_user_id","conversation_id","created_at.x","lang","reply_settings","possibly_sensitive","id","author_id","url","verified","created_at.y","location","protected","username","pinned_tweet_id","description","name","profile_image_url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"18","Red tide washes out fish and tourists . http   heraldtribune com news 20180801 red tide washes out fish and tourists",NA,"1024835908271529984",2018-08-02 01:54:55,"en","everyone",FALSE,"1024835908271529984","839537188819849216","https://t.co/8DAkno21eA",FALSE,"2017-03-08T18:03:58.000Z","Champa Bay, FL",FALSE,"NoDocumentaries",NA,"Writer, journalist, storyteller. Semi-retired trivia geek. Fantasy Football nerd. Aspiring wannabe Tetris master.","Michael Moore Jr.","https://pbs.twimg.com/profile_images/1044690077539078145/BYbWEK4Z_normal.jpg",0,0,0,0,0,"015ece617bb3a210",768,3354,9049,7,"Red tide washes out fish and tourists https://t.co/jk7OJzwAHK"
"19","@OversteerTV I don't think whether the pointing is misguided or not matters.  Two things favor the Dems is that incumbents get punished, the GOP controls that area, and Dems in general are usually seen as better for the environment.   

Anyway, was just an observation I see on Facebook.. ","28165728","1024820172044025856",2018-08-02 01:59:57,"en","everyone",FALSE,"1024837171952459777","144834495",NA,FALSE,"2010-05-17T12:32:50.000Z","Florida, USA, Planet Earth",FALSE,"RTShark","748294506022313984","Old punker. I watch race cars, hockey and talk Hurricane football. I detail cars for fun.

Fuck racism. Fuck transphobia. Fuck homophobia.

Nazis can fuck off.","R","https://pbs.twimg.com/profile_images/1384690326921744388/VEutFQxt_normal.jpg",0,1,0,0,0,NA,1149,1155,84187,60,"@OversteerTV I don't think whether the pointing is misguided or not matters.  Two things favor the Dems is that incumbents get punished, the GOP controls that area, and Dems in general are usually seen as better for the environment.   

Anyway, was just an observation I see on Facebook."
"20","@OversteerTV As far as Scott goes, you look at the map of red tide here and that is basic Scott's primary donor area.   

It could create interesting politics.. ","144834495","1024820172044025856",2018-08-02 02:01:03,"en","everyone",FALSE,"1024837449405681664","144834495",NA,FALSE,"2010-05-17T12:32:50.000Z","Florida, USA, Planet Earth",FALSE,"RTShark","748294506022313984","Old punker. I watch race cars, hockey and talk Hurricane football. I detail cars for fun.

Fuck racism. Fuck transphobia. Fuck homophobia.

Nazis can fuck off.","R","https://pbs.twimg.com/profile_images/1384690326921744388/VEutFQxt_normal.jpg",0,0,0,0,0,"0064b4f401ced97c",1148,1155,84187,60,"@OversteerTV As far as Scott goes, you look at the map of red tide here and that is basic Scott's primary donor area.   

It could create interesting politics."
"21","Page 1 of today’s @bradentonherald features heartbreaking story by @jenstaletovich &amp; photo on the killer red tide in SW Florida; @urbanmark2014 on thefts at Bradenton cemetery; &amp; the latest on Trump/Russia Read more at  #ReadMore . https   www bradenton com. https   twitter com MRMasferrer status 1024966990887362561 photo 1",NA,"1024966990887362561",2018-08-02 10:35:48,"en","everyone",FALSE,"1024966990887362561","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",0,0,0,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Page 1 of today’s @bradentonherald features heartbreaking story by @jenstaletovich &amp; photo on the killer red tide in SW Florida; @urbanmark2014 on thefts at Bradenton cemetery; &amp; the latest on Trump/Russia Read more at https://t.co/yh6lSLqACX #ReadMore https://t.co/H1tlJ3ci8U"
"22","MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide… . https   www instagram com p Bl vNf_H zP",NA,"1025030153804677120",2018-08-02 14:46:47,"en","everyone",FALSE,"1025030153804677120","39622281",NA,FALSE,"2009-05-12T23:07:08.000Z","Kentucky",FALSE,"SuzyP39",NA,"I am a model and Pageant girl who loves God and her family and her Dog Reece.","Skylar Peak","https://pbs.twimg.com/profile_images/1013642548504604672/7SDFuOjl_normal.jpg",0,0,0,0,0,"3c2aec1245cb0d0c",60,314,1856,0,"MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide… https://t.co/rKo1C44Pnq"
"23","MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide #tracking… . https   www instagram com p Bl vNf_H zP",NA,"1025149633037824001",2018-08-02 22:41:33,"en","everyone",FALSE,"1025149633037824001","39622281",NA,FALSE,"2009-05-12T23:07:08.000Z","Kentucky",FALSE,"SuzyP39",NA,"I am a model and Pageant girl who loves God and her family and her Dog Reece.","Skylar Peak","https://pbs.twimg.com/profile_images/1013642548504604672/7SDFuOjl_normal.jpg",0,0,0,0,0,"3c2aec1245cb0d0c",60,314,1856,0,"MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide #tracking… https://t.co/werQYl8BfI"
"24","Happy Friday! Page 1 of today’s @bradentonherald features team report on red tide mess in Gulf of Mexico. @saranealeigh @SamPutterman @Gsabella Read more at  #ReadLocal . https   www bradenton com. https   twitter com MRMasferrer status 1025329217322606592 photo 1",NA,"1025329217322606592",2018-08-03 10:35:09,"en","everyone",FALSE,"1025329217322606592","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",3,1,2,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Happy Friday! Page 1 of today’s @bradentonherald features team report on red tide mess in Gulf of Mexico. @saranealeigh @SamPutterman @Gsabella Read more at https://t.co/yh6lSLqACX #ReadLocal https://t.co/6EPlqsFj2a"
"25","Here’s the red tide story: . https   www bradenton com news local article215966155 html","349049976","1025329217322606592",2018-08-03 10:36:20,"en","everyone",FALSE,"1025329514870661120","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",0,0,0,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Here’s the red tide story: https://t.co/ZUmODUlKIB"
"26","Hundreds of dead fish line Siesta Key beach. Red tide may be heading to Manatee next, report @SamPutterman, @saranealeigh and @Gsabella.
. https   www bradenton com news local article215966155 html",NA,"1025365358864211969",2018-08-03 12:58:46,"en","everyone",FALSE,"1025365358864211969","265559945","https://t.co/CRohX622QC",TRUE,"2011-03-13T19:24:39.000Z","Bradenton, FL",FALSE,"JDeleon1012","1612861489475457029","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg",1,0,0,0,0,"008338532a26abed",2841,1468,31067,82,"Hundreds of dead fish line Siesta Key beach. Red tide may be heading to Manatee next, report @SamPutterman, @saranealeigh and @Gsabella.
https://t.co/gxYB3QlfQk"
"27","Dead fish washing in on Longboat Key #redtide #lbk #srq #venicebeach #siestakey #ftmeyersbeach #sanibelisland #saveourocean #gulfcoast #vote @barackobama @vp… . https   www instagram com p BmBn4IugSUCUCiUxJl_1J2yxZ6Opdsvwd67ZCA0",NA,"1025435396451127296",2018-08-03 17:37:04,"en","everyone",FALSE,"1025435396451127296","711239149",NA,FALSE,"2012-07-22T20:41:39.000Z","Apollo Beach, FL",FALSE,"UAMGLala1014",NA,"Destiny is all...Living my best life in Florida with my best friend and soul mate #bossmanfrank and doggy mom to rescue pup Simba 🐾❤️","Laura Mucerino","https://pbs.twimg.com/profile_images/831993482579439617/qRnD2Hsb_normal.jpg",0,1,0,0,0,"06994603b8d09169",786,1138,3453,9,"Dead fish washing in on Longboat Key #redtide #lbk #srq #venicebeach #siestakey #ftmeyersbeach #sanibelisland #saveourocean #gulfcoast #vote @barackobama @vp… https://t.co/RiKyNFDWXs"
"28","@UAMGLala1014 @BarackObama @VP We are coming to vacation in Longboat Key end of this month from Seattle. The Airbnb we rented is refusing to let us cancel saying the beaches there are fine. Has the red tide reached Longboat Key?. ","711239149","1025435396451127296",2018-08-03 21:08:13,"en","everyone",FALSE,"1025488532821798912","1449428138","https://t.co/vgWhFBNgYx",FALSE,"2013-05-22T16:57:47.000Z","Seattle, WA",FALSE,"weatherchaser5",NA,"BS Atmospheric Science - Ohio State, Meteorologist, Storm Chaser, Structure Hipster, Photographer and lover of all things travel. Grand Optimist","Sarah Kogler","https://pbs.twimg.com/profile_images/1602006710075658240/z31sOhI0_normal.jpg",0,1,0,0,0,"a285b156487ecf55",4039,1822,16296,87,"@UAMGLala1014 @BarackObama @VP We are coming to vacation in Longboat Key end of this month from Seattle. The Airbnb we rented is refusing to let us cancel saying the beaches there are fine. Has the red tide reached Longboat Key?"
"29","@JohnnyBcomedy @ScrumRyanRadio @AnnaHummelRadio I worked on longboat key on Wednesday and the red tide smell was pretty bad.. ","15827235","1025551935636680709",2018-08-04 01:20:09,"en","everyone",FALSE,"1025551935636680709","520880925",NA,FALSE,"2012-03-11T01:03:00.000Z",NA,FALSE,"HempTimmy","729180599970304002","#1Bhole","Tim Hemp","https://pbs.twimg.com/profile_images/936342646343241730/g6MuJT73_normal.jpg",0,0,2,0,0,"b83641daa7c732dc",85,95,4578,6,"@JohnnyBcomedy @ScrumRyanRadio @AnnaHummelRadio I worked on longboat key on Wednesday and the red tide smell was pretty bad."
"30","The surf at @ManateeGov Public Beach on #AnnaMariaIsland shows signs of #RedTide  . https   www pscp tv w bjWM0jExNjQ5NzN8MWxEeExYbXJSZXd4bS_Wwz5PLWe5mXbHaiA2ZxIOiaDovQuZyIdgy8 uSKmC",NA,"1025713057065054208",2018-08-04 12:00:24,"en","everyone",FALSE,"1025713057065054208","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",1,0,0,0,0,"19e150d848908604",3164,1918,76809,119,"The surf at @ManateeGov Public Beach on #AnnaMariaIsland shows signs of #RedTide  https://t.co/hIypEGQZBY"
"31","The smell isn’t too made &amp; I’m not feeling it in my eyes or throat. But I wouldn’t get in water. #RedTide. ","349049976","1025713873389797376",2018-08-04 12:04:57,"en","everyone",FALSE,"1025714203963867136","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",0,0,0,0,0,"19e150d848908604",3164,1918,76809,119,"The smell isn’t too made &amp; I’m not feeling it in my eyes or throat. But I wouldn’t get in water. #RedTide"
"32","Live from Coquina Beach as #redtide hits #AnnaMariaIsland  . https   www pscp tv w bjWWTTExNjQ5NzN8MURYeHlZb05ld2V4TQyH p35bIdDHyGwhSOM5ApXK IJPqVklkASLkV0H9Xd",NA,"1025723230584225793",2018-08-04 12:40:49,"en","everyone",FALSE,"1025723230584225793","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",2,2,0,1,0,"224d8d4e6da92f36",3164,1918,76809,119,"Live from Coquina Beach as #redtide hits #AnnaMariaIsland  https://t.co/3CQrBeN5Iq"
"33","@MRMasferrer How bad is the red tide? Is it spotty ir everywhere? We leave for Holmes beach today.. ","349049976","1025723230584225793",2018-08-04 13:08:49,"en","everyone",FALSE,"1025730275362439168","1004878561709383682",NA,FALSE,"2018-06-08T00:11:33.000Z",NA,FALSE,"Vern94264301",NA,"","Vern","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",0,1,0,0,0,NA,0,0,2,0,"@MRMasferrer How bad is the red tide? Is it spotty ir everywhere? We leave for Holmes beach today."
"34","@Vern94264301 The water is brown-green. I wouldn’t swim in it. Wasn’t affecting my eyes, throat, skin, etc. Didn’t smell too awful . https   twitter com MRMasferrer status 1025733833122045952 photo 1","1004878561709383682","1025723230584225793",2018-08-04 13:22:57,"en","everyone",FALSE,"1025733833122045952","349049976",NA,TRUE,"2011-08-05T13:16:34.000Z","Bradenton, Fla.",FALSE,"MRMasferrer",NA,"","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",0,0,0,0,0,NA,3164,1919,76817,119,"@Vern94264301 The water is brown-green. I wouldn’t swim in it. Wasn’t affecting my eyes, throat, skin, etc. Didn’t smell too awful https://t.co/klnvEfsGrt"
"35","Pretty day. No red tide. . https   twitter com kimvoss status 1025757698598547456 photo 1",NA,"1025757698598547456",2018-08-04 14:57:47,"en","everyone",FALSE,"1025757698598547456","17428633",NA,FALSE,"2008-11-16T22:02:03.000Z","Orlando",FALSE,"kimvoss","1396518861474877444","UCF full professor, wife & boy mom of 2. Books: Women’s Page J; Women Politicking Politely; Food Section; Mad Men; Fashion J. Next: V. Castleberry.","drkimvoss","https://pbs.twimg.com/profile_images/1423065779759685635/7AEDQhB7_normal.jpg",0,0,1,0,0,"07d9cddf26486002",1271,2550,17993,97,"Pretty day. No red tide. https://t.co/RlDvacy3mL"
"36","@RCCallihan Not a coincidence. Brief visit to my favorite part of the beach confirmed #Redtide has arrived. It looked and smelled OK, but waded into the water only for a second, started coughing and walked right out. #beanpoint . https   twitter com JDeleon1012 status 1025823619526615041 video 1","1697808410","1025797058354196481",2018-08-04 19:19:44,"en","everyone",FALSE,"1025823619526615041","265559945","https://t.co/CRohX622QC",TRUE,"2011-03-13T19:24:39.000Z","Bradenton, FL",FALSE,"JDeleon1012","1612861489475457029","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg",2,0,2,0,0,"3c2aec1245cb0d0c",2841,1468,31067,82,"@RCCallihan Not a coincidence. Brief visit to my favorite part of the beach confirmed #Redtide has arrived. It looked and smelled OK, but waded into the water only for a second, started coughing and walked right out. #beanpoint https://t.co/QOfeVpwkOI"
"37","Thousands of fish now dead in Sarasota Bay.  This video was taken near Coquina Beach.  Boat captains are reporting red tide as far north as Passage Key.  We are feeling burning in our eyes and throat from toxic bloom.  @abcactionnews . https   twitter com MichaelPaluska status 1025858496829566976 video 1",NA,"1025858496829566976",2018-08-04 21:38:19,"en","everyone",FALSE,"1025858496829566976","82925465","https://t.co/ubIaHDiqQ4",TRUE,"2009-10-16T17:11:30.000Z","Tampa, FL",FALSE,"MichaelPaluska",NA,"Special projects Reporter at ABC Action News.","Michael Paluska","https://pbs.twimg.com/profile_images/1507698331249790979/ycOs_bfx_normal.jpg",9,1,6,0,0,"07d9db6fd6486002",1696,1494,5506,72,"Thousands of fish now dead in Sarasota Bay.  This video was taken near Coquina Beach.  Boat captains are reporting red tide as far north as Passage Key.  We are feeling burning in our eyes and throat from toxic bloom.  @abcactionnews https://t.co/PRsuy60lkb"
