"","text","id","possibly_sensitive","author_id","created_at.x","lang","reply_settings","conversation_id","in_reply_to_user_id","pinned_tweet_id","protected","verified","username","description","url","location","created_at.y","profile_image_url","name","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"13","@DJ58580742 @floridaguy267 @Solmemes1 We call that red tide. ","1022642106735775744",FALSE,"2924063531",2018-07-27 00:37:32,"en","everyone","1016858430785585153","1001541425060859904","1253508562321641472",FALSE,FALSE,"KathleenLong","#KAG Women for Trump Native NY'er #ProLife #MAGA2020 #Red wave #Family #standwithIsrael ✝ my family served #LivePDNation","https://t.co/CGcqdKFH9p","FL","2014-12-16T01:43:59.000Z","https://pbs.twimg.com/profile_images/1253505095993622528/RyzqeJXb_normal.jpg","KLONG",0,0,0,0,0,"b83641daa7c732dc",418,976,18152,6,"@DJ58580742 @floridaguy267 @Solmemes1 We call that red tide"
"14","The red tide hazard is serious 🤮 . https   twitter com kaceeemiller status 1024392662051373056 video 1","1024392662051373056",FALSE,"3808929736",2018-07-31 20:33:37,"en","everyone","1024392662051373056",NA,NA,FALSE,FALSE,"kaceeemiller","boy mom ♡ || 26 • insta: kiirstenmiller",NA,"Windermere, FL","2015-09-28T23:58:57.000Z","https://pbs.twimg.com/profile_images/1589813727565680642/YrmHNGng_normal.jpg","K I R S T E N ❤️‍🔥",3,0,2,1,0,"0043956c6f41307f",536,519,18764,0,"The red tide hazard is serious 🤮 https://t.co/zVgy9HOU4C"
"15","Turn the Tide!! 
STOP ""FEEDING"" the RED TIDE!!  via @Change. https   www change org p turn the tide stop feeding the red tide","1024703942301810690",FALSE,"2841413614",2018-08-01 17:10:32,"en","everyone","1024703942301810690",NA,NA,FALSE,FALSE,"lesrealtor","Broker Agent for Fine Properties in Sarasota, FL Leslie@FinePropertiesRE.com 941-238-7714","https://t.co/wiuNn6Uaxg","Sarasota, FL","2014-10-22T18:22:51.000Z","https://pbs.twimg.com/profile_images/524990446867468288/hlyXZcLo_normal.jpeg","Leslie Gregory",0,0,0,0,0,"008338532a26abed",293,585,501,5,"Turn the Tide!! 
STOP ""FEEDING"" the RED TIDE!! https://t.co/TAWhMVmdtM via @Change"
"16","@kgabssss the red tide made her asthma flare up and the plane mixed with sunburn basically gave her the flu lol. ","1024802743876313088",FALSE,"166279657",2018-08-01 23:43:08,"en","everyone","1024791188635889664","24970658","1586368248362041345",FALSE,FALSE,"kaayllaa_atl","i wonder what its like to be the universe experiencing itself ironically // 8123 // ct","https://t.co/gtcXF5w6Xc","CT","2010-07-13T19:35:04.000Z","https://pbs.twimg.com/profile_images/1484622184618151936/cToVxyt6_normal.jpg","kayla",0,1,0,0,0,"0064b4f401ced97c",780,315,60153,8,"@kgabssss the red tide made her asthma flare up and the plane mixed with sunburn basically gave her the flu lol"
"17","This red tide/algae thing could crush Rick Scott if it's still around near election.  Seeing all my boating friends, prime GOP voters, extremely pissed off and pointing fingers at Scott.  #FlaPol. ","1024820172044025856",FALSE,"144834495",2018-08-02 00:52:23,"en","everyone","1024820172044025856",NA,"748294506022313984",FALSE,FALSE,"RTShark","Old punker. I watch race cars, hockey and talk Hurricane football. I detail cars for fun.

Fuck racism. Fuck transphobia. Fuck homophobia.

Nazis can fuck off.",NA,"Florida, USA, Planet Earth","2010-05-17T12:32:50.000Z","https://pbs.twimg.com/profile_images/1384690326921744388/VEutFQxt_normal.jpg","R",0,1,0,0,0,"0064b4f401ced97c",1148,1155,84187,60,"This red tide/algae thing could crush Rick Scott if it's still around near election.  Seeing all my boating friends, prime GOP voters, extremely pissed off and pointing fingers at Scott.  #FlaPol"
"18","Red tide washes out fish and tourists . http   heraldtribune com news 20180801 red tide washes out fish and tourists","1024835908271529984",FALSE,"839537188819849216",2018-08-02 01:54:55,"en","everyone","1024835908271529984",NA,NA,FALSE,FALSE,"NoDocumentaries","Writer, journalist, storyteller. Semi-retired trivia geek. Fantasy Football nerd. Aspiring wannabe Tetris master.","https://t.co/8DAkno21eA","Champa Bay, FL","2017-03-08T18:03:58.000Z","https://pbs.twimg.com/profile_images/1044690077539078145/BYbWEK4Z_normal.jpg","Michael Moore Jr.",0,0,0,0,0,"015ece617bb3a210",768,3354,9049,7,"Red tide washes out fish and tourists https://t.co/jk7OJzwAHK"
"19","@OversteerTV I don't think whether the pointing is misguided or not matters.  Two things favor the Dems is that incumbents get punished, the GOP controls that area, and Dems in general are usually seen as better for the environment.   

Anyway, was just an observation I see on Facebook.. ","1024837171952459777",FALSE,"144834495",2018-08-02 01:59:57,"en","everyone","1024820172044025856","28165728","748294506022313984",FALSE,FALSE,"RTShark","Old punker. I watch race cars, hockey and talk Hurricane football. I detail cars for fun.

Fuck racism. Fuck transphobia. Fuck homophobia.

Nazis can fuck off.",NA,"Florida, USA, Planet Earth","2010-05-17T12:32:50.000Z","https://pbs.twimg.com/profile_images/1384690326921744388/VEutFQxt_normal.jpg","R",0,1,0,0,0,NA,1149,1155,84187,60,"@OversteerTV I don't think whether the pointing is misguided or not matters.  Two things favor the Dems is that incumbents get punished, the GOP controls that area, and Dems in general are usually seen as better for the environment.   

Anyway, was just an observation I see on Facebook."
"20","@OversteerTV As far as Scott goes, you look at the map of red tide here and that is basic Scott's primary donor area.   

It could create interesting politics.. ","1024837449405681664",FALSE,"144834495",2018-08-02 02:01:03,"en","everyone","1024820172044025856","144834495","748294506022313984",FALSE,FALSE,"RTShark","Old punker. I watch race cars, hockey and talk Hurricane football. I detail cars for fun.

Fuck racism. Fuck transphobia. Fuck homophobia.

Nazis can fuck off.",NA,"Florida, USA, Planet Earth","2010-05-17T12:32:50.000Z","https://pbs.twimg.com/profile_images/1384690326921744388/VEutFQxt_normal.jpg","R",0,0,0,0,0,"0064b4f401ced97c",1148,1155,84187,60,"@OversteerTV As far as Scott goes, you look at the map of red tide here and that is basic Scott's primary donor area.   

It could create interesting politics."
"21","Page 1 of today’s @bradentonherald features heartbreaking story by @jenstaletovich &amp; photo on the killer red tide in SW Florida; @urbanmark2014 on thefts at Bradenton cemetery; &amp; the latest on Trump/Russia Read more at  #ReadMore . https   www bradenton com. https   twitter com MRMasferrer status 1024966990887362561 photo 1","1024966990887362561",FALSE,"349049976",2018-08-02 10:35:48,"en","everyone","1024966990887362561",NA,NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",0,0,0,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Page 1 of today’s @bradentonherald features heartbreaking story by @jenstaletovich &amp; photo on the killer red tide in SW Florida; @urbanmark2014 on thefts at Bradenton cemetery; &amp; the latest on Trump/Russia Read more at https://t.co/yh6lSLqACX #ReadMore https://t.co/H1tlJ3ci8U"
"22","MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide… . https   www instagram com p Bl vNf_H zP","1025030153804677120",FALSE,"39622281",2018-08-02 14:46:47,"en","everyone","1025030153804677120",NA,NA,FALSE,FALSE,"SuzyP39","I am a model and Pageant girl who loves God and her family and her Dog Reece.",NA,"Kentucky","2009-05-12T23:07:08.000Z","https://pbs.twimg.com/profile_images/1013642548504604672/7SDFuOjl_normal.jpg","Skylar Peak",0,0,0,0,0,"3c2aec1245cb0d0c",60,314,1856,0,"MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide… https://t.co/rKo1C44Pnq"
"23","MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide #tracking… . https   www instagram com p Bl vNf_H zP","1025149633037824001",FALSE,"39622281",2018-08-02 22:41:33,"en","everyone","1025149633037824001",NA,NA,FALSE,FALSE,"SuzyP39","I am a model and Pageant girl who loves God and her family and her Dog Reece.",NA,"Kentucky","2009-05-12T23:07:08.000Z","https://pbs.twimg.com/profile_images/1013642548504604672/7SDFuOjl_normal.jpg","Skylar Peak",0,0,0,0,0,"3c2aec1245cb0d0c",60,314,1856,0,"MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide #tracking… https://t.co/werQYl8BfI"
"24","Happy Friday! Page 1 of today’s @bradentonherald features team report on red tide mess in Gulf of Mexico. @saranealeigh @SamPutterman @Gsabella Read more at  #ReadLocal . https   www bradenton com. https   twitter com MRMasferrer status 1025329217322606592 photo 1","1025329217322606592",FALSE,"349049976",2018-08-03 10:35:09,"en","everyone","1025329217322606592",NA,NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",3,1,2,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Happy Friday! Page 1 of today’s @bradentonherald features team report on red tide mess in Gulf of Mexico. @saranealeigh @SamPutterman @Gsabella Read more at https://t.co/yh6lSLqACX #ReadLocal https://t.co/6EPlqsFj2a"
"25","Here’s the red tide story: . https   www bradenton com news local article215966155 html","1025329514870661120",FALSE,"349049976",2018-08-03 10:36:20,"en","everyone","1025329217322606592","349049976",NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",0,0,0,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Here’s the red tide story: https://t.co/ZUmODUlKIB"
"26","Hundreds of dead fish line Siesta Key beach. Red tide may be heading to Manatee next, report @SamPutterman, @saranealeigh and @Gsabella.
. https   www bradenton com news local article215966155 html","1025365358864211969",FALSE,"265559945",2018-08-03 12:58:46,"en","everyone","1025365358864211969",NA,"1612861489475457029",FALSE,TRUE,"JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC","Bradenton, FL","2011-03-13T19:24:39.000Z","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Jessica De Leon",1,0,0,0,0,"008338532a26abed",2841,1468,31067,82,"Hundreds of dead fish line Siesta Key beach. Red tide may be heading to Manatee next, report @SamPutterman, @saranealeigh and @Gsabella.
https://t.co/gxYB3QlfQk"
"27","Dead fish washing in on Longboat Key #redtide #lbk #srq #venicebeach #siestakey #ftmeyersbeach #sanibelisland #saveourocean #gulfcoast #vote @barackobama @vp… . https   www instagram com p BmBn4IugSUCUCiUxJl_1J2yxZ6Opdsvwd67ZCA0","1025435396451127296",FALSE,"711239149",2018-08-03 17:37:04,"en","everyone","1025435396451127296",NA,NA,FALSE,FALSE,"UAMGLala1014","Destiny is all...Living my best life in Florida with my best friend and soul mate #bossmanfrank and doggy mom to rescue pup Simba 🐾❤️",NA,"Apollo Beach, FL","2012-07-22T20:41:39.000Z","https://pbs.twimg.com/profile_images/831993482579439617/qRnD2Hsb_normal.jpg","Laura Mucerino",0,1,0,0,0,"06994603b8d09169",786,1138,3453,9,"Dead fish washing in on Longboat Key #redtide #lbk #srq #venicebeach #siestakey #ftmeyersbeach #sanibelisland #saveourocean #gulfcoast #vote @barackobama @vp… https://t.co/RiKyNFDWXs"
"28","@UAMGLala1014 @BarackObama @VP We are coming to vacation in Longboat Key end of this month from Seattle. The Airbnb we rented is refusing to let us cancel saying the beaches there are fine. Has the red tide reached Longboat Key?. ","1025488532821798912",FALSE,"1449428138",2018-08-03 21:08:13,"en","everyone","1025435396451127296","711239149",NA,FALSE,FALSE,"weatherchaser5","BS Atmospheric Science - Ohio State, Meteorologist, Storm Chaser, Structure Hipster, Photographer and lover of all things travel. Grand Optimist","https://t.co/vgWhFBNgYx","Seattle, WA","2013-05-22T16:57:47.000Z","https://pbs.twimg.com/profile_images/1602006710075658240/z31sOhI0_normal.jpg","Sarah Kogler",0,1,0,0,0,"a285b156487ecf55",4039,1822,16296,87,"@UAMGLala1014 @BarackObama @VP We are coming to vacation in Longboat Key end of this month from Seattle. The Airbnb we rented is refusing to let us cancel saying the beaches there are fine. Has the red tide reached Longboat Key?"
"29","@JohnnyBcomedy @ScrumRyanRadio @AnnaHummelRadio I worked on longboat key on Wednesday and the red tide smell was pretty bad.. ","1025551935636680709",FALSE,"520880925",2018-08-04 01:20:09,"en","everyone","1025551935636680709","15827235","729180599970304002",FALSE,FALSE,"HempTimmy","#1Bhole",NA,NA,"2012-03-11T01:03:00.000Z","https://pbs.twimg.com/profile_images/936342646343241730/g6MuJT73_normal.jpg","Tim Hemp",0,0,2,0,0,"b83641daa7c732dc",85,95,4578,6,"@JohnnyBcomedy @ScrumRyanRadio @AnnaHummelRadio I worked on longboat key on Wednesday and the red tide smell was pretty bad."
"30","The surf at @ManateeGov Public Beach on #AnnaMariaIsland shows signs of #RedTide  . https   www pscp tv w bjWM0jExNjQ5NzN8MWxEeExYbXJSZXd4bS_Wwz5PLWe5mXbHaiA2ZxIOiaDovQuZyIdgy8 uSKmC","1025713057065054208",FALSE,"349049976",2018-08-04 12:00:24,"en","everyone","1025713057065054208",NA,NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",1,0,0,0,0,"19e150d848908604",3164,1918,76809,119,"The surf at @ManateeGov Public Beach on #AnnaMariaIsland shows signs of #RedTide  https://t.co/hIypEGQZBY"
"31","The smell isn’t too made &amp; I’m not feeling it in my eyes or throat. But I wouldn’t get in water. #RedTide. ","1025714203963867136",FALSE,"349049976",2018-08-04 12:04:57,"en","everyone","1025713873389797376","349049976",NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",0,0,0,0,0,"19e150d848908604",3164,1918,76809,119,"The smell isn’t too made &amp; I’m not feeling it in my eyes or throat. But I wouldn’t get in water. #RedTide"
"32","Live from Coquina Beach as #redtide hits #AnnaMariaIsland  . https   www pscp tv w bjWWTTExNjQ5NzN8MURYeHlZb05ld2V4TQyH p35bIdDHyGwhSOM5ApXK IJPqVklkASLkV0H9Xd","1025723230584225793",FALSE,"349049976",2018-08-04 12:40:49,"en","everyone","1025723230584225793",NA,NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",2,2,0,1,0,"224d8d4e6da92f36",3164,1918,76809,119,"Live from Coquina Beach as #redtide hits #AnnaMariaIsland  https://t.co/3CQrBeN5Iq"
"33","@MRMasferrer How bad is the red tide? Is it spotty ir everywhere? We leave for Holmes beach today.. ","1025730275362439168",FALSE,"1004878561709383682",2018-08-04 13:08:49,"en","everyone","1025723230584225793","349049976",NA,FALSE,FALSE,"Vern94264301","",NA,NA,"2018-06-08T00:11:33.000Z","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Vern",0,1,0,0,0,NA,0,0,2,0,"@MRMasferrer How bad is the red tide? Is it spotty ir everywhere? We leave for Holmes beach today."
"34","@Vern94264301 The water is brown-green. I wouldn’t swim in it. Wasn’t affecting my eyes, throat, skin, etc. Didn’t smell too awful . https   twitter com MRMasferrer status 1025733833122045952 photo 1","1025733833122045952",FALSE,"349049976",2018-08-04 13:22:57,"en","everyone","1025723230584225793","1004878561709383682",NA,FALSE,TRUE,"MRMasferrer","",NA,"Bradenton, Fla.","2011-08-05T13:16:34.000Z","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",0,0,0,0,0,NA,3164,1919,76817,119,"@Vern94264301 The water is brown-green. I wouldn’t swim in it. Wasn’t affecting my eyes, throat, skin, etc. Didn’t smell too awful https://t.co/klnvEfsGrt"
"35","Pretty day. No red tide. . https   twitter com kimvoss status 1025757698598547456 photo 1","1025757698598547456",FALSE,"17428633",2018-08-04 14:57:47,"en","everyone","1025757698598547456",NA,"1396518861474877444",FALSE,FALSE,"kimvoss","UCF full professor, wife & boy mom of 2. Books: Women’s Page J; Women Politicking Politely; Food Section; Mad Men; Fashion J. Next: V. Castleberry.",NA,"Orlando","2008-11-16T22:02:03.000Z","https://pbs.twimg.com/profile_images/1423065779759685635/7AEDQhB7_normal.jpg","drkimvoss",0,0,1,0,0,"07d9cddf26486002",1271,2550,17993,97,"Pretty day. No red tide. https://t.co/RlDvacy3mL"
"36","@RCCallihan Not a coincidence. Brief visit to my favorite part of the beach confirmed #Redtide has arrived. It looked and smelled OK, but waded into the water only for a second, started coughing and walked right out. #beanpoint . https   twitter com JDeleon1012 status 1025823619526615041 video 1","1025823619526615041",FALSE,"265559945",2018-08-04 19:19:44,"en","everyone","1025797058354196481","1697808410","1612861489475457029",FALSE,TRUE,"JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC","Bradenton, FL","2011-03-13T19:24:39.000Z","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Jessica De Leon",2,0,2,0,0,"3c2aec1245cb0d0c",2841,1468,31067,82,"@RCCallihan Not a coincidence. Brief visit to my favorite part of the beach confirmed #Redtide has arrived. It looked and smelled OK, but waded into the water only for a second, started coughing and walked right out. #beanpoint https://t.co/QOfeVpwkOI"
"37","Thousands of fish now dead in Sarasota Bay.  This video was taken near Coquina Beach.  Boat captains are reporting red tide as far north as Passage Key.  We are feeling burning in our eyes and throat from toxic bloom.  @abcactionnews . https   twitter com MichaelPaluska status 1025858496829566976 video 1","1025858496829566976",FALSE,"82925465",2018-08-04 21:38:19,"en","everyone","1025858496829566976",NA,NA,FALSE,TRUE,"MichaelPaluska","Special projects Reporter at ABC Action News.","https://t.co/ubIaHDiqQ4","Tampa, FL","2009-10-16T17:11:30.000Z","https://pbs.twimg.com/profile_images/1507698331249790979/ycOs_bfx_normal.jpg","Michael Paluska",9,1,6,0,0,"07d9db6fd6486002",1696,1494,5506,72,"Thousands of fish now dead in Sarasota Bay.  This video was taken near Coquina Beach.  Boat captains are reporting red tide as far north as Passage Key.  We are feeling burning in our eyes and throat from toxic bloom.  @abcactionnews https://t.co/PRsuy60lkb"
