"","text","id","created_at.x","possibly_sensitive","lang","author_id","in_reply_to_user_id","conversation_id","reply_settings","username","description","url","protected","verified","location","name","profile_image_url","pinned_tweet_id","created_at.y","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"19","Page 1 of today’s @bradentonherald features heartbreaking story by @jenstaletovich &amp; photo on the killer red tide in SW Florida; @urbanmark2014 on thefts at Bradenton cemetery; &amp; the latest on Trump/Russia Read more at  #ReadMore . https   www bradenton com. https   twitter com MRMasferrer status 1024966990887362561 photo 1","1024966990887362561",2018-08-02 10:35:48,FALSE,"en","349049976",NA,"1024966990887362561","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",0,0,0,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Page 1 of today’s @bradentonherald features heartbreaking story by @jenstaletovich &amp; photo on the killer red tide in SW Florida; @urbanmark2014 on thefts at Bradenton cemetery; &amp; the latest on Trump/Russia Read more at https://t.co/yh6lSLqACX #ReadMore https://t.co/H1tlJ3ci8U"
"20","MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide… . https   www instagram com p Bl vNf_H zP","1025030153804677120",2018-08-02 14:46:47,FALSE,"en","39622281",NA,"1025030153804677120","everyone","SuzyP39","I am a model and Pageant girl who loves God and her family and her Dog Reece.",NA,FALSE,FALSE,"Kentucky","Skylar Peak","https://pbs.twimg.com/profile_images/1013642548504604672/7SDFuOjl_normal.jpg",NA,"2009-05-12T23:07:08.000Z",0,0,0,0,0,"3c2aec1245cb0d0c",60,314,1856,0,"MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide… https://t.co/rKo1C44Pnq"
"21","MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide #tracking… . https   www instagram com p Bl vNf_H zP","1025149633037824001",2018-08-02 22:41:33,FALSE,"en","39622281",NA,"1025149633037824001","everyone","SuzyP39","I am a model and Pageant girl who loves God and her family and her Dog Reece.",NA,FALSE,FALSE,"Kentucky","Skylar Peak","https://pbs.twimg.com/profile_images/1013642548504604672/7SDFuOjl_normal.jpg",NA,"2009-05-12T23:07:08.000Z",0,0,0,0,0,"3c2aec1245cb0d0c",60,314,1856,0,"MOTE employee explaining what happened to the turtle. #turtle #turtlesofinstagram #loggerhead #loggerheadturtle #wildlife #wildliferescue #annamariaisland #florida #MOTE #redtide #tracking… https://t.co/werQYl8BfI"
"22","Happy Friday! Page 1 of today’s @bradentonherald features team report on red tide mess in Gulf of Mexico. @saranealeigh @SamPutterman @Gsabella Read more at  #ReadLocal . https   www bradenton com. https   twitter com MRMasferrer status 1025329217322606592 photo 1","1025329217322606592",2018-08-03 10:35:09,FALSE,"en","349049976",NA,"1025329217322606592","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",3,1,2,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Happy Friday! Page 1 of today’s @bradentonherald features team report on red tide mess in Gulf of Mexico. @saranealeigh @SamPutterman @Gsabella Read more at https://t.co/yh6lSLqACX #ReadLocal https://t.co/6EPlqsFj2a"
"23","Here’s the red tide story: . https   www bradenton com news local article215966155 html","1025329514870661120",2018-08-03 10:36:20,FALSE,"en","349049976","349049976","1025329217322606592","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",0,0,0,0,0,"d096ac3f2b0da338",3164,1918,76809,119,"Here’s the red tide story: https://t.co/ZUmODUlKIB"
"24","Hundreds of dead fish line Siesta Key beach. Red tide may be heading to Manatee next, report @SamPutterman, @saranealeigh and @Gsabella.
. https   www bradenton com news local article215966155 html","1025365358864211969",2018-08-03 12:58:46,FALSE,"en","265559945",NA,"1025365358864211969","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",1,0,0,0,0,"008338532a26abed",2841,1468,31067,82,"Hundreds of dead fish line Siesta Key beach. Red tide may be heading to Manatee next, report @SamPutterman, @saranealeigh and @Gsabella.
https://t.co/gxYB3QlfQk"
"25","Dead fish washing in on Longboat Key #redtide #lbk #srq #venicebeach #siestakey #ftmeyersbeach #sanibelisland #saveourocean #gulfcoast #vote @barackobama @vp… . https   www instagram com p BmBn4IugSUCUCiUxJl_1J2yxZ6Opdsvwd67ZCA0","1025435396451127296",2018-08-03 17:37:04,FALSE,"en","711239149",NA,"1025435396451127296","everyone","UAMGLala1014","Destiny is all...Living my best life in Florida with my best friend and soul mate #bossmanfrank and doggy mom to rescue pup Simba 🐾❤️",NA,FALSE,FALSE,"Apollo Beach, FL","Laura Mucerino","https://pbs.twimg.com/profile_images/831993482579439617/qRnD2Hsb_normal.jpg",NA,"2012-07-22T20:41:39.000Z",0,1,0,0,0,"06994603b8d09169",786,1138,3453,9,"Dead fish washing in on Longboat Key #redtide #lbk #srq #venicebeach #siestakey #ftmeyersbeach #sanibelisland #saveourocean #gulfcoast #vote @barackobama @vp… https://t.co/RiKyNFDWXs"
"26","@UAMGLala1014 @BarackObama @VP We are coming to vacation in Longboat Key end of this month from Seattle. The Airbnb we rented is refusing to let us cancel saying the beaches there are fine. Has the red tide reached Longboat Key?. ","1025488532821798912",2018-08-03 21:08:13,FALSE,"en","1449428138","711239149","1025435396451127296","everyone","weatherchaser5","BS Atmospheric Science - Ohio State, Meteorologist, Storm Chaser, Structure Hipster, Photographer and lover of all things travel. Grand Optimist","https://t.co/vgWhFBNgYx",FALSE,FALSE,"Seattle, WA","Sarah Kogler","https://pbs.twimg.com/profile_images/1602006710075658240/z31sOhI0_normal.jpg",NA,"2013-05-22T16:57:47.000Z",0,1,0,0,0,"a285b156487ecf55",4039,1822,16296,87,"@UAMGLala1014 @BarackObama @VP We are coming to vacation in Longboat Key end of this month from Seattle. The Airbnb we rented is refusing to let us cancel saying the beaches there are fine. Has the red tide reached Longboat Key?"
"27","@JohnnyBcomedy @ScrumRyanRadio @AnnaHummelRadio I worked on longboat key on Wednesday and the red tide smell was pretty bad.. ","1025551935636680709",2018-08-04 01:20:09,FALSE,"en","520880925","15827235","1025551935636680709","everyone","HempTimmy","#1Bhole",NA,FALSE,FALSE,NA,"Tim Hemp","https://pbs.twimg.com/profile_images/936342646343241730/g6MuJT73_normal.jpg","729180599970304002","2012-03-11T01:03:00.000Z",0,0,2,0,0,"b83641daa7c732dc",85,95,4578,6,"@JohnnyBcomedy @ScrumRyanRadio @AnnaHummelRadio I worked on longboat key on Wednesday and the red tide smell was pretty bad."
"28","The surf at @ManateeGov Public Beach on #AnnaMariaIsland shows signs of #RedTide  . https   www pscp tv w bjWM0jExNjQ5NzN8MWxEeExYbXJSZXd4bS_Wwz5PLWe5mXbHaiA2ZxIOiaDovQuZyIdgy8 uSKmC","1025713057065054208",2018-08-04 12:00:24,FALSE,"en","349049976",NA,"1025713057065054208","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",1,0,0,0,0,"19e150d848908604",3164,1918,76809,119,"The surf at @ManateeGov Public Beach on #AnnaMariaIsland shows signs of #RedTide  https://t.co/hIypEGQZBY"
"29","The smell isn’t too made &amp; I’m not feeling it in my eyes or throat. But I wouldn’t get in water. #RedTide. ","1025714203963867136",2018-08-04 12:04:57,FALSE,"en","349049976","349049976","1025713873389797376","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",0,0,0,0,0,"19e150d848908604",3164,1918,76809,119,"The smell isn’t too made &amp; I’m not feeling it in my eyes or throat. But I wouldn’t get in water. #RedTide"
"30","Live from Coquina Beach as #redtide hits #AnnaMariaIsland  . https   www pscp tv w bjWWTTExNjQ5NzN8MURYeHlZb05ld2V4TQyH p35bIdDHyGwhSOM5ApXK IJPqVklkASLkV0H9Xd","1025723230584225793",2018-08-04 12:40:49,FALSE,"en","349049976",NA,"1025723230584225793","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",2,2,0,1,0,"224d8d4e6da92f36",3164,1918,76809,119,"Live from Coquina Beach as #redtide hits #AnnaMariaIsland  https://t.co/3CQrBeN5Iq"
"31","@MRMasferrer How bad is the red tide? Is it spotty ir everywhere? We leave for Holmes beach today.. ","1025730275362439168",2018-08-04 13:08:49,FALSE,"en","1004878561709383682","349049976","1025723230584225793","everyone","Vern94264301","",NA,FALSE,FALSE,NA,"Vern","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"2018-06-08T00:11:33.000Z",0,1,0,0,0,NA,0,0,2,0,"@MRMasferrer How bad is the red tide? Is it spotty ir everywhere? We leave for Holmes beach today."
"32","@Vern94264301 The water is brown-green. I wouldn’t swim in it. Wasn’t affecting my eyes, throat, skin, etc. Didn’t smell too awful . https   twitter com MRMasferrer status 1025733833122045952 photo 1","1025733833122045952",2018-08-04 13:22:57,FALSE,"en","349049976","1004878561709383682","1025723230584225793","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",0,0,0,0,0,NA,3164,1919,76817,119,"@Vern94264301 The water is brown-green. I wouldn’t swim in it. Wasn’t affecting my eyes, throat, skin, etc. Didn’t smell too awful https://t.co/klnvEfsGrt"
"33","Pretty day. No red tide. . https   twitter com kimvoss status 1025757698598547456 photo 1","1025757698598547456",2018-08-04 14:57:47,FALSE,"en","17428633",NA,"1025757698598547456","everyone","kimvoss","UCF full professor, wife & boy mom of 2. Books: Women’s Page J; Women Politicking Politely; Food Section; Mad Men; Fashion J. Next: V. Castleberry.",NA,FALSE,FALSE,"Orlando","drkimvoss","https://pbs.twimg.com/profile_images/1423065779759685635/7AEDQhB7_normal.jpg","1396518861474877444","2008-11-16T22:02:03.000Z",0,0,1,0,0,"07d9cddf26486002",1271,2550,17993,97,"Pretty day. No red tide. https://t.co/RlDvacy3mL"
"34","@RCCallihan Not a coincidence. Brief visit to my favorite part of the beach confirmed #Redtide has arrived. It looked and smelled OK, but waded into the water only for a second, started coughing and walked right out. #beanpoint . https   twitter com JDeleon1012 status 1025823619526615041 video 1","1025823619526615041",2018-08-04 19:19:44,FALSE,"en","265559945","1697808410","1025797058354196481","everyone","JDeleon1012","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com","https://t.co/CRohX622QC",FALSE,TRUE,"Bradenton, FL","Jessica De Leon","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","1612861489475457029","2011-03-13T19:24:39.000Z",2,0,2,0,0,"3c2aec1245cb0d0c",2841,1468,31067,82,"@RCCallihan Not a coincidence. Brief visit to my favorite part of the beach confirmed #Redtide has arrived. It looked and smelled OK, but waded into the water only for a second, started coughing and walked right out. #beanpoint https://t.co/QOfeVpwkOI"
"35","Thousands of fish now dead in Sarasota Bay.  This video was taken near Coquina Beach.  Boat captains are reporting red tide as far north as Passage Key.  We are feeling burning in our eyes and throat from toxic bloom.  @abcactionnews . https   twitter com MichaelPaluska status 1025858496829566976 video 1","1025858496829566976",2018-08-04 21:38:19,FALSE,"en","82925465",NA,"1025858496829566976","everyone","MichaelPaluska","Special projects Reporter at ABC Action News.","https://t.co/ubIaHDiqQ4",FALSE,TRUE,"Tampa, FL","Michael Paluska","https://pbs.twimg.com/profile_images/1507698331249790979/ycOs_bfx_normal.jpg",NA,"2009-10-16T17:11:30.000Z",9,1,6,0,0,"07d9db6fd6486002",1696,1494,5506,72,"Thousands of fish now dead in Sarasota Bay.  This video was taken near Coquina Beach.  Boat captains are reporting red tide as far north as Passage Key.  We are feeling burning in our eyes and throat from toxic bloom.  @abcactionnews https://t.co/PRsuy60lkb"
"36","The #sunrise was beautiful on #annamariaisland #florida on Saturday but it couldn’t hide the #redtide in the water and air. @ Anna Maria Island Beaches . https   www instagram com p BmEqJinn7iW","1025862594249273345",2018-08-04 21:54:36,FALSE,"en","349049976",NA,"1025862594249273345","everyone","MRMasferrer","",NA,FALSE,TRUE,"Bradenton, Fla.","Marc R. Masferrer","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",NA,"2011-08-05T13:16:34.000Z",0,0,0,0,0,"19e150d848908604",3164,1918,76809,119,"The #sunrise was beautiful on #annamariaisland #florida on Saturday but it couldn’t hide the #redtide in the water and air. @ Anna Maria Island Beaches https://t.co/MnS3GUNHbd"
"37","@MichaelPaluska @TheRealBawllz @abcactionnews Now a justification for disliking the beach.. ","1025896905707012096",2018-08-05 00:10:57,FALSE,"en","745763282","82925465","1025858496829566976","everyone","Trekmark8","FL native & graduate of the Ringling College of Art & Design; creator of the online animated series 'Stone Trek’.","https://t.co/f2bT9tcli4",FALSE,FALSE,"Bradenton, FL","Brian Matthews","https://pbs.twimg.com/profile_images/1238953162754662400/062Q7QoZ_normal.jpg",NA,"2012-08-08T19:07:08.000Z",0,0,0,0,0,NA,423,484,23694,10,"@MichaelPaluska @TheRealBawllz @abcactionnews Now a justification for disliking the beach."
