"","text","lang","author_id","conversation_id","id","possibly_sensitive","reply_settings","created_at.x","username","verified","profile_image_url","location","url","name","protected","description","created_at.y","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","text_with_display_links","in_reply_to_user_id","pinned_tweet_id","geo_place_id","reply.to.thread.no.term"
"11","Exciting news! USF St. Petersburg Assistant Professor Heather O'Leary was featured on #NPR for turning #coralreef and #redtide research into a musical composition. Check out the groundbreaking collaboration with the USF School of Music here ⬇️
. https   www npr org 2024 04 04 1242001322 algae bloom florida","en","143476735","1783527759765016676","1783527759765016676",FALSE,"everyone",2024-04-25 16:05:28,"usfsp",FALSE,"https://pbs.twimg.com/profile_images/1784931913012256768/-Ms3U_yO_normal.jpg","St. Petersburg, Florida","https://t.co/U8V9paOPAt","USF St. Petersburg",FALSE,"Situated on 52 acres of waterfront in downtown St. Petersburg, our campus offers an intimate academic experience with all the benefits of a large institution.","2010-05-13T15:32:28.000Z",0,0,0,0,0,94,3465,247,5219,63,3768,"Exciting news! USF St. Petersburg Assistant Professor Heather O'Leary was featured on #NPR for turning #coralreef and #redtide research into a musical composition. Check out the groundbreaking collaboration with the USF School of Music here ⬇️
https://t.co/ltYpfZh4PM",NA,"1684590221252550656",NA,NA
"12","RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
. https   www wusf org environment 2024 04 08 hurricane red tide gulf early warning budget cuts cripple","en","192777160","1777340723525812467","1777340723525812467",FALSE,"everyone",2024-04-08 14:20:24,"MiscAlex",FALSE,"https://pbs.twimg.com/profile_images/1632249660835348480/qXQVbo4B_normal.jpg","Cone of Uncertainty","https://t.co/O8Z4E5VM84","🌃🐳🦣 alexandra M 🌻🧭🦩",FALSE,"Night Owl | INFP | tired job seeker 
hiraeth-full & fernweh-haver
 Wimsey-infatuated 🧐
Fan of adaptive reuse & walkable cities

Tá cúpla focal agam ☘️ YNWA⚽️","2010-09-20T03:25:31.000Z",6,0,0,0,0,0,348,628,31968,16,40568,"RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
https://t.co/eW0kGZpevX",NA,"1593510122478866432",NA,NA
"13","RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
. https   www wusf org environment 2024 04 08 hurricane red tide gulf early warning budget cuts cripple","en","2725116285","1777333469242089631","1777333469242089631",FALSE,"everyone",2024-04-08 13:51:34,"manton_jeanne",FALSE,"https://pbs.twimg.com/profile_images/729711017060618240/OSD_bTxK_normal.jpg",NA,NA,"sailonsilvergirl",FALSE,"It's go time.
Treehugger of Liberty. 
The #GreatestGeneration was Antifa.
BOTS/trolls shamed by their anonymous words, don't @ me.","2014-07-26T11:33:00.000Z",6,0,0,0,0,0,1570,1405,111693,16,68798,"RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
https://t.co/eW0kGZpevX",NA,"1526700334848122880",NA,NA
"14","RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
. https   www wusf org environment 2024 04 08 hurricane red tide gulf early warning budget cuts cripple","en","888041223243649024","1777332600463573170","1777332600463573170",FALSE,"everyone",2024-04-08 13:48:07,"VotingTweeter",FALSE,"https://pbs.twimg.com/profile_images/912519116547792896/RpU7ctxo_normal.jpg","🇺🇸 America 🇺🇸 ","https://t.co/Iq26uKWe8p","Jules of 🇺🇸",FALSE,"@jules-of-america.Bsky.social
❤️🇺🇸🐘🧚🏼🏀❤️ Earth Day 2022 Florida - 5 year old said, “My grandma’s husband is a woman.” ❤️ Love it!","2017-07-20T14:21:41.000Z",6,0,0,0,0,0,750,780,48962,1,191866,"RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
https://t.co/eW0kGZpevX",NA,"1595417947886866433",NA,NA
"15","RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
. https   www wusf org environment 2024 04 08 hurricane red tide gulf early warning budget cuts cripple","en","20930240","1777325535967773032","1777325535967773032",FALSE,"everyone",2024-04-08 13:20:03,"SouthernJewel",FALSE,"https://pbs.twimg.com/profile_images/1697719663659012096/GgK5jixS_normal.jpg","Lakeland, FL",NA,"Donna in Lakeland FL",FALSE,"🇺🇦 😷 #StandWithUkraine #NoVid “Morality in terms of behavior, not in terms of theology” Frank Zappa","2009-02-15T19:25:19.000Z",6,0,0,0,0,0,1540,333,126171,24,184578,"RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
https://t.co/eW0kGZpevX",NA,"1633881770528473092",NA,NA
"16","RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
. https   www wusf org environment 2024 04 08 hurricane red tide gulf early warning budget cuts cripple","en","377666632","1777321367500677193","1777321367500677193",FALSE,"everyone",2024-04-08 13:03:29,"radiocraigkopp",FALSE,"https://pbs.twimg.com/profile_images/1490711932650889217/kLsdYtt5_normal.jpg","Land O Lakes, Florida",NA,"Craig Kopp",FALSE,"Radio man, Podcast man, Writer man","2011-09-21T22:53:34.000Z",6,0,0,0,0,0,1019,1546,39386,60,35517,"RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
https://t.co/eW0kGZpevX",NA,NA,NA,NA
"17","RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
. https   www wusf org environment 2024 04 08 hurricane red tide gulf early warning budget cuts cripple","en","785425199432863744","1777320751311299047","1777320751311299047",FALSE,"everyone",2024-04-08 13:01:02,"SharinStone",FALSE,"https://pbs.twimg.com/profile_images/1046717212273315840/zxps2pAr_normal.jpg","Florida",NA,"SSton",FALSE,"Analyst, mother, RN, voter.","2016-10-10T10:22:14.000Z",6,0,0,0,0,0,4717,4689,220808,31,918404,"RT @wusf: Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
https://t.co/eW0kGZpevX",NA,NA,NA,NA
"18","Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
. https   www wusf org environment 2024 04 08 hurricane red tide gulf early warning budget cuts cripple","en","17544442","1777319985901088864","1777319985901088864",FALSE,"everyone",2024-04-08 12:58:00,"wusf",FALSE,"https://pbs.twimg.com/profile_images/1714703492890394624/IOVwz2sB_normal.jpg","Tampa, FL","https://t.co/KBo4cZ4tOe","WUSF",FALSE,"WUSF Public Media is the Tampa Bay area’s source for news, in-depth reporting, educational programming, arts, and the finest classical music.","2008-11-21T20:07:08.000Z",6,0,4,0,0,163,15044,2342,40363,478,2708,"Hurricanes and red tides could become more powerful as the Gulf of Mexico heats to record levels. But budget cuts are threatening a system that monitors conditions there — including programs based in St. Petersburg and Sarasota.
https://t.co/eW0kGZpevX",NA,NA,NA,NA
"19","@YellowSnwman Sunshine Skyway in St. Petersburg, Florida accident was worse. There were bodies floating up for weeks. It looks like red tide except they were human beings, floating and not fish","en","1769863215083581441","1772595650544173504","1772644620494688489",FALSE,"everyone",2024-03-26 15:19:46,"JamesLong344712",FALSE,"https://pbs.twimg.com/profile_images/1769876486738018304/0NjJrK2q_normal.jpg",NA,NA,"JD",FALSE,"cowboy’s fan. no porn if you wanna get blocked follow me stay out of my DM‘s unless you have something sensible to talk about.","2024-03-18T23:08:42.000Z",0,1,1,0,0,5,14,31,271,0,111,"@YellowSnwman Sunshine Skyway in St. Petersburg, Florida accident was worse. There were bodies floating up for weeks. It looks like red tide except they were human beings, floating and not fish","894931909716975616",NA,NA,NA
"20","A Concerning Mix of Red Tide and High Levels of Arsenic and HA -A9 Residents and visitors to St. Petersburg, be cautious!  .https://t.co/NE34U6nPfE via @FacebookWatch","en","1677355831740755968","1770576689174609990","1770576689174609990",FALSE,"everyone",2024-03-20 22:22:33,"earthwater4all",FALSE,"https://pbs.twimg.com/profile_images/1677356602607771658/atMBPJQW_normal.jpg",NA,NA,"Earth Water",FALSE,"Nonprofit Organization. Providing safe drinking water in America while increasing social awareness and mitigating water pollution 🦋🇺🇸","2023-07-07T16:36:26.000Z",0,0,0,0,0,6,50,14,109,0,47,"A Concerning Mix of Red Tide and High Levels of Arsenic and HA -A9 Residents and visitors to St. Petersburg, be cautious!  .https://t.co/NE34U6nPfE via @FacebookWatch",NA,NA,NA,NA
"21","@jimstep260853 We went to St Petersburg on Florida's gulf coast, only to find we couldn't go into the water, due to Red Tide. Dead fish everywhere, so we checked out, drove across Alligator Alley &amp; went back to Disney for another 10 days!","en","3687054329","1763322323212362097","1763362199119044860",FALSE,"everyone",2024-03-01 00:34:44,"DianeDidi15",FALSE,"https://pbs.twimg.com/profile_images/1497756704326529026/_4Wc3MaF_normal.jpg","Yorkshire and The Humber, Engl",NA,"diane wheatley",FALSE,"NYC lady born & raised. Proud daughter of WWII U.S. Army Vet. Living in UK. No lists.  🌊 🗽🍎💖🗽🇺🇸🇬🇧","2015-09-17T15:40:11.000Z",0,0,1,0,0,157,3067,4622,101869,4,381802,"@jimstep260853 We went to St Petersburg on Florida's gulf coast, only to find we couldn't go into the water, due to Red Tide. Dead fish everywhere, so we checked out, drove across Alligator Alley &amp; went back to Disney for another 10 days!","1674083297486417921","1528886927214231554",NA,NA
"22","@rohindhar imo Fl is going to be dealing with some major environmental issues too. that red tide coming up the gulf coast is bad. everyone in st pete coughing on the beach.
that callahoosie river pollution needs to get fixed. 
but Fl politics are a mess right now.","en","196021101","1762709591731900681","1762829870348804228",FALSE,"everyone",2024-02-28 13:19:27,"meetgrinder",FALSE,"https://pbs.twimg.com/profile_images/2236413468/P1010003_normal.jpg","Newton, MA",NA,"joe conery",FALSE,"mstrs in physics and in comp eng.     Enjoy my kids, my dog sugar, jiu jitsu, aquariums, diving, sailing, and chess.  
cloud computing","2010-09-28T03:39:24.000Z",0,0,0,0,0,56,267,628,21706,2,9889,"@rohindhar imo Fl is going to be dealing with some major environmental issues too. that red tide coming up the gulf coast is bad. everyone in st pete coughing on the beach.
that callahoosie river pollution needs to get fixed. 
but Fl politics are a mess right now.","196021101","1006245246336995329",NA,NA
"23","@PlaneGirl26 I hope you have great weather. No hurricanes predicted for this week. And no red tides with dead fish. Happened once when I was in St Pete Beach.","en","822455582","1755237383073677513","1755356640264806763",FALSE,"everyone",2024-02-07 22:23:30,"GregoryLease",FALSE,"https://pbs.twimg.com/profile_images/2609672362/x6ftcbefjwdywljt1f5c_normal.jpeg","University Place, WA..        ",NA,"Gregory Lease",FALSE,"Mental Health Therapist and Life/Relationship Coach","2012-09-14T01:09:37.000Z",0,0,1,0,0,11,222,360,3273,6,11894,"@PlaneGirl26 I hope you have great weather. No hurricanes predicted for this week. And no red tides with dead fish. Happened once when I was in St Pete Beach.","1724494458534682624",NA,NA,NA
"24","@iluminatibot maybe we should stop putting fertilizers &amp; pesticides in the water-

https://t.co/HqJw5vkQne","en","1637495516757102594","1751455113267265987","1751690787627409446",FALSE,"everyone",2024-01-28 19:36:43,"Louise391589497",FALSE,"https://pbs.twimg.com/profile_images/1671623666327777280/Va0fQUzD_normal.jpg",NA,NA,"Louise",FALSE,"","2023-03-19T16:46:18.000Z",0,0,1,0,0,1,92,389,30119,15,31543,"@iluminatibot maybe we should stop putting fertilizers &amp; pesticides in the water-

https://t.co/HqJw5vkQne","3376321847",NA,NA,NA
"25","@courtneyknill It's because st pete is insane and bans everything and he was all ""hey maybe it's cool if people are allowed to plant vegetables anywhere they want on their own property"" and people got REAL mad because fertilizer by the bay causes the red tide but allowing gardens is totally… https://t.co/zhjA6MYc9t","en","1394662479200985094","1745295226862723193","1745435892179739027",FALSE,"everyone",2024-01-11 13:21:59,"MissThorn_",FALSE,"https://pbs.twimg.com/profile_images/1729212048670674944/ZVqcr7He_normal.jpg","Tampa, FL",NA,"Hannah Carter Thorn",FALSE,"🌻End Child Trafficking 
🌻Runway Model 
🌻Marketer
🌻Live Music St Pete
🌻🇮🇹🇺🇲
🌻🐈‍⬛🐈‍⬛
🌻AnCap✝️","2021-05-18T14:33:47.000Z",0,0,3,0,0,128,7483,2383,22249,18,65478,"@courtneyknill It's because st pete is insane and bans everything and he was all ""hey maybe it's cool if people are allowed to plant vegetables anywhere they want on their own property"" and people got REAL mad because fertilizer by the bay causes the red tide but allowing gardens is totally… https://t.co/zhjA6MYc9t","2741773954","1434284476822081554",NA,NA
"26","@SocratesPoly @srzjwalters @craigtimes @SaundraAmrhein That red tide snuck up on me (and everyone else) once at Pass a Grille. No warnings and nothing showed up on my phone but I wondered if that was why I had a coughing fit. It had supposedly passed. 🤷‍♀️","en","819350246278963200","1706057325813911599","1706101345844072484",FALSE,"everyone",2023-09-25 00:20:33,"MommaMia6512",FALSE,"https://pbs.twimg.com/profile_images/1053269020626038784/gZ-R4THn_normal.jpg","Colorado970",NA,"MommaMia",FALSE,"Scottish and Sicilian roots. Don't make me block you.","2017-01-12T01:08:16.000Z",0,1,0,0,0,21,1498,597,80308,3,168382,"@SocratesPoly @srzjwalters @craigtimes @SaundraAmrhein That red tide snuck up on me (and everyone else) once at Pass a Grille. No warnings and nothing showed up on my phone but I wondered if that was why I had a coughing fit. It had supposedly passed. 🤷‍♀️","1421881788536872960","1705624434672009607",NA,NA
"27","@RonFilipkowski She represents St Pete Beach. Half the year it's busy, hopefully void of Red Tide or BP oil spills, the other half of the year it's a ghost town and businesses can't afford their staff.  Sounds like someone didn't get her an umbrella drink quick enough.","en","1634541796205248514","1703942387800646072","1704230674637471810",FALSE,"everyone",2023-09-19 20:27:10,"TedHathaway9",FALSE,"https://pbs.twimg.com/profile_images/1683946244111048707/wkqDWUzj_normal.jpg","Florida, USA",NA,"Ted Hathaway",FALSE,"Florida resident living in the NPR, Massachusetts native, Husband, Father of 2, Rays,UMass&Patriots fan, Marvel, SciFi, History geek","2023-03-11T13:09:13.000Z",0,0,0,0,0,14,9,88,64,0,NA,"@RonFilipkowski She represents St Pete Beach. Half the year it's busy, hopefully void of Red Tide or BP oil spills, the other half of the year it's a ghost town and businesses can't afford their staff.  Sounds like someone didn't get her an umbrella drink quick enough.","1298372735383605249",NA,NA,NA
"28","RT @BrujaAnon: Hey @GovRonDeSantis
More shit in the bay to make things like vibrio grow and red tide. But you don't care, you're to busy in another state talking about slitting bureaucrats throats and shooting people at the border to care about the cesspool here🤬
. https   www tampabay com news environment 2023 08 21 st petersburg sewage spill riviera bay weedon island","en","1119318824975831040","1693730857343709343","1693730857343709343",FALSE,"everyone",2023-08-21 21:04:39,"GnvSusie",FALSE,"https://pbs.twimg.com/profile_images/1658117105122770947/u1OXcq-V_normal.jpg",NA,NA,"SusieQGnv 🌻😷😎🌴🦎🦋🌊🏳️‍🌈",FALSE,"#GetBoosted #CovidIsAirborne #BringBackMasks #PostcardsToVoters #FLDemsVBM #VoteBlue2024 #BlueWave #BLM #DeathSantisIsKillingFloridians #NeverDeSantis","2019-04-19T19:16:18.000Z",1,0,0,0,0,0,413,1150,57892,0,NA,"RT @BrujaAnon: Hey @GovRonDeSantis
More shit in the bay to make things like vibrio grow and red tide. But you don't care, you're to busy in another state talking about slitting bureaucrats throats and shooting people at the border to care about the cesspool here🤬
https://t.co/MweUXXUqKA",NA,"1389626019351511044",NA,NA
"29","Hey @GovRonDeSantis
More shit in the bay to make things like vibrio grow and red tide. But you don't care, you're to busy in another state talking about slitting bureaucrats throats and shooting people at the border to care about the cesspool here🤬
. https   www tampabay com news environment 2023 08 21 st petersburg sewage spill riviera bay weedon island","en","1219032025769881605","1693728616939491373","1693728616939491373",FALSE,"everyone",2023-08-21 20:55:44,"BrujaAnon",FALSE,"https://pbs.twimg.com/profile_images/1350116284327981058/3_GmLbhP_normal.jpg","Florida, USA",NA,"MSFighter 🇺🇦♿🗝☮️🏳️‍🌈",FALSE,"Retired military. #WritingCommunity #PTSD #MS #LGBTQ #Hypoparathyroidism #RA #depression #TBI #FBR #atheist #dogs #cats CanoNina on Mastadon and Post 😊","2020-01-19T23:01:09.000Z",1,0,1,0,0,20,2255,4329,108716,10,NA,"Hey @GovRonDeSantis
More shit in the bay to make things like vibrio grow and red tide. But you don't care, you're to busy in another state talking about slitting bureaucrats throats and shooting people at the border to care about the cesspool here🤬
https://t.co/MweUXXUqKA",NA,NA,NA,NA
"30","@unhealthytruth @aurajenn I had to leave St. Petersburg last spring early because of Red tide. Four trips to urgent care in two months.","en","822676461823885313","1687963066799947776","1688229399387140096",FALSE,"everyone",2023-08-06 16:43:49,"KarenSc38678909",FALSE,"https://pbs.twimg.com/profile_images/1056706995955351552/sUB0IxK0_normal.jpg",NA,NA,"Karen",FALSE,"Light Warrior.","2017-01-21T05:25:27.000Z",0,1,1,0,0,37,1290,1748,32059,7,NA,"@unhealthytruth @aurajenn I had to leave St. Petersburg last spring early because of Red tide. Four trips to urgent care in two months.","18093097",NA,NA,NA
