"","text","in_reply_to_user_id","possibly_sensitive","created_at.x","reply_settings","conversation_id","author_id","lang","id","protected","profile_image_url","verified","username","created_at.y","name","description","location","pinned_tweet_id","url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"11","RT @10NewsWTSP: Latest red tide map shows bloom stretches along length of Pinellas County . https   on wtsp com 2xkIZqU",NA,FALSE,2018-09-15 09:31:07,"everyone","1040895781354520576","1627501111","en","1040895781354520576",FALSE,"https://pbs.twimg.com/profile_images/761774660988043265/yQguu_ql_normal.jpg",FALSE,"mcwilkins63","2013-07-28T09:16:16.000Z","MC Wilkins","",NA,NA,NA,3,0,0,0,0,157,76,287127,28,NA,"RT @10NewsWTSP: Latest red tide map shows bloom stretches along length of Pinellas County https://t.co/Y6e6EFFgQr",FALSE
"12","RT @10NewsWTSP: Latest red tide map shows bloom stretches along length of Pinellas County . https   on wtsp com 2xkIZqU",NA,FALSE,2018-09-15 13:48:09,"everyone","1040960463658541058","60903033","en","1040960463658541058",FALSE,"https://pbs.twimg.com/profile_images/1496935515425320964/rOSwkxTT_normal.jpg",FALSE,"jackaberlin","2009-07-28T13:29:25.000Z","Jack Berlin","CEO, Software Company - Blue Devil - Yellow Dog Democrat #IFB #FBR","Tampa, FL USA","1327644496780283904",NA,3,0,0,0,0,17114,12443,41365,118,NA,"RT @10NewsWTSP: Latest red tide map shows bloom stretches along length of Pinellas County https://t.co/Y6e6EFFgQr",FALSE
"13","I wonder if Tampa Bay conservatives will give a shit about red tide when it starts affecting tourism in Hillsborough county-or better yet the coastal towns in deep red Pasco county. Probably not, because then they’d have to hold themselves accountable and we can’t have that.. ",NA,FALSE,2018-09-20 21:55:00,"everyone","1042894921705906176","2178704013","en","1042894921705906176",FALSE,"https://pbs.twimg.com/profile_images/1407939184283824128/73vyUoW5_normal.jpg",FALSE,"theashleyjn","2013-11-12T20:59:54.000Z","Ashley","My account is mostly jokes, pop culture, and political posts. Once in awhile I'll blog (she/her)",NA,"1573781178976550919","https://t.co/K4lNcThjEq",0,1,0,0,0,255,389,22613,7,NA,"I wonder if Tampa Bay conservatives will give a shit about red tide when it starts affecting tourism in Hillsborough county-or better yet the coastal towns in deep red Pasco county. Probably not, because then they’d have to hold themselves accountable and we can’t have that.",FALSE
"14","Clearwater Beach is beautiful, and it angers me that the beach is being destroyed and endangered animals are dying because we decided to vote *twice* for a governor that put rich peoples interests above the planet we all live on. And everyone who voted for Rick Scott is to blame.. ","2178704013",FALSE,2018-09-20 21:56:26,"everyone","1042894921705906176","2178704013","en","1042895283699556352",FALSE,"https://pbs.twimg.com/profile_images/1407939184283824128/73vyUoW5_normal.jpg",FALSE,"theashleyjn","2013-11-12T20:59:54.000Z","Ashley","My account is mostly jokes, pop culture, and political posts. Once in awhile I'll blog (she/her)",NA,"1573781178976550919","https://t.co/K4lNcThjEq",0,1,0,0,0,252,383,22636,7,NA,"Clearwater Beach is beautiful, and it angers me that the beach is being destroyed and endangered animals are dying because we decided to vote *twice* for a governor that put rich peoples interests above the planet we all live on. And everyone who voted for Rick Scott is to blame.",TRUE
"15","And no I don’t want to hear about how it’s “the fault of Washington” or “oh, we’ve had smaller red tides so Rick Scott isn’t at fault”. Rick Scott allowed big corporations to dump waste into our waters and this waste led to the worst red tide crisis in years. He. Is. At. Fault.. ","2178704013",FALSE,2018-09-20 22:01:49,"everyone","1042894921705906176","2178704013","en","1042896637360857094",FALSE,"https://pbs.twimg.com/profile_images/1407939184283824128/73vyUoW5_normal.jpg",FALSE,"theashleyjn","2013-11-12T20:59:54.000Z","Ashley","My account is mostly jokes, pop culture, and political posts. Once in awhile I'll blog (she/her)",NA,"1573781178976550919","https://t.co/K4lNcThjEq",0,0,1,0,0,252,383,22636,7,NA,"And no I don’t want to hear about how it’s “the fault of Washington” or “oh, we’ve had smaller red tides so Rick Scott isn’t at fault”. Rick Scott allowed big corporations to dump waste into our waters and this waste led to the worst red tide crisis in years. He. Is. At. Fault.",TRUE
"16","I hunt down and remove floating plastic from the ocean. Want to see me fight the good fight? Maybe you can help too! #whales #animals #oceans #florida #redtide #pascocounty #pinellascounty #pollution . https   www youtube com watch",NA,FALSE,2018-09-23 16:42:04,"everyone","1043903334942478338","2151617310","en","1043903334942478338",FALSE,"https://pbs.twimg.com/profile_images/378800000666719028/2e156bf12af7a9e5532096c25eb20b18_normal.jpeg",FALSE,"NathanTarantla","2013-10-23T20:13:56.000Z","NathanNarratesHorror","Author, voice actor, narrator, paranormal and occult expert, supernatural researcher. https://t.co/R77XjRbsdR","Florida","1251239683205607427","https://t.co/rYhiaIpjjD",0,0,1,0,0,19655,20829,115057,740,NA,"I hunt down and remove floating plastic from the ocean. Want to see me fight the good fight? Maybe you can help too! #whales #animals #oceans #florida #redtide #pascocounty #pinellascounty #pollution https://t.co/Oi1GKcLSpa",FALSE
"17","Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide  . https   on wtsp com 2Q2ULOG. https   twitter com 10NewsWTSP status 1044173410643972096 photo 1",NA,FALSE,2018-09-24 10:35:15,"everyone","1044173410643972096","16743886","en","1044173410643972096",FALSE,"https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg",TRUE,"10TampaBay","2008-10-14T19:14:27.000Z","10 Tampa Bay","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay","Tampa, Florida",NA,"https://t.co/rHVdIDVNLL",1,0,0,0,0,180622,11943,315193,1727,NA,"Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/s5bdQkO8Vg https://t.co/wYaaFd7sHW",FALSE
"18","Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide  #10news #news #wtsp . https   www wtsp com article news red tide federal disaster loans now available to pinellas pasco county businesses impacted by red tide 67 597512847. https   twitter com brandonpromo status 1044175636061810688 photo 1",NA,FALSE,2018-09-24 10:44:06,"everyone","1044175636061810688","85920748","en","1044175636061810688",FALSE,"https://pbs.twimg.com/profile_images/1133096328551120897/YBSjN_o4_normal.jpg",FALSE,"brandonpromo","2009-10-28T21:45:10.000Z","Brandon Thompson","@machineshopbarber - Owner & GM @fellowship_brand - Co-Ownership  /G\ Mental Health 🙏🏻         APlaceForMyHead Podcast - Host","St Petersburg, FL","1164607409429594112","https://t.co/Soz1m0CuGm",0,0,0,0,0,4457,1807,88993,264,NA,"Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/rm1m5WMx2i #10news #news #wtsp https://t.co/8KIqtdHOa5",FALSE
"19","RT @10NewsWTSP: Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide  . https   on wtsp com 2Q2ULOG. https   twitter com 10NewsWTSP status 1044173410643972096 photo 1",NA,FALSE,2018-09-24 10:49:14,"everyone","1044176929883140097","3433805632","en","1044176929883140097",FALSE,"https://pbs.twimg.com/profile_images/634563185517948928/n6Ypny8a_normal.jpg",FALSE,"UnLearnPhD","2015-08-21T03:07:56.000Z","JR Caldwell Jr., PhD","I wonder if the gate was put up to keep crime out, or keep our ass in?",NA,NA,NA,1,0,0,0,0,1053,4998,25507,3,NA,"RT @10NewsWTSP: Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/s5bdQkO8Vg https://t.co/wYaaFd7sHW",FALSE
"20","Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide. Same loans made avail to #Manatee, #Sarasota county biz's earlier this month.  @10NewsWTSP . https   www wtsp com article news red tide federal disaster loans now available to pinellas pasco county businesses impacted by red tide 67 597512847. https   twitter com joshsidorowicz status 1044177126197538816 video 1",NA,FALSE,2018-09-24 10:50:01,"everyone","1044177126197538816","141706091","en","1044177126197538816",FALSE,"https://pbs.twimg.com/profile_images/1558127180747612162/zqNa9e8f_normal.jpg",TRUE,"JoshWTSP","2010-05-08T20:14:22.000Z","Josh Sidorowicz WTSP","// @10TampaBay // anchor // #VERIFY // @michiganstateu alum // Email me jsidorowic@10tampabay.com","Tampa, FL",NA,"https://t.co/hWQcHwPK4w",2,0,2,0,0,2386,1284,16371,112,"5d231ed8656fcf5a","Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide. Same loans made avail to #Manatee, #Sarasota county biz's earlier this month. https://t.co/nTQOae4Dty @10NewsWTSP https://t.co/AMuEVCM79Y",FALSE
"21","RT @joshsidorowicz: Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide. Same loans made avail to #Manatee, #Sarasota county biz's earlier this month.  @10NewsWTSP . https   www wtsp com article news red tide federal disaster loans now available to pinellas pasco county businesses impacted by red tide 67 597512847. https   twitter com joshsidorowicz status 1044177126197538816 video 1",NA,FALSE,2018-09-24 10:51:36,"everyone","1044177526099267586","16743886","en","1044177526099267586",FALSE,"https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg",TRUE,"10TampaBay","2008-10-14T19:14:27.000Z","10 Tampa Bay","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay","Tampa, Florida",NA,"https://t.co/rHVdIDVNLL",2,0,0,0,0,180622,11943,315193,1727,NA,"RT @joshsidorowicz: Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide. Same loans made avail to #Manatee, #Sarasota county biz's earlier this month. https://t.co/nTQOae4Dty @10NewsWTSP https://t.co/AMuEVCM79Y",FALSE
"22","Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide  . https   on wtsp com 2PYuWyY. https   twitter com 10NewsWTSP status 1044180979420733440 photo 1",NA,FALSE,2018-09-24 11:05:20,"everyone","1044180979420733440","16743886","en","1044180979420733440",FALSE,"https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg",TRUE,"10TampaBay","2008-10-14T19:14:27.000Z","10 Tampa Bay","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay","Tampa, Florida",NA,"https://t.co/rHVdIDVNLL",1,0,0,0,0,180622,11943,315193,1727,NA,"Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/AvCDAp6Pbm https://t.co/svuhzQWgeT",FALSE
"23","RT @10NewsWTSP: Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide  . https   on wtsp com 2PYuWyY. https   twitter com 10NewsWTSP status 1044180979420733440 photo 1",NA,FALSE,2018-09-24 12:29:49,"everyone","1044202243195637761","632185062","en","1044202243195637761",FALSE,"https://pbs.twimg.com/profile_images/1132004117159862272/fdxil5Sl_normal.png",FALSE,"AmbientDM","2012-07-10T16:12:35.000Z","Brett Leuenberger","Artist | Writer | Researcher | Activist concerned about our climate crisis.","St Petersburg, FL",NA,"https://t.co/8ds9vJsKVt",1,0,0,0,0,1787,1920,26195,74,NA,"RT @10NewsWTSP: Federal disaster loans now available to Pinellas, Pasco county businesses impacted by red tide https://t.co/AvCDAp6Pbm https://t.co/svuhzQWgeT",FALSE
"24","RT @joshsidorowicz: Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide. Same loans made avail to #Manatee, #Sarasota county biz's earlier this month.  @10NewsWTSP . https   www wtsp com article news red tide federal disaster loans now available to pinellas pasco county businesses impacted by red tide 67 597512847. https   twitter com joshsidorowicz status 1044177126197538816 video 1",NA,FALSE,2018-09-24 17:47:27,"everyone","1044282175061983232","2547103692","en","1044282175061983232",FALSE,"https://pbs.twimg.com/profile_images/1618654997943566349/eV4SeRb4_normal.jpg",FALSE,"sammitchh101","2014-06-05T01:18:58.000Z","Samantha Mitchell","Studio/Social Media Manager @AFA_Air_Space 🎥 Dog mom 🐾 Fitness geek 🏃🏽‍♀️ Foodie 🌯 Proud FSU & Ole Miss alum 🎓 Tampa native 🌴☀️","Washington, D.C.","1549204500455591936","https://t.co/AzVpRVvqRy",2,0,0,0,0,1132,2099,5720,30,NA,"RT @joshsidorowicz: Federal @SBAgov disaster low-interest loans now available to #Pinellas, #Pasco county businesses impacted by #redtide. Same loans made avail to #Manatee, #Sarasota county biz's earlier this month. https://t.co/nTQOae4Dty @10NewsWTSP https://t.co/AMuEVCM79Y",FALSE
"25","A restriction on fishing for red drum and snook was extended to next spring and will now stretch north to Pasco County:  . http   www fox13news com news local news fishing restriction extended amid red tide woes. https   twitter com FOX13News status 1045022087054848000 photo 1",NA,FALSE,2018-09-26 18:47:35,"everyone","1045022087054848000","15750898","en","1045022087054848000",FALSE,"https://pbs.twimg.com/profile_images/1459177564178681893/Y3jxK1Xd_normal.jpg",TRUE,"FOX13News","2008-08-06T15:12:10.000Z","FOX 13 Tampa Bay","Bringing you the important stuff, like breaking news & weather alerts. But also plenty of fun stories, like sports updates and all those #WeLiveHere tales.","Tampa, FL","1598030799273660422","https://t.co/MUtKcxEsVq",1,0,1,0,0,377200,4626,258193,1876,NA,"A restriction on fishing for red drum and snook was extended to next spring and will now stretch north to Pasco County: https://t.co/QH8jWsmJ77 https://t.co/AT9Bu5XxTn",FALSE
"26","RT @FOX13News: A restriction on fishing for red drum and snook was extended to next spring and will now stretch north to Pasco County:  . http   www fox13news com news local news fishing restriction extended amid red tide woes. https   twitter com FOX13News status 1045022087054848000 photo 1",NA,FALSE,2018-09-26 21:43:39,"everyone","1045066394667290624","1670646198","en","1045066394667290624",FALSE,"https://pbs.twimg.com/profile_images/378800000309438106/7aa03d2788c0c408e4c9f9f2c908121e_normal.jpeg",FALSE,"Alainmast1","2013-08-14T14:43:01.000Z","Alainmast","",NA,NA,NA,1,0,0,0,0,45,117,1547,0,NA,"RT @FOX13News: A restriction on fishing for red drum and snook was extended to next spring and will now stretch north to Pasco County: https://t.co/QH8jWsmJ77 https://t.co/AT9Bu5XxTn",FALSE
"27","As red tide continues to kill fish along Florida's Gulf coast, @MyFWC extends its ""catch and release"" order north through Pinellas and Pasco counties. Redfish and snook should be returned to sea if caught. . https   twitter com EmeraldMorrow status 1045278737384787968 video 1",NA,FALSE,2018-09-27 11:47:25,"everyone","1045278737384787968","455095674","en","1045278737384787968",FALSE,"https://pbs.twimg.com/profile_images/1512239271129849856/YrwFDBOQ_normal.jpg",TRUE,"EmeraldMorrow","2012-01-04T18:42:14.000Z","Emerald Morrow (WTSP)","🔍Investigative reporter/anchor @10TampaBay (CBS) |🏆3x Emmy winner | 2x @NorthwesternU alum💜| Stl made, Northside raised | Lefty🖐🏿| Love to: DIY🔨sew🧵skate","Tampa, FL","1602398889071484929","https://t.co/KCEXKvlb4Z",4,0,4,0,0,2911,1311,8258,96,"67339be09fd4d172","As red tide continues to kill fish along Florida's Gulf coast, @MyFWC extends its ""catch and release"" order north through Pinellas and Pasco counties. Redfish and snook should be returned to sea if caught. https://t.co/6qQdrqpql8",FALSE
"28","RT @EmeraldMorrow: As red tide continues to kill fish along Florida's Gulf coast, @MyFWC extends its ""catch and release"" order north through Pinellas and Pasco counties. Redfish and snook should be returned to sea if caught. . https   twitter com EmeraldMorrow status 1045278737384787968 video 1",NA,FALSE,2018-09-27 11:48:38,"everyone","1045279040796610560","16743886","en","1045279040796610560",FALSE,"https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg",TRUE,"10TampaBay","2008-10-14T19:14:27.000Z","10 Tampa Bay","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay","Tampa, Florida",NA,"https://t.co/rHVdIDVNLL",4,0,0,0,0,180622,11943,315193,1727,NA,"RT @EmeraldMorrow: As red tide continues to kill fish along Florida's Gulf coast, @MyFWC extends its ""catch and release"" order north through Pinellas and Pasco counties. Redfish and snook should be returned to sea if caught. https://t.co/6qQdrqpql8",FALSE
"29","RT @EmeraldMorrow: As red tide continues to kill fish along Florida's Gulf coast, @MyFWC extends its ""catch and release"" order north through Pinellas and Pasco counties. Redfish and snook should be returned to sea if caught. . https   twitter com EmeraldMorrow status 1045278737384787968 video 1",NA,FALSE,2018-09-27 12:05:45,"everyone","1045283348707516416","413349570","en","1045283348707516416",FALSE,"https://pbs.twimg.com/profile_images/1087701367810977792/CiI22UJU_normal.jpg",FALSE,"MistralLindy17","2011-11-15T19:41:45.000Z","Reclusive Linda","🦄🌊🏳️‍🌈Liberal. Veteran #DUMPtRUMP #Resistance #NoStigmaForMentalIllness #BiSexual #MeToo #BlackLivesMatter #JamesSpader My Fun acct @LSpaderlover","Clearwater, Florida",NA,NA,4,0,0,0,0,656,1675,16289,14,NA,"RT @EmeraldMorrow: As red tide continues to kill fish along Florida's Gulf coast, @MyFWC extends its ""catch and release"" order north through Pinellas and Pasco counties. Redfish and snook should be returned to sea if caught. https://t.co/6qQdrqpql8",FALSE
"30","Was your business affected by red tide? The SBA has small loans that can help. A Pasco satellite office will be opening next week for those affected and interested in this program. We will let you know as soon as we have location and times confirmed. . https   www wtsp com article news red tide federal disaster loans now available to pinellas pasco county businesses impacted by red tide 67 597512847",NA,FALSE,2018-09-27 14:33:46,"everyone","1045320600191991808","288352152","en","1045320600191991808",FALSE,"https://pbs.twimg.com/profile_images/1432404382499360769/LCcUL7Ez_normal.jpg",FALSE,"PascoEDC","2011-04-26T18:06:45.000Z","Pasco EDC","Is your company looking to expand in Tampa Bay? Contact @PascoEDC for help w/ site selection, incentives, & more. Tampa Bay Small Biz? Visit @SMARTstartPasco","Pasco County, Florida",NA,"https://t.co/ry0gUBt6RI",0,1,0,0,0,3939,2379,7269,103,NA,"Was your business affected by red tide? The SBA has small loans that can help. A Pasco satellite office will be opening next week for those affected and interested in this program. We will let you know as soon as we have location and times confirmed. https://t.co/h7NrwEBI9o",FALSE
"31","RT @EmeraldMorrow: As red tide continues to kill fish along Florida's Gulf coast, @MyFWC extends its ""catch and release"" order north through Pinellas and Pasco counties. Redfish and snook should be returned to sea if caught. . https   twitter com EmeraldMorrow status 1045278737384787968 video 1",NA,FALSE,2018-09-27 16:36:41,"everyone","1045351533318221830","1627501111","en","1045351533318221830",FALSE,"https://pbs.twimg.com/profile_images/761774660988043265/yQguu_ql_normal.jpg",FALSE,"mcwilkins63","2013-07-28T09:16:16.000Z","MC Wilkins","",NA,NA,NA,4,0,0,0,0,157,76,287127,28,NA,"RT @EmeraldMorrow: As red tide continues to kill fish along Florida's Gulf coast, @MyFWC extends its ""catch and release"" order north through Pinellas and Pasco counties. Redfish and snook should be returned to sea if caught. https://t.co/6qQdrqpql8",FALSE
