"","text","conversation_id","author_id","reply_settings","possibly_sensitive","lang","created_at.x","id","verified","location","profile_image_url","url","username","description","pinned_tweet_id","created_at.y","name","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"234","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061779458477051904","24441450","everyone",FALSE,"en",2018-11-12 00:35:24,"1061779458477051904",FALSE,"🇨🇦🇺🇲 ","https://pbs.twimg.com/profile_images/1527341223106596864/LraykXit_normal.jpg",NA,"amyeve","Stage IV breast cancer warrior 💪
Pro-Democracy Florida voter.
Realistic Democrat.

https://t.co/oopbkwARBU","1617624764872544257","2009-03-14T22:27:22.000Z","AmyL",FALSE,103,0,0,0,0,1684,1125,48870,12,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"235","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061779547803144192","850184067370950656","everyone",FALSE,"en",2018-11-12 00:35:45,"1061779547803144192",FALSE,NA,"https://pbs.twimg.com/profile_images/1571880997989515264/8Cabmibl_normal.jpg",NA,"sandra_united","🦅please NO DMs & yet you persist, stop it!, Human Rights, Animal Rights, BLM, “Live & Let Live”🇺🇦🌻Save Democracy🇺🇸","1529184844315406337","2017-04-07T03:10:52.000Z","Sandra☮️🌏",FALSE,103,0,0,0,0,4527,4776,386002,6,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"236","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061779707476221952","3377378248","everyone",FALSE,"en",2018-11-12 00:36:23,"1061779707476221952",FALSE,"Fayetteville, NC","https://pbs.twimg.com/profile_images/621315846481293312/iCPkCZzE_normal.jpg",NA,"AugustaNewman13","Wo
men with a Vision Online Community :  A network of progressive Women, with the purpose of partnering on community projects to effect change","1122787981620862976","2015-07-15T13:41:59.000Z","Augusta Newman#BlueLady #RESISTANCE",FALSE,103,0,0,0,0,2528,4853,148487,25,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"237","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061780549059125248","543761210","everyone",FALSE,"en",2018-11-12 00:39:44,"1061780549059125248",FALSE,"Planet Earth","https://pbs.twimg.com/profile_images/880863879466688512/jlzetvsu_normal.jpg",NA,"MimiTexasAngel","Cannabinoids regulate cells. Cannabis has 550 nutrients to eat. Plants are Foods. Truth is Power. No Grow No FREEDOM ~ Eat to Heal Nations Civil Rights 1960","876266060474986497","2012-04-02T21:51:55.000Z","Marijuana is Tree of Life",FALSE,103,0,0,0,0,5726,5784,506187,161,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"238","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061782452698574849","25788011","everyone",FALSE,"en",2018-11-12 00:47:18,"1061782452698574849",FALSE,"Miami, FL","https://pbs.twimg.com/profile_images/1396904068967247873/P9zsHpyl_normal.jpg","https://t.co/MCsbzbZtyZ","MattCWaldron","Mentally wandering writer/poker journo, home brewer, artist, gamer, product & business development professional, futurist. Priorities in reverse order.",NA,"2009-03-22T05:53:51.000Z","Matt Waldron",FALSE,103,0,0,0,0,2317,2318,53955,124,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"239","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061782996741746688","896916244439470080","everyone",FALSE,"en",2018-11-12 00:49:28,"1061782996741746688",FALSE,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"EllenMarch2","They have paid bots, we have us #resist facts matter",NA,"2017-08-14T02:07:51.000Z","Ellen March",FALSE,103,0,0,0,0,2532,2990,136919,2,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"240","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061783918888841216","18843894","everyone",FALSE,"en",2018-11-12 00:53:07,"1061783918888841216",FALSE,"Florida, Florida, Florida ","https://pbs.twimg.com/profile_images/1549341525758418945/bpkKXWVh_normal.jpg","https://t.co/t9CmoPCPuF","gaj724","☮️ 🌻🌈 💉💉💉💉😷👮‍♀️⚖️ Resisting since I was tear gassed protesting the Vietnam War/Nixon at 14 years old. Retired cop. Pacifist. Vegetarian 54 years. 🇺🇦","1013847810532364289","2009-01-10T19:41:39.000Z","Puppies Resisting in a Red State.Wear your MASK.🐶",FALSE,103,0,0,0,0,14306,15562,238734,6,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"241","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061785158972403712","3002922157","everyone",FALSE,"en",2018-11-12 00:58:03,"1061785158972403712",FALSE,NA,"https://pbs.twimg.com/profile_images/798373902867009537/JJy_9Bs-_normal.jpg",NA,"ValuesCommon","Freedom of speech is for Defeating Hate not creating it! Economy, Environment & USA is better with DEMOCRAT in White House. Democracy requires participation.",NA,"2015-01-30T05:49:58.000Z","ValuesCommon",FALSE,103,0,0,0,0,2170,2931,79290,47,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"242","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061785354234220544","763537721684070402","everyone",FALSE,"en",2018-11-12 00:58:50,"1061785354234220544",FALSE,"Mobile,al","https://pbs.twimg.com/profile_images/869609281783566338/8Po-Ujan_normal.jpg",NA,"ejd922again","",NA,"2016-08-11T00:49:13.000Z","LizD",FALSE,103,0,0,0,0,496,634,79199,1,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"243","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061786666694819840","350965244","everyone",FALSE,"en",2018-11-12 01:04:03,"1061786666694819840",FALSE,NA,"https://pbs.twimg.com/profile_images/458735491639422976/DeW_0pCL_normal.jpeg",NA,"cit96","Rap, grime, football, basketball, baseball, fashion, history, and politics. FM God. I hail from England. Go Raptors, MUFC, NUFC, PAFC, Atalanta, Seahawks! #FDT",NA,"2011-08-08T15:51:29.000Z","cit96",FALSE,103,0,0,0,0,116,935,25868,10,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"244","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061786805324914688","3253228622","everyone",FALSE,"en",2018-11-12 01:04:36,"1061786805324914688",FALSE,NA,"https://pbs.twimg.com/profile_images/1568326621777764352/lLOhoIAy_normal.jpg",NA,"sar_oso","IF YOU'RE  HERE TO MAKE EXCUSES FOR COPS JUST MOVE ON ALONG! Fuck your kkkristian religion. SCIENCE! #Medicare4All No MAGAts! This Angry Mexican Hates tRump!",NA,"2015-06-23T02:55:54.000Z","sar #Atheist #EqualityAct",FALSE,103,0,0,0,0,14289,13909,969747,94,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"245","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061788455439683585","757592319637860353","everyone",FALSE,"en",2018-11-12 01:11:09,"1061788455439683585",FALSE,NA,"https://pbs.twimg.com/profile_images/1254204848096063489/6Fp7fYz5_normal.jpg",NA,"Beenoutsideusa","Wife, Mother of four Grandmother, Political junkie love being a Teacher, I've traveled the world, I'm not a Trump supporter; #RESISTTRUMP. GSU
No DM",NA,"2016-07-25T15:04:19.000Z","Vivo the Virgo💛🌊🌊🌊🌊🌊🌊🌊",FALSE,103,0,0,0,0,3858,4641,97617,8,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"246","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061788940368334848","1120814288","everyone",FALSE,"en",2018-11-12 01:13:05,"1061788940368334848",FALSE,NA,"https://pbs.twimg.com/profile_images/918994106264834048/KByUzXFW_normal.jpg",NA,"andrew_mullet_","",NA,"2013-01-26T02:58:25.000Z","Ned Ryerson",FALSE,103,0,0,0,0,2014,4831,64384,5,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"247","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061789913283211265","64452962","everyone",FALSE,"en",2018-11-12 01:16:57,"1061789913283211265",FALSE,"Idaho Falls, ID","https://pbs.twimg.com/profile_images/1507119629000400896/juUddvnd_normal.jpg",NA,"GmanisQ","",NA,"2009-08-10T17:04:14.000Z","RangerFan",FALSE,103,0,0,0,0,1793,2729,85694,8,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"248","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061790709030756359","316578266","everyone",FALSE,"en",2018-11-12 01:20:06,"1061790709030756359",FALSE,"New Albany IN","https://pbs.twimg.com/profile_images/1270403646774263808/NeiYZACR_normal.jpg",NA,"debilu2","Loves the Louisville CARDINALS, loves  being Memaw, ALWAYS VOTE BLUE",NA,"2011-06-13T17:17:14.000Z","DebbieVotesDem ☮️ 🇺🇦 🌻#IStandWithUkraine",FALSE,103,0,0,0,0,6834,2678,1220010,175,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"249","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061791054553219072","1935944298","everyone",FALSE,"en",2018-11-12 01:21:29,"1061791054553219072",FALSE,"United States","https://pbs.twimg.com/profile_images/839746971908767745/CZVBsMiR_normal.jpg",NA,"shadozz2017","""They tried to bury us. They didn't realize we were the seeds."" Mexican Proverb",NA,"2013-10-05T01:02:23.000Z","CeliaG",FALSE,103,0,0,0,0,166,315,63342,6,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"250","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061791233385861120","797252095518842880","everyone",FALSE,"en",2018-11-12 01:22:11,"1061791233385861120",FALSE,NA,"https://pbs.twimg.com/profile_images/1500877303311704071/xWRucQ_F_normal.jpg",NA,"RustyBreeze24","Women's Rights are Human Rights

Vote @NikkiFried for Governor 2022","1119111385223323648","2016-11-12T01:38:06.000Z","Breeze🆘️🇺🇸🇺🇦",FALSE,103,0,0,0,0,4106,4696,115770,6,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"251","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061794105741791233","1039860396","everyone",FALSE,"en",2018-11-12 01:33:36,"1061794105741791233",FALSE,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"mkwheaties","",NA,"2012-12-27T15:26:58.000Z","Mary Berner",FALSE,103,0,0,0,0,179,329,69361,0,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"252","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061797651484721152","983067873085140992","everyone",FALSE,"en",2018-11-12 01:47:42,"1061797651484721152",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1091451225328009217/q8a5jKMV_normal.jpg",NA,"nancylamothe6","Just a simple person trying to live this life in a good and decent way. #justiceforall 🌊☮️🌎no DM’s #retweeter, #fu*ktrump,❤️my 🐠🐕🐈🐇🌴",NA,"2018-04-08T19:43:40.000Z","nancy lamothe",FALSE,103,0,0,0,0,2048,3042,16646,0,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"253","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061798349756608512","16324653","everyone",FALSE,"en",2018-11-12 01:50:28,"1061798349756608512",FALSE,"San Francisco, CA","https://pbs.twimg.com/profile_images/1574091978693672960/TyQApgj5_normal.jpg",NA,"Rayperez88","Young-Uncle, USAF Veteran, 3D/VFX Artist, Alumni @Academy_of_Art,  Suio-Ryu, Feminist @StarWars @Eagles @GoDucks @ArtU","1267539743413166085","2008-09-17T06:21:22.000Z","Raymundo Perez",FALSE,103,0,0,0,0,734,2567,303759,6,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"254","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061798851432996865","937507981943455744","everyone",FALSE,"en",2018-11-12 01:52:28,"1061798851432996865",FALSE,"Southern California","https://pbs.twimg.com/profile_images/1258572726219845632/RcpFgnOk_normal.png",NA,"PeconicLady","#Feminist🌺 #Science🔬 #StandWithUkraine🇺🇦 
#VaccinesSaveLives💉😷
#KHive🐝💛
#VoteBlue🗽
#BlackLivesMatter ⚖","1270088039134445568","2017-12-04T02:24:55.000Z","Deep State Witch🇺🇦",FALSE,103,0,0,0,0,2366,866,211959,0,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"255","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061802077993791488","60403862","everyone",FALSE,"en",2018-11-12 02:05:17,"1061802077993791488",FALSE," NJ transplant now in FL","https://pbs.twimg.com/profile_images/1590454480797159431/9p8kMQhZ_normal.jpg",NA,"KathyA11","Rabid NYYankee fan & horse lover.SF fan,TV & bookjunkie.Parrot,Basset,Schnauzer,Yorkie mom.Lifelong Democrat. Married 42 yrs. kathya11 everywhere.",NA,"2009-07-26T21:41:56.000Z","KathyA11 🐬-fied user",FALSE,103,0,0,0,0,3175,4981,318417,73,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
"256","RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee","1061810541784494080","888441868203180032","everyone",FALSE,"en",2018-11-12 02:38:55,"1061810541784494080",FALSE,"NO lists please! I will block.","https://pbs.twimg.com/profile_images/1441698448328167425/DmQBSKYA_normal.jpg",NA,"rob_libadia","If you can't treat ALL people with dignity and respect, then get out!  by Lt. Gen. Jay Silveria
If you're not outraged, you're not listening! by Heather Heyer","954870907087958016","2017-07-21T16:53:42.000Z","Rob libadia",FALSE,103,0,0,0,0,1989,2417,264730,3,NA,NA,"RT @ZolaClyde1: @dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. https://t.co/YD0a8WMbjL",FALSE
