"","text","possibly_sensitive","author_id","created_at.x","lang","id","reply_settings","conversation_id","name","profile_image_url","verified","protected","description","username","created_at.y","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","pinned_tweet_id","location","url","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"125","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
 . https   www wfla com news pinellas county 13000 gallons of raw sewage discharged into smacks bayou in pinellas county. https   twitter com bruceritchie status 1417841385919680519",FALSE,"2474734518",2021-07-21 15:51:29,"en","1417874882084413443","everyone","1417874882084413443","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","NovoDems","2014-05-03T00:59:03.000Z",25,0,0,0,0,2449,2438,49787,34,NA,"1333115271708631046","Volusia County, Florida",NA,NA,"RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y",FALSE
"126","@eileenvan55 . https   twitter com DemsKeys status 1417875073969659904 photo 1",FALSE,"1161269334188183553",2021-07-21 15:52:15,"qme","1417875073969659904","everyone","1417866029544390667","FloridaKeysDems *️⃣ DemCastFL Lead ☮️ OVFL","https://pbs.twimg.com/profile_images/1161271342190268417/CXDmrVyj_normal.png",FALSE,FALSE,"True Blue #OneV1 Z25 #DemCast #NDLB #FL26 blog@keysdems.com https://t.co/T98HbQK4Gd… https://t.co/AroIFD6RqR
New! KeysDems@Masto.ai","DemsKeys","2019-08-13T13:32:39.000Z",2,0,2,0,0,9986,9679,68393,46,"1122540879162617856","1592263868281393152","Key West, Florida","https://t.co/mdvUNArmgu",NA,"@eileenvan55 https://t.co/EO4Sb8YZqC",TRUE
"127","@cutrightest @DemsKeys Yes, and septic tanks are especially bad for the Florida peninsula, which has a rare geology that allows water to flow underground and spreads pollution far away from its septic source. ",FALSE,"2474734518",2021-07-21 15:53:50,"en","1417875473275703297","everyone","1417866029544390667","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","NovoDems","2014-05-03T00:59:03.000Z",0,2,2,0,0,2462,2442,49720,33,"937146402291044352","1333115271708631046","Volusia County, Florida",NA,NA,"@cutrightest @DemsKeys Yes, and septic tanks are especially bad for the Florida peninsula, which has a rare geology that allows water to flow underground and spreads pollution far away from its septic source",TRUE
"128","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
 . https   www wfla com news pinellas county 13000 gallons of raw sewage discharged into smacks bayou in pinellas county. https   twitter com bruceritchie status 1417841385919680519",FALSE,"1162779138740015104",2021-07-21 15:54:44,"en","1417875698966884355","everyone","1417875698966884355","KeepItBlueDems","https://pbs.twimg.com/profile_images/1616199365806428160/M4PIr4mS_normal.jpg",FALSE,FALSE,"Proud Air Force Mom of Two, G-ma to 3 Boys","KeepItBlueDems","2019-08-17T17:32:32.000Z",25,0,0,0,0,6682,6808,419823,29,NA,"1567588252252778496","Kevin McCarthy Sucks",NA,NA,"RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y",FALSE
"129","@NovoDems @cutrightest Porous rock and uninspected septic tanks are a recipe for disaster.. ",FALSE,"1161269334188183553",2021-07-21 15:57:57,"en","1417876509222658052","everyone","1417866029544390667","FloridaKeysDems *️⃣ DemCastFL Lead ☮️ OVFL","https://pbs.twimg.com/profile_images/1161271342190268417/CXDmrVyj_normal.png",FALSE,FALSE,"True Blue #OneV1 Z25 #DemCast #NDLB #FL26 blog@keysdems.com https://t.co/T98HbQK4Gd… https://t.co/AroIFD6RqR
New! KeysDems@Masto.ai","DemsKeys","2019-08-13T13:32:39.000Z",0,0,2,0,0,9986,9679,68393,46,"2474734518","1592263868281393152","Key West, Florida","https://t.co/mdvUNArmgu",NA,"@NovoDems @cutrightest Porous rock and uninspected septic tanks are a recipe for disaster.",TRUE
"130","@NovoDems @DemsKeys oh wow, sorry to bug you but is this geology due to the way florida joined this larger bit of land in the tetonic shifts?. ",FALSE,"937146402291044352",2021-07-21 15:58:01,"en","1417876525429448705","everyone","1417866029544390667","cutrightest","https://pbs.twimg.com/profile_images/1562880090974916608/eF7veJLJ_normal.jpg",FALSE,FALSE,"design/make garments, copper things & live with 2 black cats- 1 insists on being called mr tibbs. we're curious, not always well behaved, +practice fierce love","cutrightest","2017-12-03T02:28:08.000Z",0,2,0,0,0,206,413,17206,1,"2474734518",NA,"Florida, USA",NA,NA,"@NovoDems @DemsKeys oh wow, sorry to bug you but is this geology due to the way florida joined this larger bit of land in the tetonic shifts?",TRUE
"131","@cutrightest @DemsKeys So, ask us about Democratic Values or volunteering or electing Democrats and we feel qualified to answer. For FL geology, peruse this article . https   en m wikipedia org wiki Geology_of_Florida",FALSE,"2474734518",2021-07-21 16:00:23,"en","1417877124157935626","everyone","1417866029544390667","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","NovoDems","2014-05-03T00:59:03.000Z",2,1,2,0,0,2462,2442,49720,33,"937146402291044352","1333115271708631046","Volusia County, Florida",NA,NA,"@cutrightest @DemsKeys So, ask us about Democratic Values or volunteering or electing Democrats and we feel qualified to answer. For FL geology, peruse this article https://t.co/tIt5sGIG2J",TRUE
"132","@cutrightest @DemsKeys Short answer: apparently not related to tectonic movement.. ",FALSE,"2474734518",2021-07-21 16:02:21,"en","1417877616112152577","everyone","1417866029544390667","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","NovoDems","2014-05-03T00:59:03.000Z",0,1,1,0,0,2462,2442,49720,33,"937146402291044352","1333115271708631046","Volusia County, Florida",NA,NA,"@cutrightest @DemsKeys Short answer: apparently not related to tectonic movement.",TRUE
"133","@NovoDems @DemsKeys ty. in my simple mind i see the ocean just flowing under florida w the aquifers ha! idiot to the core. ",FALSE,"937146402291044352",2021-07-21 16:03:52,"en","1417878000947826693","everyone","1417866029544390667","cutrightest","https://pbs.twimg.com/profile_images/1562880090974916608/eF7veJLJ_normal.jpg",FALSE,FALSE,"design/make garments, copper things & live with 2 black cats- 1 insists on being called mr tibbs. we're curious, not always well behaved, +practice fierce love","cutrightest","2017-12-03T02:28:08.000Z",0,1,0,0,0,206,413,17206,1,"2474734518",NA,"Florida, USA",NA,NA,"@NovoDems @DemsKeys ty. in my simple mind i see the ocean just flowing under florida w the aquifers ha! idiot to the core",TRUE
"134","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
 . https   www wfla com news pinellas county 13000 gallons of raw sewage discharged into smacks bayou in pinellas county. https   twitter com bruceritchie status 1417841385919680519",FALSE,"1047956117916200960",2021-07-21 16:05:13,"en","1417878339931578369","everyone","1417878339931578369","Misty","https://pbs.twimg.com/profile_images/1613181202705309702/vu_1GNwq_normal.jpg",FALSE,FALSE,"""If 99% of us (Dems) voted it wouldn't matter how much the 1% spends on our elections"" ~Barack Obama #VoteBlue","Mistyfied352","2018-10-04T21:06:23.000Z",25,0,0,0,0,3147,4607,36152,1,NA,"1392813969707094017","DeSantistan",NA,NA,"RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y",FALSE
"135","@cutrightest @DemsKeys Hey, no insulting Democrats in this space! We learned something today. ",FALSE,"2474734518",2021-07-21 16:18:06,"en","1417881579423215618","everyone","1417866029544390667","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","NovoDems","2014-05-03T00:59:03.000Z",0,1,2,0,0,2462,2442,49720,33,"937146402291044352","1333115271708631046","Volusia County, Florida",NA,NA,"@cutrightest @DemsKeys Hey, no insulting Democrats in this space! We learned something today",TRUE
"136","@NovoDems @DemsKeys we have to be ignorant in order to learn! only know it alls cant learn anything. i like emphasizing my ignorance - it seems so many have a difficult time w the idea that learning implies ignorance. bit weird too. ",FALSE,"937146402291044352",2021-07-21 16:22:07,"en","1417882592943251458","everyone","1417866029544390667","cutrightest","https://pbs.twimg.com/profile_images/1562880090974916608/eF7veJLJ_normal.jpg",FALSE,FALSE,"design/make garments, copper things & live with 2 black cats- 1 insists on being called mr tibbs. we're curious, not always well behaved, +practice fierce love","cutrightest","2017-12-03T02:28:08.000Z",0,1,1,0,0,206,413,17206,1,"2474734518",NA,"Florida, USA",NA,NA,"@NovoDems @DemsKeys we have to be ignorant in order to learn! only know it alls cant learn anything. i like emphasizing my ignorance - it seems so many have a difficult time w the idea that learning implies ignorance. bit weird too",TRUE
"137","@cutrightest @DemsKeys Your question was a teacher. ",FALSE,"2474734518",2021-07-21 16:22:49,"en","1417882765844963335","everyone","1417866029544390667","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","NovoDems","2014-05-03T00:59:03.000Z",0,1,0,0,0,2462,2442,49720,33,"937146402291044352","1333115271708631046","Volusia County, Florida",NA,NA,"@cutrightest @DemsKeys Your question was a teacher",TRUE
"138","@NovoDems @DemsKeys ha funny that. ha. who knew. i thought you were the teacher. ha. ",FALSE,"937146402291044352",2021-07-21 16:23:39,"en","1417882975572795405","everyone","1417866029544390667","cutrightest","https://pbs.twimg.com/profile_images/1562880090974916608/eF7veJLJ_normal.jpg",FALSE,FALSE,"design/make garments, copper things & live with 2 black cats- 1 insists on being called mr tibbs. we're curious, not always well behaved, +practice fierce love","cutrightest","2017-12-03T02:28:08.000Z",0,0,0,0,0,206,413,17206,1,"2474734518",NA,"Florida, USA",NA,NA,"@NovoDems @DemsKeys ha funny that. ha. who knew. i thought you were the teacher. ha",TRUE
"139","@NovoDems @DemsKeys also funny: i learned more abt teutonic plates shifting than from geology class by gardening cycads. cycads moved around the planet with the shifts +thats how we got coontie. i tell ppl to garden: play in the dirt plus whole fields of study all nite long ... i'm curious nerd. ",FALSE,"937146402291044352",2021-07-21 16:28:28,"en","1417884191124074500","everyone","1417866029544390667","cutrightest","https://pbs.twimg.com/profile_images/1562880090974916608/eF7veJLJ_normal.jpg",FALSE,FALSE,"design/make garments, copper things & live with 2 black cats- 1 insists on being called mr tibbs. we're curious, not always well behaved, +practice fierce love","cutrightest","2017-12-03T02:28:08.000Z",0,0,0,0,0,206,413,17206,1,"2474734518",NA,"Florida, USA",NA,NA,"@NovoDems @DemsKeys also funny: i learned more abt teutonic plates shifting than from geology class by gardening cycads. cycads moved around the planet with the shifts +thats how we got coontie. i tell ppl to garden: play in the dirt plus whole fields of study all nite long ... i'm curious nerd",TRUE
"140","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
 . https   www wfla com news pinellas county 13000 gallons of raw sewage discharged into smacks bayou in pinellas county. https   twitter com bruceritchie status 1417841385919680519",FALSE,"254782044",2021-07-21 16:34:21,"en","1417885670002069506","everyone","1417885670002069506","greedalitism365","https://pbs.twimg.com/profile_images/3088675096/095d40ef42d30f988c612fead9c1c2a7_normal.jpeg",FALSE,FALSE,"Supposed to be Radio News Broadcaster. At the time was not interested. Many friends were very successful..A gifted voice to many.Road not taken.","Greedalitism365","2011-02-20T00:36:34.000Z",25,0,0,0,0,3061,4868,327338,244,NA,NA,NA,NA,NA,"RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y",FALSE
"141","""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" . https   www wfla com news pinellas county gov desantis to hold roundtable on red tide in st pete doesnt invite mayor amp",FALSE,"62009570",2021-07-21 17:18:38,"en","1417896816243249153","everyone","1417896816243249153","Rick Kriseman","https://pbs.twimg.com/profile_images/1479660818409082890/kB9c4BD4_normal.jpg",FALSE,FALSE,"Citizen. Dad. Husband. 53rd Mayor of St. Petersburg, Florida. Former state legislator, city councilman.","Kriseman","2009-08-01T10:35:16.000Z",8,14,8,2,0,22380,483,20545,333,NA,"1478363364938207232","St Petersburg, FL",NA,NA,"""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" https://t.co/0QpR1xPpPH",FALSE
"142","@Kriseman Yes the algae was probably in start-up stage as usual, but Piney Point hugely exacerbated the problem and made it a disaster. Does he not realize this or is he skating the issue to avoid helping a democratically leaning area?. ",FALSE,"49877659",2021-07-21 17:27:06,"en","1417898945196564480","everyone","1417896816243249153","Fe-Goddess of Irony","https://pbs.twimg.com/profile_images/1557081100698124288/ssOkXymP_normal.jpg",FALSE,FALSE,"U.K., Barbados, Honduras. USA.  Animal lover/rescuer. Majored in Sarcasm. Prisoner in Florida.","myakkagold","2009-06-23T03:57:07.000Z",0,0,7,0,0,4209,4396,26228,3,"62009570","1326561580268576770","Florida",NA,NA,"@Kriseman Yes the algae was probably in start-up stage as usual, but Piney Point hugely exacerbated the problem and made it a disaster. Does he not realize this or is he skating the issue to avoid helping a democratically leaning area?",TRUE
"143","RT @Kriseman: ""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" . https   www wfla com news pinellas county gov desantis to hold roundtable on red tide in st pete doesnt invite mayor amp",FALSE,"129205778",2021-07-21 17:33:27,"en","1417900544375590914","everyone","1417900544375590914","@vi44","https://pbs.twimg.com/profile_images/776084299003068417/fAD-H59j_normal.jpg",FALSE,FALSE,"","Vi44","2010-04-03T14:30:35.000Z",8,0,0,0,0,447,554,561260,79,NA,NA,"Florida, USA",NA,NA,"RT @Kriseman: ""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" https://t.co/0QpR1xPpPH",FALSE
"144","RT @Kriseman: ""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" . https   www wfla com news pinellas county gov desantis to hold roundtable on red tide in st pete doesnt invite mayor amp",FALSE,"885592561",2021-07-21 17:34:10,"en","1417900724546150408","everyone","1417900724546150408","Michael Sullivan","https://pbs.twimg.com/profile_images/1617491092194082817/S3aKzZVk_normal.jpg",FALSE,FALSE,"animal lover travel enthusiast","Michael5819","2012-10-16T23:54:16.000Z",8,0,0,0,0,2014,4906,8692,37,NA,NA,NA,NA,NA,"RT @Kriseman: ""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" https://t.co/0QpR1xPpPH",FALSE
"145","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
 . https   www wfla com news pinellas county 13000 gallons of raw sewage discharged into smacks bayou in pinellas county. https   twitter com bruceritchie status 1417841385919680519",FALSE,"32399655",2021-07-21 17:37:32,"en","1417901570818289668","everyone","1417901570818289668","WᴶEᴼBᴱB ✌🏼","https://pbs.twimg.com/profile_images/2599680382/093D5102-740F-4502-B0C9-2837819E1623_normal",FALSE,FALSE,"Beach/RV life • Hippie • Love People • Love Music • Every day I wake is a good day, no worry if I don’t. • I LIVE BY: It is what it is. • View #NewDayNewChance","thewebbix","2009-04-17T13:17:11.000Z",25,0,0,0,0,31911,31699,264515,121,NA,"786636396811415552","Lakeland, FL","https://t.co/XiYh9XeOhR",NA,"RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y",FALSE
"146","@Kriseman DeSantis is an idiot. He probably cleans the skidmarks from trumps underwear with his tongue. Everything thing he says is BS. Redtide is not a natural occurrence it is a reactive occurrence!. ",FALSE,"1268620320",2021-07-21 17:38:12,"en","1417901738569371648","everyone","1417896816243249153","K9Saint","https://pbs.twimg.com/profile_images/1239632825353207809/AIe3aZ5O_normal.jpg",FALSE,FALSE,"","KsaintK9","2013-03-15T03:07:26.000Z",0,1,3,0,0,47,455,707,0,"62009570",NA,NA,NA,NA,"@Kriseman DeSantis is an idiot. He probably cleans the skidmarks from trumps underwear with his tongue. Everything thing he says is BS. Redtide is not a natural occurrence it is a reactive occurrence!",TRUE
"147","@Kriseman 😂😂😂😂 #DeathSantis is trying to kill us all🥵. ",FALSE,"1325219664620883968",2021-07-21 18:11:58,"en","1417910236933939204","everyone","1417896816243249153","🏳️‍🌈NESTOR RiseUp🏳️‍🌈","https://pbs.twimg.com/profile_images/1639228849593434112/wimooysm_normal.jpg",FALSE,FALSE,"#Ninja Video Editor | Broadcast Editor | Event Photog | Proud Dem | Environment Saver | Seinfeld | Cat Mom |WNBA🏀#Mystics/ sports & politics tweets NO DMs","AmyNestor14","2020-11-07T23:32:57.000Z",0,0,3,0,0,705,946,16786,5,"62009570",NA,"DC and Florida","https://t.co/6XwNq0gmFl",NA,"@Kriseman 😂😂😂😂 #DeathSantis is trying to kill us all🥵",TRUE
"148","RT @Kriseman: ""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" . https   www wfla com news pinellas county gov desantis to hold roundtable on red tide in st pete doesnt invite mayor amp",FALSE,"129615849",2021-07-21 18:20:37,"en","1417912411810504705","everyone","1417912411810504705","Carlos Hernandez (Carlos Eats)","https://pbs.twimg.com/profile_images/1621588650571038720/0Wgo07-L_normal.jpg",FALSE,FALSE,"Writer for 10+ years. 🇵🇷 Raised on Super Burritos 🌯. Cuban Sandwiches have salami. Opinions are my own. carloshernandesu@gmail.com","carloseats","2010-04-04T22:17:03.000Z",8,0,0,0,0,12292,13460,340175,304,NA,"1623725928281960451","TPA ✈️  SF","https://t.co/PY6jL6b4b8",NA,"RT @Kriseman: ""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" https://t.co/0QpR1xPpPH",FALSE
"149","@KsaintK9 @Kriseman Red tide is indeed natural. Has been happening in the area since I’ve been here and that is over 40 years.. ",FALSE,"1626059071",2021-07-21 18:39:48,"en","1417917241014865924","everyone","1417896816243249153","steve schroeder","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"","stevedawgs","2013-07-27T18:22:55.000Z",0,1,1,0,0,94,228,7333,2,"1268620320",NA,NA,NA,NA,"@KsaintK9 @Kriseman Red tide is indeed natural. Has been happening in the area since I’ve been here and that is over 40 years.",TRUE
"150","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
 . https   www wfla com news pinellas county 13000 gallons of raw sewage discharged into smacks bayou in pinellas county. https   twitter com bruceritchie status 1417841385919680519",FALSE,"973792490",2021-07-21 19:04:59,"en","1417923578981326848","everyone","1417923578981326848","Dorell 🌊🌊🇺🇦🌻🐝🌾🌎#DemCast","https://pbs.twimg.com/profile_images/1390001129933529088/XQ26I3bi_normal.jpg",FALSE,FALSE,"#DemocratsDeliver 🐝🌾🌎🇺🇦🌊🌊
#IStandWithUkraine 🇺🇦","sayre_dorell","2012-11-27T12:21:27.000Z",25,0,0,0,0,1682,3099,90374,3,NA,"1396110687932280836","Olympia, WA","https://t.co/kN3bkIRS4S",NA,"RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y",FALSE
"151","RT @Kriseman: ""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" . https   www wfla com news pinellas county gov desantis to hold roundtable on red tide in st pete doesnt invite mayor amp",FALSE,"584061278",2021-07-21 19:06:22,"en","1417923925628133378","everyone","1417923925628133378","matt","https://pbs.twimg.com/profile_images/1398458777720999937/QtHCncQG_normal.jpg",FALSE,FALSE,"Floridian born and raised, I love the outdoors and Tampa sports. I stream on Twitch https://t.co/EuUSeIIaIG","too_girthy","2012-05-18T18:49:53.000Z",8,0,0,0,0,90,427,6974,1,NA,NA,"st pete",NA,NA,"RT @Kriseman: ""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" https://t.co/0QpR1xPpPH",FALSE
"152","@Kriseman Yeah….well, my grass is already in the yard too, but if I fertilize and water it, it certainly grows a lot more.  Craftily chosen words….. ",FALSE,"373592414",2021-07-21 19:19:46,"en","1417927299782041601","everyone","1417896816243249153","👽","https://pbs.twimg.com/profile_images/1412772727182745604/XURut_PK_normal.jpg",FALSE,FALSE,"","OnOnFluff","2011-09-14T21:27:12.000Z",0,0,5,0,0,0,37,77,0,"62009570",NA,"USA",NA,NA,"@Kriseman Yeah….well, my grass is already in the yard too, but if I fertilize and water it, it certainly grows a lot more.  Craftily chosen words….",TRUE
"153","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
 . https   www wfla com news pinellas county 13000 gallons of raw sewage discharged into smacks bayou in pinellas county. https   twitter com bruceritchie status 1417841385919680519",FALSE,"414221776",2021-07-21 19:31:57,"en","1417930364270546950","everyone","1417930364270546950","Bud","https://pbs.twimg.com/profile_images/1094697699650224128/41FZWRNc_normal.jpg",FALSE,FALSE,"78 mar LCSW 50 yrs in Recovery USAF Vet Atheist Dem fm NJ Ohio Mass Hawaii NY Fla #Resistance #BlueCrew #VoteBlue #ACLU #SPLC #BLM 🌈#LGBTQ 🌊🌊🌊","BudGothmog44","2011-11-16T19:51:06.000Z",25,0,0,0,0,78661,78485,561448,51,NA,"1229808332317351936","Clearwater Fla Florida NY",NA,NA,"RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y",FALSE
"154","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
 . https   www wfla com news pinellas county 13000 gallons of raw sewage discharged into smacks bayou in pinellas county. https   twitter com bruceritchie status 1417841385919680519",FALSE,"835290266814689280",2021-07-21 19:35:55,"en","1417931362145763330","everyone","1417931362145763330","Corrine Anderson-Ket","https://pbs.twimg.com/profile_images/1591121612916797440/NDtRbSww_normal.jpg",FALSE,FALSE,"Political and news junkie, Retired School Social Worker, Proud Mother and Grandmother","KetCorrine","2017-02-25T00:48:13.000Z",25,0,0,0,0,2385,5005,253092,5,NA,NA," Des Moines, WA South Seattle",NA,NA,"RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y",FALSE
"155","RT @Kriseman: ""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" . https   www wfla com news pinellas county gov desantis to hold roundtable on red tide in st pete doesnt invite mayor amp",FALSE,"1561570946",2021-07-21 19:36:28,"en","1417931500864028674","everyone","1417931500864028674","KathyD","https://pbs.twimg.com/profile_images/1569029507960524800/HYxCtFlP_normal.jpg",FALSE,FALSE,"Married, retired teacher, Lightning & Rays fan, part-time fan host","ksummerwine","2013-07-01T22:00:34.000Z",8,0,0,0,0,18,73,114385,6,NA,NA,"St Petersburg, FL",NA,NA,"RT @Kriseman: ""When asked about contributing factors to the algae blooms in Tampa Bay, DeSantis said...the scientific consensus is that the wastewater dumps from Piney Point did not cause the blooms and that the algae was already here."" https://t.co/0QpR1xPpPH",FALSE
