"","text","in_reply_to_user_id","conversation_id","created_at.x","lang","reply_settings","possibly_sensitive","id","author_id","url","verified","created_at.y","location","protected","username","description","name","profile_image_url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","pinned_tweet_id","text_with_display_links"
"78","Bean Pie?. ","227938862","1041778602914836481",2018-09-18 00:11:27,"en","everyone",FALSE,"1041842097345781760","227938862",NA,FALSE,"2010-12-18T07:26:57.000Z","Right behind U!",FALSE,"BgRuhf","Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I","Tshombe E Edwards","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg",0,1,0,0,0,"dc62519fda13b4ec",202,244,84418,43,NA,"Bean Pie?"
"79","Aaaaayyyyyeeeee!!!!!!. ","227938862","1041778602914836481",2018-09-18 00:15:37,"und","everyone",FALSE,"1041843146445991938","227938862",NA,FALSE,"2010-12-18T07:26:57.000Z","Right behind U!",FALSE,"BgRuhf","Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I","Tshombe E Edwards","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg",0,0,0,0,0,"dc62519fda13b4ec",202,244,84418,43,NA,"Aaaaayyyyyeeeee!!!!!!"
"80","#RedTide kills fish in Intracoastal Waterway @WFLAJohn  @WFLA. https   www wfla com 1457750728",NA,"1042230172693553153",2018-09-19 01:53:31,"en","everyone",FALSE,"1042230172693553153","85644587","https://t.co/WMNw7U3zfR",TRUE,"2009-10-27T19:42:48.000Z","United States",FALSE,"ryanminnaugh","Executive Producer/Digital Professional, Husband, Dad, Yankee Fan.","Ryan Minnaugh","https://pbs.twimg.com/profile_images/1368521178692911104/xfZa8_qR_normal.jpg",3,0,0,0,0,"9db9aa483565ef9c",1296,1133,7719,17,NA,"#RedTide kills fish in Intracoastal Waterway @WFLAJohn https://t.co/t21AWVUXj4 @WFLA"
"81","FWC Report: #RedTide issues persist in Pinellas, Manatee, Sarasota counties  @WFLA. https   www wfla com 1464816474",NA,"1043315142317027328",2018-09-22 01:44:48,"tl","everyone",FALSE,"1043315142317027328","85644587","https://t.co/WMNw7U3zfR",TRUE,"2009-10-27T19:42:48.000Z","United States",FALSE,"ryanminnaugh","Executive Producer/Digital Professional, Husband, Dad, Yankee Fan.","Ryan Minnaugh","https://pbs.twimg.com/profile_images/1368521178692911104/xfZa8_qR_normal.jpg",2,0,1,0,0,"9db9aa483565ef9c",1296,1133,7719,17,NA,"FWC Report: #RedTide issues persist in Pinellas, Manatee, Sarasota counties https://t.co/usteRUAG1h @WFLA"
"82","Puffer fish stopped by for a close-up today. Glad to see red tide hasn't made its way into #TampaBay . https   twitter com TPDTodd status 1043878248399220738 video 1",NA,"1043878248399220738",2018-09-23 15:02:23,"en","everyone",FALSE,"1043878248399220738","839023926",NA,FALSE,"2012-09-22T03:47:05.000Z","Florida, USA",FALSE,"BeachBum745","Living on Island time! Naturalist. If you're friends with me, you're probably going to see me naked! #Harleylife #Tothemoon","BeachBum745","https://pbs.twimg.com/profile_images/1473092164380987399/_WobU-in_normal.jpg",1,0,0,0,0,"07d9d27ccc086001",275,886,1122,0,NA,"Puffer fish stopped by for a close-up today. Glad to see red tide hasn't made its way into #TampaBay https://t.co/Ddr93Nh4KC"
"83","@NelsonForSenate Remember Red Tide Rick eliminated septic tank inspections and tried to change water standards allowing more pollutants into our waterways!. ","555355209","1045439262735372288",2018-09-27 23:00:50,"en","everyone",FALSE,"1045448204853096450","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,1,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@NelsonForSenate Remember Red Tide Rick eliminated septic tank inspections and tried to change water standards allowing more pollutants into our waterways!"
"84","@LauraMoodyFox13 you do know that the rowing regatta is on a LAKE not the ocean. So no need to worry about red tide 🤦🏼‍♂️. ","1208447953","1045623721321529344",2018-09-28 10:38:16,"en","everyone",FALSE,"1045623721321529344","332010906",NA,FALSE,"2011-07-09T02:33:17.000Z","Tampa, FL",FALSE,"shawtampabay","wannabe photographer, full time parent of 21 yr old twins. Supporter of LGBTQ & minority rights, and full time husband of a Pastor. 🏳️‍🌈","Hero-Shaw TampaBay🏳️‍🌈","https://pbs.twimg.com/profile_images/626000629463449601/IQJEEge5_normal.jpg",0,0,0,0,0,"51264211e147d635",206,272,9913,4,NA,"@LauraMoodyFox13 you do know that the rowing regatta is on a LAKE not the ocean. So no need to worry about red tide 🤦🏼‍♂️"
"85","@ScottforFlorida Why doesn’t Red Tide Rick want an investigation for the truth? Maybe it’s because he has things he’d like to hide too, like overpaying contractors after Hurricsne Irma? Scott = Corruption. ","306389855","1045746962027479042",2018-09-28 19:42:18,"en","everyone",FALSE,"1045760633457790978","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@ScottforFlorida Why doesn’t Red Tide Rick want an investigation for the truth? Maybe it’s because he has things he’d like to hide too, like overpaying contractors after Hurricsne Irma? Scott = Corruption"
"86","@FlaDems Red Tide Rick is in it for himself! Columbia/HCA taught him well!. ","76027332","1045749048651714560",2018-09-29 13:15:25,"en","everyone",FALSE,"1046025658445582336","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@FlaDems Red Tide Rick is in it for himself! Columbia/HCA taught him well!"
"87","@ScottforFlorida Red Tide Rick is right, time to get rid of corruption and vote Democrat. Not perfect but better than Republican dishonesty and bad laws that line their pockets!. ","306389855","1045820449970696192",2018-09-29 14:55:37,"en","everyone",FALSE,"1046050874404098048","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@ScottforFlorida Red Tide Rick is right, time to get rid of corruption and vote Democrat. Not perfect but better than Republican dishonesty and bad laws that line their pockets!"
"88","@ScottforFlorida @Telemundo Red Tide Rick also hides the wealth he’s accumulated as governor, his A rating by NRA, mishandling of Hurricane Irma contractors, toll roads instead of mass transit, Medicare fraud as CEO of Columbia HCA, more...... ","306389855","1046165256777715712",2018-09-30 13:52:18,"en","everyone",FALSE,"1046397327878041600","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@ScottforFlorida @Telemundo Red Tide Rick also hides the wealth he’s accumulated as governor, his A rating by NRA, mishandling of Hurricane Irma contractors, toll roads instead of mass transit, Medicare fraud as CEO of Columbia HCA, more....."
"89","@VernBuchanan just saw your newest campaign ad calling @NancyPelosi &amp; UR challenger #socialists. That is a flat out lie and you know it. Pandering to the #Drumpf base is typical of you. Enjoy retirement on your new boat cruising through red tide. #Resistance. ","20467163","1046415343273627649",2018-09-30 15:03:53,"en","everyone",FALSE,"1046415343273627649","17639625",NA,FALSE,"2008-11-26T02:23:58.000Z","Tampa Bay, FL",FALSE,"rnsailor","Retired RN, wife, liberal dem, #photographer #catlover #worldtraveler #bluewave","rnsailor 🦩🇨🇦🇮🇪🇺🇸","https://pbs.twimg.com/profile_images/1501329381175742471/4O1-zVav_normal.jpg",0,0,1,0,0,"017a309d07f2b3f8",7182,7569,22842,57,NA,"@VernBuchanan just saw your newest campaign ad calling @NancyPelosi &amp; UR challenger #socialists. That is a flat out lie and you know it. Pandering to the #Drumpf base is typical of you. Enjoy retirement on your new boat cruising through red tide. #Resistance"
"90","Link to our special report.  What’s fueling #RedTide?     . https   www facebook com 58608795408 posts 10156915998330409",NA,"1046951206202089472",2018-10-02 02:33:13,"en","everyone",FALSE,"1046951206202089472","82925465","https://t.co/ubIaHDiqQ4",TRUE,"2009-10-16T17:11:30.000Z","Tampa, FL",FALSE,"MichaelPaluska","Special projects Reporter at ABC Action News.","Michael Paluska","https://pbs.twimg.com/profile_images/1507698331249790979/ycOs_bfx_normal.jpg",1,0,0,0,0,"dc62519fda13b4ec",1696,1494,5506,72,NA,"Link to our special report.  What’s fueling #RedTide?     https://t.co/Mfgl9yRQ6A"
"91","The red tide is devastating. What’s inspired us is the response, clean up efforts &amp; call to action by Floridians who want to save our waters, marine life, beaches &amp; way of life. We can’t… . https   www instagram com p Boee25MA8Fb",NA,"1047511333619617793",2018-10-03 15:38:58,"en","everyone",FALSE,"1047511333619617793","4541720783","https://t.co/yvAIvAJV7c",FALSE,"2015-12-20T02:40:55.000Z","Florida, USA",FALSE,"SunshineStateGo","Sunshine State® is not just an apparel brand, it’s an expression of love for our beaches, surf, coastal waters and barrier islands. #SunshineStateGoods","Sunshine State®","https://pbs.twimg.com/profile_images/1082676075153551361/mfEZUTjJ_normal.jpg",0,0,0,0,0,"dc62519fda13b4ec",1122,1445,933,19,NA,"The red tide is devastating. What’s inspired us is the response, clean up efforts &amp; call to action by Floridians who want to save our waters, marine life, beaches &amp; way of life. We can’t… https://t.co/yMhQhrhDoo"
"92","@Kiwiheather The only thing that Rick Scott truly cares about is how big his bank account is, period. Red Tide Rick Scott is a pathological liar cut from the same cloth as Trump. . https   twitter com PLashley6 status 1047520876604936193 photo 1","25299335","1047515011864780802",2018-10-03 16:16:53,"en","everyone",FALSE,"1047520876604936193","918601320977895424",NA,FALSE,"2017-10-12T22:16:36.000Z","Tampa, FL",FALSE,"PLashley6","Florida Freethinker, Doesn't Obey Well. 
Volunteer of America, Sometimes Obscene. All Lives Matter 🌎 ✌ 
#FBR #PRU","PhillipLashley6","https://pbs.twimg.com/profile_images/977674350462685188/1KZmCmhD_normal.jpg",0,0,1,0,0,"01af119d415cd7d2",3837,4250,15243,1,"1053292727302045696","@Kiwiheather The only thing that Rick Scott truly cares about is how big his bank account is, period. Red Tide Rick Scott is a pathological liar cut from the same cloth as Trump. https://t.co/Lz1ldF8Tq6"
"93","The end of #Florida as we now know it? 😞 #redtide . https   twitter com craigtimes status 1047597981384540166",NA,"1047629706630238208",2018-10-03 23:29:20,"en","everyone",FALSE,"1047629706630238208","148753152","https://t.co/SsucCcGjfV",FALSE,"2010-05-27T14:23:42.000Z",NA,FALSE,"PBoothMedia","Writes stuff. Slappas da bass. Husband, dad, brother, son. @jazztimes @jazzizmagazine @flfilmcritics @jjajazzawards @theehsociety @acmejazzgarage https://t.co/GEOIL8x8Xv","Philip Booth","https://pbs.twimg.com/profile_images/1616277942824222721/u6-SL1D__normal.jpg",0,0,0,0,0,"dc62519fda13b4ec",2107,4280,57489,73,NA,"The end of #Florida as we now know it? 😞 #redtide https://t.co/jDTnUHLS3B"
"94","@RonDeSantisFL @RepJNunez No thanks! If you want to continue Red Tide Rick’s legacy and support Donald Trumps agenda, count me out! Republicans = Corruption #votethebumsout. ","487297085","1047628849922682881",2018-10-04 00:28:52,"en","everyone",FALSE,"1047644689434914818","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,1,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@RonDeSantisFL @RepJNunez No thanks! If you want to continue Red Tide Rick’s legacy and support Donald Trumps agenda, count me out! Republicans = Corruption #votethebumsout"
"95","Sharks, alligators, red tide, green algae, mosquitoes as big as hawks, coyotes, hurricanes, sinkholes, pythons, and now ... bears? Is it just me, or is #Florida bad for our health? . https   twitter com TB_Times status 1047712924305907712",NA,"1047818255623249920",2018-10-04 11:58:34,"en","everyone",FALSE,"1047818255623249920","148753152","https://t.co/SsucCcGjfV",FALSE,"2010-05-27T14:23:42.000Z",NA,FALSE,"PBoothMedia","Writes stuff. Slappas da bass. Husband, dad, brother, son. @jazztimes @jazzizmagazine @flfilmcritics @jjajazzawards @theehsociety @acmejazzgarage https://t.co/GEOIL8x8Xv","Philip Booth","https://pbs.twimg.com/profile_images/1616277942824222721/u6-SL1D__normal.jpg",0,0,0,0,0,"dc62519fda13b4ec",2107,4280,57489,73,NA,"Sharks, alligators, red tide, green algae, mosquitoes as big as hawks, coyotes, hurricanes, sinkholes, pythons, and now ... bears? Is it just me, or is #Florida bad for our health? https://t.co/9Wr862gtTb"
"96","#redtide man ... horrible ... just sad . https   twitter com ScottThorndike1 status 1048317803655249921 video 1",NA,"1048317803655249921",2018-10-05 21:03:35,"en","everyone",FALSE,"1048317803655249921","4866571882",NA,FALSE,"2016-01-31T13:28:46.000Z","Tampa, FL",FALSE,"ScottThorndike1","Live life while we're young !!!","Scott Thorndike","https://pbs.twimg.com/profile_images/726397008601337856/_ckhjlJm_normal.jpg",2,1,3,0,0,"9e27ffe7ca397c0a",55,96,511,2,NA,"#redtide man ... horrible ... just sad https://t.co/bEBtV0YE27"
"97","@ScottforFlorida @SenBillNelson $1.7b fine because your company defrauded Medicare! And you got a Golden Parachute!Informed voters know the truth! Red Tide Rick = Corruption. ","306389855","1048325998897520642",2018-10-05 23:09:37,"en","everyone",FALSE,"1048349519895830528","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",1,0,3,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@ScottforFlorida @SenBillNelson $1.7b fine because your company defrauded Medicare! And you got a Golden Parachute!Informed voters know the truth! Red Tide Rick = Corruption"
"98","@ScottforFlorida Assembling hamburgers for min wage isn’t progress Red Tide Rick!. ","306389855","1048315507412295681",2018-10-05 23:11:10,"en","everyone",FALSE,"1048349908326141952","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@ScottforFlorida Assembling hamburgers for min wage isn’t progress Red Tide Rick!"
"99","@ScottforFlorida What have you done in the 8 yrs as governor to advance healthcare? You rejected federal funds that would have paid 90% of Medicaid costs for uninsured Floridians! You want to repeal the ACA! Your record speaks for itself Red  Tide Rick!. ","306389855","1048356919222722560",2018-10-05 23:45:54,"en","everyone",FALSE,"1048358652250349568","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,8,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@ScottforFlorida What have you done in the 8 yrs as governor to advance healthcare? You rejected federal funds that would have paid 90% of Medicaid costs for uninsured Floridians! You want to repeal the ACA! Your record speaks for itself Red  Tide Rick!"
"100","#CrashCourse101 Francis on the way out should have the answer to “Red Tide” epidemic. (@@)...#Truth. ","227938862","1048540954653859846",2018-10-06 11:55:54,"en","everyone",FALSE,"1048542358957174784","227938862",NA,FALSE,"2010-12-18T07:26:57.000Z","Right behind U!",FALSE,"BgRuhf","Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I","Tshombe E Edwards","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg",0,0,0,0,0,"dc62519fda13b4ec",202,244,84418,43,NA,"#CrashCourse101 Francis on the way out should have the answer to “Red Tide” epidemic. (@@)...#Truth"
"101","Thanks, bud. Now go look for red tide. . https   twitter com JasonBeisel status 1048531228964605954",NA,"1048624698798612482",2018-10-06 17:23:05,"en","everyone",FALSE,"1048624698798612482","285211010","https://t.co/JcbXQgmWu4",FALSE,"2011-04-20T18:47:19.000Z","New Port Richey and Tampa",FALSE,"RyanHughesNews","PIO @PascoCountyPIO. Content Agent @LucieContent. Ex-TV reporter. From 'The Way Life Should Be.' Go Bolts, Sox & Orlando City Soccer.","Ryan Hughes","https://pbs.twimg.com/profile_images/1519820484124332032/mwsEyHeV_normal.jpg",1,0,8,0,0,"dc62519fda13b4ec",4360,2601,31109,134,NA,"Thanks, bud. Now go look for red tide. https://t.co/lJljkvN15H"
"102","@ScottThorndike1 Still there?? Dangggg. ","4866571882","1048317803655249921",2018-10-06 17:26:44,"en","everyone",FALSE,"1048625619410542593","2599106367",NA,FALSE,"2014-06-10T23:43:25.000Z","Honolulu, HI",FALSE,"BraultSabrina","never lost a gulag","Sabrina Lynch","https://pbs.twimg.com/profile_images/1598540845304537088/7WiR8p8Q_normal.jpg",0,0,1,0,0,NA,185,109,3250,1,NA,"@ScottThorndike1 Still there?? Dangggg"
"103","@RWPUSA @modrnhealthcr Agreed...red TIDE Rick flunks .. ","2863996955","1048520666759217157",2018-10-06 20:29:09,"en","everyone",FALSE,"1048671522699825152","814398724654977025",NA,FALSE,"2016-12-29T09:12:41.000Z","Milky Way",FALSE,"WKobilca","》on Facebook look up: On My Wall.... to see my art work. 《
  #artmilitia 
#freeartfriday 
#OUTSIDERART","William J. Kobilca","https://pbs.twimg.com/profile_images/909532695767724032/TLf0SA1g_normal.jpg",0,0,1,0,0,"dc62519fda13b4ec",241,483,58739,11,NA,"@RWPUSA @modrnhealthcr Agreed...red TIDE Rick flunks ."
"104","I'm gonna need you to shift the cone  and come closer to FL so it'll break up the awful red tide situation and help our beaches and sea life start recovering. Don't become a hurricane tho... pls. . https   twitter com WeatherNation status 1048680249272152064",NA,"1048689614716895232",2018-10-06 21:41:02,"en","everyone",FALSE,"1048689614716895232","1447732770",NA,FALSE,"2013-05-22T02:16:16.000Z","Tampa, FL",FALSE,"LadyRElliott","The people who are crazy enough to think they can change the world are the ones that do.","Randiii ☀️","https://pbs.twimg.com/profile_images/1521153180184326144/_cVnApb__normal.jpg",0,0,1,0,0,"2cce4a9792d2d92e",904,682,18705,6,"865067759360765952","I'm gonna need you to shift the cone  and come closer to FL so it'll break up the awful red tide situation and help our beaches and sea life start recovering. Don't become a hurricane tho... pls. https://t.co/fxAJ2G897x"
"105","@ScottforFlorida You headed a company that committed record Medicare fraud! $1.7b in fines and you bailed out with a golden parachute! Red Tide Rick = Donald Trump = Corruption!. ","306389855","1048932175985496066",2018-10-07 14:38:03,"en","everyone",FALSE,"1048945557337780224","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",2,1,2,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@ScottforFlorida You headed a company that committed record Medicare fraud! $1.7b in fines and you bailed out with a golden parachute! Red Tide Rick = Donald Trump = Corruption!"
"106","@P5Guy @TB_Times Do u know the sugar industry has had there nitrogen and other phosphate pollutants limits raised under republican administrators. Do u know helpful, healthy  environmental protections have been scaled back by Gov. #RedTide  killer Scott. 
#corporatewelfare has flourished as well.. ","2767920325","1048566044632207360",2018-10-08 01:25:47,"en","everyone",FALSE,"1049108564114132992","814398724654977025",NA,FALSE,"2016-12-29T09:12:41.000Z","Milky Way",FALSE,"WKobilca","》on Facebook look up: On My Wall.... to see my art work. 《
  #artmilitia 
#freeartfriday 
#OUTSIDERART","William J. Kobilca","https://pbs.twimg.com/profile_images/909532695767724032/TLf0SA1g_normal.jpg",0,0,0,0,0,"dc62519fda13b4ec",241,483,58739,11,NA,"@P5Guy @TB_Times Do u know the sugar industry has had there nitrogen and other phosphate pollutants limits raised under republican administrators. Do u know helpful, healthy  environmental protections have been scaled back by Gov. #RedTide  killer Scott. 
#corporatewelfare has flourished as well."
"107","@NolteNC Red tide. It’s a new one if your a Floridian. ","16163639","1049329693873385472",2018-10-08 22:21:41,"en","everyone",FALSE,"1049424619919343617","1593228174",NA,FALSE,"2013-07-14T12:14:12.000Z","Westchase, FL",FALSE,"CuretonScott","","Scott Cureton","https://pbs.twimg.com/profile_images/452921008958083072/Bg6O7w7e_normal.jpeg",0,0,1,0,0,"bd975a41c2c796e9",166,422,11064,1,NA,"@NolteNC Red tide. It’s a new one if your a Floridian"
"108","#HurricaneMichael threatening to stir up #redtide on Tampa Bay area beaches @WFLAJamel  @WFLA. https   www wfla com 1508109960",NA,"1049471331023106048",2018-10-09 01:27:18,"en","everyone",FALSE,"1049471331023106048","85644587","https://t.co/WMNw7U3zfR",TRUE,"2009-10-27T19:42:48.000Z","United States",FALSE,"ryanminnaugh","Executive Producer/Digital Professional, Husband, Dad, Yankee Fan.","Ryan Minnaugh","https://pbs.twimg.com/profile_images/1368521178692911104/xfZa8_qR_normal.jpg",0,0,1,0,0,"9db9aa483565ef9c",1296,1133,7719,17,NA,"#HurricaneMichael threatening to stir up #redtide on Tampa Bay area beaches @WFLAJamel https://t.co/ZZdNweiOdz @WFLA"
"109","@TB_Times That's crooked Dick.
The oh no... I better do something about what I caused in the first place.
#FLORIDA #governor #redtide. ","14304462","1049977844401668097",2018-10-11 06:21:01,"en","everyone",FALSE,"1050270022805917696","814398724654977025",NA,FALSE,"2016-12-29T09:12:41.000Z","Milky Way",FALSE,"WKobilca","》on Facebook look up: On My Wall.... to see my art work. 《
  #artmilitia 
#freeartfriday 
#OUTSIDERART","William J. Kobilca","https://pbs.twimg.com/profile_images/909532695767724032/TLf0SA1g_normal.jpg",0,0,0,0,0,"dc62519fda13b4ec",241,483,58739,11,NA,"@TB_Times That's crooked Dick.
The oh no... I better do something about what I caused in the first place.
#FLORIDA #governor #redtide"
"110","@FLGovScott Taking advantage of the hurricane Red Tide Rick? Bill Nelson’s not slinging mud, he’s exposing the the truth about your awful record as governor! You’re a polluter and climate change denier! Rick Scott = Toady for Trump #throwthebumsout. ","131546062","1050737882208657409",2018-10-12 13:34:08,"en","everyone",FALSE,"1050741409366577152","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@FLGovScott Taking advantage of the hurricane Red Tide Rick? Bill Nelson’s not slinging mud, he’s exposing the the truth about your awful record as governor! You’re a polluter and climate change denier! Rick Scott = Toady for Trump #throwthebumsout"
"111","@MorningEdition @NPR And Rick Scott wouldn’t allow voter registration extension because of hurricane Michael! Tells you something about his leadership abilities, he has none! Disgraceful voter suppression by Red Tide Rick! #throwthebumsout vote Democrat. ","20150502","1050770210402258944",2018-10-12 15:45:35,"en","everyone",FALSE,"1050774491566145538","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@MorningEdition @NPR And Rick Scott wouldn’t allow voter registration extension because of hurricane Michael! Tells you something about his leadership abilities, he has none! Disgraceful voter suppression by Red Tide Rick! #throwthebumsout vote Democrat"
"112","@ScottforFlorida @FOX13News You’re the dirty politician! CEO of Columbia Healthcare and the $1.7B fine for defrauding Medicare. Hiding  millions $ income from the public in your “blind trust” as governor. Ruining our environment &amp; underfunding DEP! You earned the name Red Tide Rick!. ","306389855","1053041355063201797",2018-10-18 22:01:41,"en","everyone",FALSE,"1053043465955799040","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"bd975a41c2c796e9",182,122,23010,3,NA,"@ScottforFlorida @FOX13News You’re the dirty politician! CEO of Columbia Healthcare and the $1.7B fine for defrauding Medicare. Hiding  millions $ income from the public in your “blind trust” as governor. Ruining our environment &amp; underfunding DEP! You earned the name Red Tide Rick!"
"113","@PollackHunter @ScottforFlorida He’s a the dirty politician! CEO of Columbia Healthcare and $1.7B fine for defrauding Medicare. Hiding  millions $ income from the public in his “blind trust” as governor. Ruining our environment &amp; underfunding DEP! He earned the name Red Tide Rick!. ","346384148","1053030964102930432",2018-10-18 22:03:06,"en","everyone",FALSE,"1053043822106746880","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"bd975a41c2c796e9",182,122,23010,3,NA,"@PollackHunter @ScottforFlorida He’s a the dirty politician! CEO of Columbia Healthcare and $1.7B fine for defrauding Medicare. Hiding  millions $ income from the public in his “blind trust” as governor. Ruining our environment &amp; underfunding DEP! He earned the name Red Tide Rick!"
"114","@NelsonForSenate He’s using the hurricane for political gain while running negative ads on TV! Red Tide Rick = Trump = Untrustworthy. ","555355209","1053293623922642944",2018-10-19 14:41:37,"en","everyone",FALSE,"1053295107338842113","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",6,0,11,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@NelsonForSenate He’s using the hurricane for political gain while running negative ads on TV! Red Tide Rick = Trump = Untrustworthy"
"115","@AmyMercado @NelsonForSenate Red Tide Rick got caught again!  Corruption in the Governors office! Just imagine how much money he could make for himself as a US Senator! Maybe that’s why he’s spending $40M of his own money to get elected! Is this what you call leadership Mr. Scott?. ","49201288","1053422730828308482",2018-10-20 13:02:08,"en","everyone",FALSE,"1053632458040729607","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,1,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@AmyMercado @NelsonForSenate Red Tide Rick got caught again!  Corruption in the Governors office! Just imagine how much money he could make for himself as a US Senator! Maybe that’s why he’s spending $40M of his own money to get elected! Is this what you call leadership Mr. Scott?"
"116","@realDonaldTrump Red Tide Rick got caught again!  Corruption in the Governors office! Just imagine how much money he could make for himself as a US Senator! Maybe that’s why he’s spending $40M of his own money to get elected! Is this what you call leadership Mr. President?. ","25073877","1053662989272793089",2018-10-20 15:45:03,"en","everyone",FALSE,"1053673458180243461","524375594",NA,FALSE,"2012-03-14T13:54:49.000Z","Florida, USA",FALSE,"tonyedl","Navy Veteran","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg",0,0,0,0,0,"70b7be4d968912d3",182,122,23010,3,NA,"@realDonaldTrump Red Tide Rick got caught again!  Corruption in the Governors office! Just imagine how much money he could make for himself as a US Senator! Maybe that’s why he’s spending $40M of his own money to get elected! Is this what you call leadership Mr. President?"
