"","text","created_at.x","lang","conversation_id","reply_settings","author_id","id","possibly_sensitive","created_at.y","description","username","profile_image_url","verified","name","protected","location","url","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term"
"62","What’s in Bradenton-area waters? And why does it stink? What to know about the algae . https   www bradenton com news local article287976920 html",2024-04-26 10:10:03,"en","1783800702218752448","everyone","19344401","1783800702218752448",FALSE,"2009-01-22T16:00:14.000Z","The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.","bradentonherald","https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg",FALSE,"Bradenton Herald",FALSE,"Bradenton, Florida","https://t.co/KwY6u39gya",NA,0,0,1,0,0,451,48512,1472,154437,531,411,"What’s in Bradenton-area waters? And why does it stink? What to know about the algae https://t.co/ueCCUszQlY",NA,NA
"63","@craigtimes @RBallogg Manatee River is wide, shallow &amp; slow, w/output into Gulf/Tampa Bay about 18.7cfs (just 1.6M cf/day). It has a sandy bottom, &amp;, where phosphate-fed algae hasn't choked it out, is carpeted w/sea grass, slowing down &amp; catching EVERYTHING.

That literal shit is going nowhere fast.",2024-03-06 21:09:33,"en","1765387610296369225","everyone","909812860192096256","1765484888700985427",FALSE,"2017-09-18T16:14:24.000Z","Pinko Atheist, ex Floridiot, FT MH CG, CPP, COVID realist, 🏳️‍🌈ally, JD/LLM envtl⚓law.
Fuck the fascists. Embrace knowledge. Use your 1 life well & kindly.","nofish_nonuts","https://pbs.twimg.com/profile_images/922677673519747072/mlu-4vNV_normal.jpg",FALSE,"no fish, no nuts - 🇺🇦🇵🇸😷",FALSE,"PNW",NA,"1647332845688623104",0,1,1,0,0,26,5468,5988,124987,14,244343,"@craigtimes @RBallogg Manatee River is wide, shallow &amp; slow, w/output into Gulf/Tampa Bay about 18.7cfs (just 1.6M cf/day). It has a sandy bottom, &amp;, where phosphate-fed algae hasn't choked it out, is carpeted w/sea grass, slowing down &amp; catching EVERYTHING.

That literal shit is going nowhere fast.","62575859",NA
"64","@pksm47 He's also purchased Manatee County Commission.  You know, those brilliant idiots who have clear cut the Mangroves and injected radioactive gypsum stack water into the deep aquifer? He's definitely a greedy scourge on mankind! Red tide Ronnie is just as bad as Ricky red tide, btw.",2024-03-04 02:07:06,"en","1764065593760624847","everyone","1601310670254899200","1764472606177038397",FALSE,"2022-12-09T20:22:56.000Z","","hurricanejohne","https://pbs.twimg.com/profile_images/1601312285477281794/_mnL77qU_normal.jpg",FALSE,"John E Ochotnicky",FALSE,NA,NA,NA,0,0,0,0,0,2,88,88,2757,0,4522,"@pksm47 He's also purchased Manatee County Commission.  You know, those brilliant idiots who have clear cut the Mangroves and injected radioactive gypsum stack water into the deep aquifer? He's definitely a greedy scourge on mankind! Red tide Ronnie is just as bad as Ricky red tide, btw.","4047363814",NA
"65","@HeraldTribune Bradenton needs to jail those involved of spilling all the sewage into Manatee river.Trying to start Red Tide!Sick people.lock em up!",2024-03-03 23:58:20,"en","1764440202372596036","everyone","1557825800807895041","1764440202372596036",FALSE,"2022-08-11T20:28:23.000Z","Advanced Conservative!Trump 2024!🇺🇸","FlFen","https://pbs.twimg.com/profile_images/1727283045697306624/lex0dOam_normal.jpg",FALSE,"Tiny pen",FALSE,NA,NA,NA,0,0,0,0,0,2,116,127,933,2,27,"@HeraldTribune Bradenton needs to jail those involved of spilling all the sewage into Manatee river.Trying to start Red Tide!Sick people.lock em up!","6942422",NA
"66","@Bo_Gardiner @justabluevoter @Acyn I started missing the nature long before I left. Thanks to DeSantis letting Piney Point pour hazardous water straight into the bay for years, red tide made many beaches ruined. Dead fish smell was all there was through Tampa, Clearwater, Sarasota and Bradenton.",2024-02-10 14:11:42,"en","1756113033506759128","everyone","1709988124967739392","1756320038699610346",FALSE,"2023-10-05T17:45:36.000Z","","MammoWarrior","https://pbs.twimg.com/profile_images/1715938186122190848/N5Tx26Lb_normal.jpg",FALSE,"MammoWarrior",FALSE,NA,NA,NA,0,1,1,0,0,25,14,23,1004,0,1237,"@Bo_Gardiner @justabluevoter @Acyn I started missing the nature long before I left. Thanks to DeSantis letting Piney Point pour hazardous water straight into the bay for years, red tide made many beaches ruined. Dead fish smell was all there was through Tampa, Clearwater, Sarasota and Bradenton.","1014970967427297280",NA
"67","RT @MiraclesArt: @DemsKeys be fair- desantis did a LOT for red-tide-

remember when he pumped hundreds of millions of gallons of toxic waste water from the Phosphate plant into the gulf?
. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",2024-01-30 05:00:57,"en","1752195172262424788","everyone","351856276","1752195172262424788",FALSE,"2011-08-09T20:35:49.000Z","When Fascism arrives in America it will be wrapped in a flag & carrying a cross.🌊🐕🦂 DOGS🥰, BLM, LGBTQIA+. DM's = BLOCK. Spoonie, NO FBR LIST #Z2 wtp","Sam_and_the_dog","https://pbs.twimg.com/profile_images/1188005748850061312/rhh-O4qK_normal.jpg",FALSE,"Sam says Coup in progress. vaxxed",FALSE,"State of Disbelief",NA,"1243572317080285184",5,0,0,0,0,0,13380,14352,293633,18,413627,"RT @MiraclesArt: @DemsKeys be fair- desantis did a LOT for red-tide-

remember when he pumped hundreds of millions of gallons of toxic waste water from the Phosphate plant into the gulf?
https://t.co/Qb7IYjXNKZ",NA,NA
"68","RT @MiraclesArt: @DemsKeys be fair- desantis did a LOT for red-tide-

remember when he pumped hundreds of millions of gallons of toxic waste water from the Phosphate plant into the gulf?
. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",2024-01-29 17:28:41,"en","1752020954996166690","everyone","4421573199","1752020954996166690",FALSE,"2015-12-09T01:39:23.000Z","#wtpBLUE 🌊🌊🌊 #GOPBetrayedAmerica #SupportRoe #StopBanningBooks #CheckYourValues #ExpandTheCourt","McmahonKak94753","https://pbs.twimg.com/profile_images/674404115250847745/_s1DepR4_normal.jpg",FALSE,"Kelly McMahon☮️💔🟧",FALSE,NA,NA,"1319003088116764673",5,0,0,0,0,0,11221,11694,33284,3,318569,"RT @MiraclesArt: @DemsKeys be fair- desantis did a LOT for red-tide-

remember when he pumped hundreds of millions of gallons of toxic waste water from the Phosphate plant into the gulf?
https://t.co/Qb7IYjXNKZ",NA,NA
"69","RT @MiraclesArt: @DemsKeys be fair- desantis did a LOT for red-tide-

remember when he pumped hundreds of millions of gallons of toxic waste water from the Phosphate plant into the gulf?
. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",2024-01-29 17:20:51,"en","1752018985489502619","everyone","34093672","1752018985489502619",FALSE,"2009-04-21T23:41:49.000Z","Florida is where freedom comes to die.
Florida is where democracy dies.
Florida is where bigotry thrives.
https://t.co/9ABLenZSRr
https://t.co/WgXNGD9wLk","TallyAnnaE","https://pbs.twimg.com/profile_images/1590203573148712960/jRdhYIP3_normal.jpg",FALSE,"(((TallyAnnaE))) ☮️",FALSE,"Florida, USA",NA,NA,5,0,0,0,0,0,5434,5985,756635,10,70495,"RT @MiraclesArt: @DemsKeys be fair- desantis did a LOT for red-tide-

remember when he pumped hundreds of millions of gallons of toxic waste water from the Phosphate plant into the gulf?
https://t.co/Qb7IYjXNKZ",NA,NA
"70","RT @MiraclesArt: @DemsKeys be fair- desantis did a LOT for red-tide-

remember when he pumped hundreds of millions of gallons of toxic waste water from the Phosphate plant into the gulf?
. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",2024-01-29 17:19:46,"en","1752018711853039622","everyone","1293265839089750023","1752018711853039622",FALSE,"2020-08-11T19:19:51.000Z","health care administration 24 years - MAGAs go home 🌊🌊Truth to Power 🌊 🌊 #Resist - Desantis is killing our State","ChrisHealth3","https://pbs.twimg.com/profile_images/1296438950098345986/pW20xFYt_normal.jpg",FALSE,"ChrisHealth",FALSE,"Palm Beach Fl & UES 10028 ",NA,NA,5,0,0,0,0,0,5038,5270,9839,2,5746,"RT @MiraclesArt: @DemsKeys be fair- desantis did a LOT for red-tide-

remember when he pumped hundreds of millions of gallons of toxic waste water from the Phosphate plant into the gulf?
https://t.co/Qb7IYjXNKZ",NA,NA
"71","@DemsKeys be fair- desantis did a LOT for red-tide-

remember when he pumped hundreds of millions of gallons of toxic waste water from the Phosphate plant into the gulf?
. https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",2024-01-29 17:18:00,"en","1752008776649982327","everyone","24817432","1752018268154466377",FALSE,"2009-03-17T01:50:28.000Z","Lateral thinker","MiraclesArt","https://pbs.twimg.com/profile_images/1184661745186562049/gBxwdf80_normal.jpg",FALSE,"Rose von Perbandt",FALSE,"Seminole Territory",NA,"1589815044099170305",5,1,6,0,0,52,3426,4350,365289,4,503958,"@DemsKeys be fair- desantis did a LOT for red-tide-

remember when he pumped hundreds of millions of gallons of toxic waste water from the Phosphate plant into the gulf?
https://t.co/Qb7IYjXNKZ","1161269334188183553",NA
"72","@seandsweeney Anna Maria Island FL
Siesta Key FL

We live in the area, the water is warm, calm and beautiful. Great for kids. Sunsets are to die for, very relaxed and low key.  Early for any algae issues, should be fine.",2023-12-25 13:57:29,"en","1738994920730362170","everyone","293071671","1739284228771024943",FALSE,"2011-05-04T18:17:06.000Z","Esteemed husband, father of twin sons, builds digital products for Forbes, Twilo alum...","medric","https://pbs.twimg.com/profile_images/1687549097874440192/BSE5U1Kd_normal.jpg",FALSE,"Medric",FALSE,"Sarasota, FL",NA,"1647717633708511235",0,0,1,0,0,319,133,91,770,2,2323,"@seandsweeney Anna Maria Island FL
Siesta Key FL

We live in the area, the water is warm, calm and beautiful. Great for kids. Sunsets are to die for, very relaxed and low key.  Early for any algae issues, should be fine.","31257641",NA
"73","@amuse He is my rep. Owned  Ford dealership, lives in a mansion on Longboat Key,son is RICH,long time swamper.  Hurricane Ian he was mia,red tide mia.

He hates us.",2023-10-20 11:37:40,"en","1715263704760045773","everyone","1315719032834850822","1715331444833194390",FALSE,"2020-10-12T18:20:50.000Z","AMERICAN PATRIOT FAMILY SINCE 1690
Florida lover.","BobbyMe25857753","https://pbs.twimg.com/profile_images/1543950609266638849/QoKSZlhl_normal.jpg",FALSE,"Venice Florida",FALSE,"Florida",NA,NA,0,0,1,0,0,28,303,1013,2664,3,1069,"@amuse He is my rep. Owned  Ford dealership, lives in a mansion on Longboat Key,son is RICH,long time swamper.  Hurricane Ian he was mia,red tide mia.

He hates us.","4239551",NA
"74","@DC_Draino @VernBuchanan Vern owns a beautiful home on Longboat Key and a car dealership Ford here. His handler Ron Turner was a local swamper and he always gave me the swamp feeling years ago  Stuebe Gruters local reps seem like real guys  His kids are also spoiled  Never saw him after Ian or Red Tide🤡",2023-10-19 23:41:53,"en","1715145541460357253","everyone","1315719032834850822","1715151313061728272",FALSE,"2020-10-12T18:20:50.000Z","AMERICAN PATRIOT FAMILY SINCE 1690
Florida lover.","BobbyMe25857753","https://pbs.twimg.com/profile_images/1543950609266638849/QoKSZlhl_normal.jpg",FALSE,"Venice Florida",FALSE,"Florida",NA,NA,0,0,0,0,0,4,303,1013,2664,3,1069,"@DC_Draino @VernBuchanan Vern owns a beautiful home on Longboat Key and a car dealership Ford here. His handler Ron Turner was a local swamper and he always gave me the swamp feeling years ago  Stuebe Gruters local reps seem like real guys  His kids are also spoiled  Never saw him after Ian or Red Tide🤡","875856268056969216",NA
"75","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-18 15:35:54,"en","1703794988516090227","everyone","1012397236255444993","1703794988516090227",FALSE,"2018-06-28T18:08:05.000Z","Artist. Bitcoin hodler. BTFD. Sound money. Proud American. Not confused about my gender. The media is the virus. Liberty. Medical Freedom. Loving Florida!","Paintbug1","https://pbs.twimg.com/profile_images/1451229933649473545/LfS5NcOZ_normal.jpg",FALSE,"Paintbug",FALSE,"The Villages, Florida",NA,NA,76,0,0,0,0,0,361,1994,17095,5,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"76","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-17 23:31:12,"en","1703552212423618619","everyone","3101950833","1703552212423618619",FALSE,"2015-03-21T15:24:53.000Z","Passionately curious. Midwest girl at heart.","zentients","https://pbs.twimg.com/profile_images/961391217031499776/HMNovMCR_normal.jpg",FALSE,"Jill",FALSE,"Milwaukee native in Florida  ",NA,"759509515033128961",76,0,0,0,0,0,555,1026,32521,15,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"77","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-16 22:41:27,"en","1703177305093284256","everyone","18593055","1703177305093284256",FALSE,"2009-01-04T02:22:00.000Z","41","cdavid395","https://pbs.twimg.com/profile_images/970799893693517824/CSJ7DSiK_normal.jpg",FALSE,"cdavid395",FALSE,"iPhone: 27.726883,-82.702591",NA,NA,76,0,0,0,0,0,304,3046,2264,3,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"78","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-16 19:32:41,"en","1703129798908793154","everyone","1105860960651300870","1703129798908793154",FALSE,"2019-03-13T15:59:33.000Z","","Janie47118181","https://pbs.twimg.com/profile_images/1108535702462128130/rVpS4hDq_normal.png",FALSE,"Janie @Janie47118181",FALSE,NA,NA,NA,76,0,0,0,0,0,1493,4998,39962,0,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"79","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-16 14:12:58,"en","1703049341273788508","everyone","1390307356735512581","1703049341273788508",FALSE,"2021-05-06T14:08:08.000Z","“Rebellion to tyrants is obedience to God”","MrsT09358743","https://pbs.twimg.com/profile_images/1396930035034988544/elmRA8so_normal.jpg",FALSE,"Mrs.T",FALSE,"Irvine, CA",NA,NA,76,0,0,0,0,0,1,57,255,1,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"80","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-16 13:41:21,"en","1703041384247091380","everyone","224991436","1703041384247091380",FALSE,"2010-12-10T11:17:33.000Z","","lenay777","https://pbs.twimg.com/profile_images/1217429420690104321/58jD_6Nx_normal.jpg",FALSE,"Lenay",FALSE,"Florida, USA",NA,NA,76,0,0,0,0,0,617,1039,15323,0,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"81","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 18:52:22,"en","1702757265718018194","everyone","1604654232669396993","1702757265718018194",FALSE,"2022-12-19T01:46:40.000Z","#TeamDesantis #Desantis2024 #mandatefreedom #DumpTrump","PithyPelican","https://pbs.twimg.com/profile_images/1620911418676580357/yH4e6RwO_normal.jpg",FALSE,"Pithy_Pelican 🐊",FALSE,"St Petersburg, FL",NA,"1688598192198238221",76,0,0,0,0,0,695,1086,4878,0,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"82","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 18:48:57,"en","1702756407886463056","everyone","1485593437713977344","1702756407886463056",FALSE,"2022-01-24T12:41:27.000Z","Libertarian leaning conservative.  Retired Economist 1A,2A,
     Rand Paul, Thomas Massie, Milton Friedman   #DeSantis2024 No social DMs","Horan4545","https://pbs.twimg.com/profile_images/1663254325643051010/6YUc9ab5_normal.jpg",TRUE,"Patrick",FALSE,"Saint Petersburg",NA,"1656839347625156608",76,0,0,0,0,0,2043,2726,12681,10,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"83","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 16:33:28,"en","1702722311776878883","everyone","35259152","1702722311776878883",FALSE,"2009-04-25T17:14:31.000Z","She/her UCF grad with a B.S. in Environmental Studies. Aquarist | Brand New | Environmentalist | Hiker | NPS Enthusiast #RaysBaseball #TampaBayLightning #RiseUp","blueyedlightnin","https://pbs.twimg.com/profile_images/801256581564395521/ybflcQBF_normal.jpg",FALSE,"Tori",FALSE,"Gainesville, GA","https://t.co/j4En5LOnyp",NA,76,0,0,0,0,0,613,1283,17201,14,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"84","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 15:22:21,"en","1702704412337025352","everyone","898374318","1702704412337025352",FALSE,"2012-10-22T20:45:37.000Z","Senior Electrical Designer
50+ years a Florida Resident
Laugh EVERYDAY
Go Gators 🐊 Go Bucs 🏴‍☠️ Go Lightning⚡
I Fish, a lot.
#DeSantis2024 #RD24
(R)","Randy_Shannon","https://pbs.twimg.com/profile_images/1673413539736834048/MqVUnn4m_normal.jpg",FALSE,"⚡AI_OG",FALSE,"Mary Lou Lake",NA,NA,76,0,0,0,0,0,2149,1167,140837,62,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"85","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 15:10:48,"en","1702701506644820175","everyone","1410290756460351494","1702701506644820175",FALSE,"2021-06-30T17:35:12.000Z","🏡Realtor® at RE/MAX Marketplace🐾Pet friendly🤝Assisting Buyers and Sellers with their real estate needs since 2006😊🏠❤🌿GRI, ABR®, SRES®, RSPS, SFR, MRP","EileenSellsFL","https://pbs.twimg.com/profile_images/1410294008170037250/1EA65tBv_normal.jpg",FALSE,"Eileen Fuchs Realtor®",FALSE,"Central Florida☀️🌴","https://t.co/StR1BHYd1e","1410309688156114949",76,0,0,0,0,0,123,246,1295,0,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"86","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 15:09:32,"en","1702701187126964371","everyone","4166206576","1702701187126964371",FALSE,"2015-11-11T20:04:39.000Z","☁️🐚☁️","10000Rays","https://pbs.twimg.com/profile_images/1249810627570393092/uHTvum1Y_normal.jpg",FALSE,"𝕞𝕒𝕣𝕖 𝕧𝕒𝕟",FALSE,NA,NA,"1437967690879143936",76,0,0,0,0,0,93,1418,4263,0,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"87","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 15:09:04,"en","1702701071611597203","everyone","563968410","1702701071611597203",FALSE,"2012-04-26T17:15:27.000Z","Until such a time as the world ends, we will act as though it intends to spin on.  - Nick Fury 
What do we say to the God of Death? Not today
#OrderofMerritt","Darth_Mommie","https://pbs.twimg.com/profile_images/1464294367456280582/xGNOYkBR_normal.jpg",FALSE,"Hard-ass Space Mom, H-aSM",FALSE,"anywhere you aren't",NA,"1325239859364188162",76,0,0,0,0,0,4365,1293,261234,92,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"88","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 14:58:46,"en","1702698480144138658","everyone","700808656216936449","1702698480144138658",FALSE,"2016-02-19T22:26:18.000Z","News of the odd and inexplicable: Bigfoot, UFOs, alien abduction, time travel, prehistoric lake monsters, and anything else that's just plain weird.","GalacticProcto","https://pbs.twimg.com/profile_images/700809504498196481/sQxmfbfU_normal.png",FALSE,"Galactic Procto",FALSE,"Milky Way",NA,NA,76,0,0,0,0,0,449,531,2041,12,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"89","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 14:53:37,"en","1702697184259371466","everyone","3243774329","1702697184259371466",FALSE,"2015-05-09T18:14:08.000Z","","jlcollura","https://pbs.twimg.com/profile_images/1568730588768501762/HW3vXHCi_normal.jpg",FALSE,"JLC926",FALSE,NA,NA,NA,76,0,0,0,0,0,79,973,6063,1,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"90","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",2023-09-15 14:48:20,"en","1702695854761496638","everyone","2752414868","1702695854761496638",FALSE,"2014-08-21T15:56:09.000Z","Road trips, roadsters, and road food. Host: Bruce Hunt, Florida travel/history author: https://t.co/h7xhwaejLR ""Visiting Small-Town Florida 4th Ed."".","caranddiner","https://pbs.twimg.com/profile_images/502529004704763904/ND0TNyWc_normal.jpeg",FALSE,"Car and Diner",FALSE,NA,"https://t.co/VCxImjwJWN",NA,76,0,0,0,0,0,319,1383,3763,10,NA,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
