"","text","possibly_sensitive","conversation_id","id","in_reply_to_user_id","author_id","created_at.x","lang","reply_settings","created_at.y","description","name","protected","location","username","profile_image_url","verified","pinned_tweet_id","url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"1","If the red tide is high and it’s just @SethKush and baby Gertrude, ya handle it like Larry David did in I believe season 7 of curb @DrewOnTheRadio @TheSoulbrother @TheJohnSenning. ",FALSE,"976538129577496577","976538129577496577",NA,"1055539482",2018-03-21 19:16:47,"en","everyone","2013-01-02T16:44:25.000Z","I’m a shark, I love baseball. 13 years sober from alcohol, I have Addison’s disease and I’m a medical marijuana patient. #RecoveryPosse","MarkTheShark",FALSE,"In Recovery","MarkShark420","https://pbs.twimg.com/profile_images/1191888511001153539/Q-hdJXyw_normal.jpg",FALSE,"1008171908192448513",NA,0,0,1,0,0,"61eefa163263bef0",976,1041,113559,59,"If the red tide is high and it’s just @SethKush and baby Gertrude, ya handle it like Larry David did in I believe season 7 of curb @DrewOnTheRadio @TheSoulbrother @TheJohnSenning"
"2","@HeyTammyBruce Tammy glad to hear you on Tucker, unbelievable how these left wing loons get away with it . I hope &amp; pray this transforms into a Red tide in November. Thank you again for input.. ",FALSE,"1002348668492632070","1002348668492632070","22956220","495463903",2018-06-01 00:38:39,"en","everyone","2012-02-18T00:29:05.000Z","","Walter Murray",FALSE,"Clearwater, FL","WPM358","https://pbs.twimg.com/profile_images/996863534322606081/3ohg_s1x_normal.jpg",FALSE,NA,NA,0,0,0,0,0,"700eeb799fa55a4b",29,19,3058,2,"@HeyTammyBruce Tammy glad to hear you on Tucker, unbelievable how these left wing loons get away with it . I hope &amp; pray this transforms into a Red tide in November. Thank you again for input."
"3","Red tide alert . ",FALSE,"1007085716374020098","1007085716374020098",NA,"427928463",2018-06-14 02:22:00,"no","everyone","2011-12-04T04:16:14.000Z","🌺Majored in biology, workin, have a degree in Design, DM me if interested in any design or art I put out, I can make anything custom to your needs📿🕯🦋🌷","Angie Dillman",FALSE,"Palm Harbor, FL","angiedillman22","https://pbs.twimg.com/profile_images/1299489665326743556/-dWVjWGW_normal.jpg",FALSE,"1484937206443966465",NA,0,0,0,0,0,"c5a8a3c8523b835e",38,89,1133,0,"Red tide alert https://t.co/Ios5yh6Z4v"
"4","It’s apparent how far it has spread.....During my morning run I can see all the ALGAE all along ClearWater Shoreline......It’s terrible....... ",FALSE,"1021769371604144128","1021771148915367939","6213972","6213972",2018-07-24 14:56:40,"en","everyone","2007-05-22T00:56:49.000Z","Visual Merchandiser/Personal Stylist, Photographer ,Traveler & a Big Foodie ! Loving life & my NY METS ! Live..Laugh...💞🙏🏻","Metsfan79",FALSE,"Clearwater beach, Florida","lisafeli","https://pbs.twimg.com/profile_images/1015771950969511936/67w0d8Mj_normal.jpg",FALSE,NA,NA,0,0,0,0,0,"700eeb799fa55a4b",170,120,5660,2,"It’s apparent how far it has spread.....During my morning run I can see all the ALGAE all along ClearWater Shoreline......It’s terrible......"
"5","@FLGovScott wants to make Florida the #1 state for job creation, but yet the waters that bring millions of tourists and therefore workers, are more polluted each day. We can do better. #RedTide. ",FALSE,"1023567757537947648","1023567757537947648","131546062","55030469",2018-07-29 13:55:45,"en","everyone","2009-07-08T21:11:46.000Z","He/ Him. Tweets are not a reflection of my employer. #610 #727","Corey",FALSE,"Tampa, FL","CG71791","https://pbs.twimg.com/profile_images/1547021795693305861/w-3dDMbX_normal.jpg",FALSE,NA,NA,0,0,0,0,0,"e54569d90c7032c0",317,330,15966,1,"@FLGovScott wants to make Florida the #1 state for job creation, but yet the waters that bring millions of tourists and therefore workers, are more polluted each day. We can do better. #RedTide"
"6","These photos coming out of Southwest Florida are horrific. The green slime and red tide spreading from Lake O to Naples is killing sharks, dolphins, manatees  and hundreds of fish . https   twitter com rehm_tweets status 1023974774232498179",FALSE,"1024473161570631680","1024473161570631680",NA,"15518828",2018-08-01 01:53:30,"en","everyone","2008-07-21T18:36:22.000Z","Sharon Kennedy Wynne, entertainment & events writer, editor at the Tampa Bay Times @TB_Times. Mom, foodie, news junkie & fan of rollercoasters and theme parks","Sharon Kennedy Wynne",FALSE,"St. Petersburg, Fla.","SharonKWn","https://pbs.twimg.com/profile_images/744440755456966656/bid9_O7Z_normal.jpg",TRUE,NA,"https://t.co/nqGE2gcEFd",15,0,11,0,0,"26b27cadf61e2e58",2889,1296,15437,84,"These photos coming out of Southwest Florida are horrific. The green slime and red tide spreading from Lake O to Naples is killing sharks, dolphins, manatees  and hundreds of fish https://t.co/vpn8An7NHr"
"7","This is so heartbreaking to see along out #Florida Coast! #welivehere. #redtide. . https   twitter com ChristieoTV status 1025542458992746496",FALSE,"1025554150464077826","1025554150464077826",NA,"1531785438",2018-08-04 01:28:58,"en","everyone","2013-06-19T19:42:48.000Z","Travel 🛫 Photography 📸 Diving 🤿Boy Mom 💙 | Views are my own & retweets are not endorsements. 👍","Kristen 🇺🇸",FALSE,"Clearwater, FL","KristenTurzak","https://pbs.twimg.com/profile_images/1440462416978972685/UVef302G_normal.jpg",FALSE,"1403302257970515969",NA,0,0,1,0,0,"ab944f41faea7e2f",818,1757,30114,71,"This is so heartbreaking to see along out #Florida Coast! #welivehere. #redtide. https://t.co/nlBoYvYXAW"
"8","Cheers to a perfect beach day 🍻🏖🐬⛵️.....so thankful that the Red Tide is not at Clearwater Beach🌊🌞 @RealSaltLife @Pier60ClwBeach @BoatsBeachBars @FtLauderdaleSun @ronjons @OpalSandsResort @beachlifemind @DunedinBeach @mom2g08 @scottydavis . https   twitter com deenibikini status 1025872133170319362 photo 1",FALSE,"1025872133170319362","1025872133170319362",NA,"2564475435",2018-08-04 22:32:30,"en","everyone","2014-05-26T01:55:31.000Z","","ilovethebeach",FALSE,"Clearwater Beach, Florida","deenibikini","https://pbs.twimg.com/profile_images/470908304664064002/qPxqw9sP_normal.jpeg",FALSE,NA,NA,5,2,50,0,0,"700eeb799fa55a4b",310,220,1158,5,"Cheers to a perfect beach day 🍻🏖🐬⛵️.....so thankful that the Red Tide is not at Clearwater Beach🌊🌞 @RealSaltLife @Pier60ClwBeach @BoatsBeachBars @FtLauderdaleSun @ronjons @OpalSandsResort @beachlifemind @DunedinBeach @mom2g08 @scottydavis https://t.co/sBcAxISiQp"
"9","@deenibikini @RealSaltLife @Pier60ClwBeach @BoatsBeachBars @FtLauderdaleSun @ronjons @OpalSandsResort @beachlifemind @DunedinBeach @mom2g08 @scottydavis I love that beach! 💕. ",FALSE,"1025872133170319362","1025922238808248320","2564475435","786306083966951424",2018-08-05 01:51:37,"en","everyone","2016-10-12T20:42:34.000Z","Tree-hugger, digital marketer, fitness freak. Love beaches, sunsets, puppies, snakes & ice cold beer.","Mike Poynton",FALSE,"Costa Rica","MikePoynton","https://pbs.twimg.com/profile_images/1574809994624647169/dIgUKJPg_normal.jpg",FALSE,NA,NA,0,1,1,0,0,"01a1a2cf47d90e95",1528,891,13655,39,"@deenibikini @RealSaltLife @Pier60ClwBeach @BoatsBeachBars @FtLauderdaleSun @ronjons @OpalSandsResort @beachlifemind @DunedinBeach @mom2g08 @scottydavis I love that beach! 💕"
"10","@MikePoynton @RealSaltLife @Pier60ClwBeach @BoatsBeachBars @FtLauderdaleSun @ronjons @OpalSandsResort @beachlifemind @DunedinBeach @mom2g08 @scottydavis Me too😊 2 yrs ago we moved just over the Bridge so that we can be there in less than 10 minutes for a beach day or Sunsets🌅 👍🏼....loving the Beach life!🏖🌴🌊. ",FALSE,"1025872133170319362","1025925827656118272","786306083966951424","2564475435",2018-08-05 02:05:52,"en","everyone","2014-05-26T01:55:31.000Z","","ilovethebeach",FALSE,"Clearwater Beach, Florida","deenibikini","https://pbs.twimg.com/profile_images/470908304664064002/qPxqw9sP_normal.jpeg",FALSE,NA,NA,0,0,1,0,0,NA,310,220,1158,5,"@MikePoynton @RealSaltLife @Pier60ClwBeach @BoatsBeachBars @FtLauderdaleSun @ronjons @OpalSandsResort @beachlifemind @DunedinBeach @mom2g08 @scottydavis Me too😊 2 yrs ago we moved just over the Bridge so that we can be there in less than 10 minutes for a beach day or Sunsets🌅 👍🏼....loving the Beach life!🏖🌴🌊"
"11","@67Tuned @RealSaltLife @Pier60ClwBeach @BoatsBeachBars @FtLauderdaleSun @ronjons @OpalSandsResort @beachlifemind @DunedinBeach @mom2g08 @scottydavis Yes, it’s beautiful here..,No red tide !!The Gulf is perfect! Come on up and enjoy this beautiful Island....there so much to do here🏖🍹🏄🏼‍♀️🏝 . https   twitter com deenibikini status 1026194295630516224 photo 1",FALSE,"1025872133170319362","1026194295630516224","917006823831597056","2564475435",2018-08-05 19:52:40,"en","everyone","2014-05-26T01:55:31.000Z","","ilovethebeach",FALSE,"Clearwater Beach, Florida","deenibikini","https://pbs.twimg.com/profile_images/470908304664064002/qPxqw9sP_normal.jpeg",FALSE,NA,NA,4,0,20,0,0,"700eeb799fa55a4b",310,220,1158,5,"@67Tuned @RealSaltLife @Pier60ClwBeach @BoatsBeachBars @FtLauderdaleSun @ronjons @OpalSandsResort @beachlifemind @DunedinBeach @mom2g08 @scottydavis Yes, it’s beautiful here..,No red tide !!The Gulf is perfect! Come on up and enjoy this beautiful Island....there so much to do here🏖🍹🏄🏼‍♀️🏝 https://t.co/8ke0mKeBNd"
"12","@deenibikini @RealSaltLife @Pier60ClwBeach @BoatsBeachBars @FtLauderdaleSun @ronjons @OpalSandsResort @beachlifemind @DunedinBeach @mom2g08 @scottydavis TY ! Pls keep posting from CWB  👍🏻. ",FALSE,"1025872133170319362","1026566505629208576","2564475435","1709194201",2018-08-06 20:31:42,"en","everyone","2013-08-29T05:11:41.000Z","Mind of a Queen, heart of a warrior 

Don’t be a fool & presume to know me","queenB",FALSE,"305 @ ❤️ ","KENDALLKUBAN","https://pbs.twimg.com/profile_images/650791104514682880/gSDdTQVu_normal.jpg",FALSE,NA,NA,0,0,1,0,0,NA,792,47,71843,37,"@deenibikini @RealSaltLife @Pier60ClwBeach @BoatsBeachBars @FtLauderdaleSun @ronjons @OpalSandsResort @beachlifemind @DunedinBeach @mom2g08 @scottydavis TY ! Pls keep posting from CWB  👍🏻"
"13","@seaniep Damn Red Tide.. ",FALSE,"1027349933807034368","1027352488419254272","19985334","898374318",2018-08-09 00:34:55,"en","everyone","2012-10-22T20:45:37.000Z","Senior Electrical Designer 50+ years a Florida Resident.
Laugh EVERYDAY
Go Gators 🐊 Go Bucs 🏴‍☠️ Go Lightning⚡
I Fish, a lot. (R)","⚡OG",FALSE,"Mary Lou Lake","Randy_Shannon","https://pbs.twimg.com/profile_images/1588598511125364738/13ElujLv_normal.jpg",FALSE,NA,NA,0,0,0,0,0,"ab944f41faea7e2f",2087,1062,129682,67,"@seaniep Damn Red Tide."
"14","@PoppyHarlowCNN Follow up your red tide report and what can be done.  Talk to . http   www captainsforcleanwater org",FALSE,"1027555800766664704","1027555800766664704","69480815","174635774",2018-08-09 14:02:48,"en","everyone","2010-08-04T12:29:18.000Z","USCG Captain.            https://t.co/oSIhEymd4I Speedway Sparkplug 1973 Indiana Hoosier 1978","Thom Ray",FALSE,"Tarpon Springs, FL","TeemRay","https://pbs.twimg.com/profile_images/1336872693283647488/dB6OFrr8_normal.jpg",FALSE,"1109096980242939904","https://t.co/oSIhEymd4I",1,0,0,0,0,"4ad609c5e10fc033",70,257,463,1,"@PoppyHarlowCNN Follow up your red tide report and what can be done.  Talk to https://t.co/XqCwXwGuzH"
"15","POSTPONED
Due to the Red Tide that is currently making its way into Clearwater our Beach Baptisms will be postponed to a later date. Stay tuned! . https   twitter com Countryside_CC status 1027609019115085829 video 1",FALSE,"1027609019115085829","1027609019115085829",NA,"136502539",2018-08-09 17:34:16,"en","everyone","2010-04-24T03:45:37.000Z","Countryside Christian Church is a nondenominational church in Clearwater, Florida. We have a heart to serve people & reach them with the message of God's love.","Countryside",FALSE,"Clearwater, FL","Countryside_CC","https://pbs.twimg.com/profile_images/989557557701197824/pqZVzbvY_normal.jpg",FALSE,NA,"https://t.co/yl06K6QfhZ",0,0,1,0,0,"700eeb799fa55a4b",570,31,3732,3,"POSTPONED
Due to the Red Tide that is currently making its way into Clearwater our Beach Baptisms will be postponed to a later date. Stay tuned! https://t.co/ZFNqcBb6S1"
"16","Best news I've heard....#redtide . https   twitter com TrucleanCarpet status 1028279380458516480",FALSE,"1028279931892125696","1028279931892125696",NA,"427928463",2018-08-11 14:00:14,"en","everyone","2011-12-04T04:16:14.000Z","🌺Majored in biology, workin, have a degree in Design, DM me if interested in any design or art I put out, I can make anything custom to your needs📿🕯🦋🌷","Angie Dillman",FALSE,"Palm Harbor, FL","angiedillman22","https://pbs.twimg.com/profile_images/1299489665326743556/-dWVjWGW_normal.jpg",FALSE,"1484937206443966465",NA,0,0,0,0,0,"c5a8a3c8523b835e",38,89,1133,0,"Best news I've heard....#redtide https://t.co/mj91A3oJMD"
"17","This candidate for Florida governor is the only one taking money from Big Sugar despite algae bloom controversy  via @unhealthytruth. http   www healthnutnews com this candidate for florida governor is the only one taking money from big sugar despite algae bloom controversy",FALSE,"1028370387757871105","1028370387757871105",NA,"2900659636",2018-08-11 19:59:41,"en","everyone","2014-12-01T14:35:26.000Z","Retired from sales,widowed, from Col's, Ohio. Have 4 children, 8 grandchildren, 3 g-grand children.My youngest granddaughter (13 mo old)Alyssa passed Dec16,2014","Ann Sabatine",FALSE,"Florida","SabatineAnn","https://pbs.twimg.com/profile_images/934247477955440641/3Dxo_7Fj_normal.jpg",FALSE,"1016042597163438080",NA,0,0,1,1,0,"700eeb799fa55a4b",124,243,12818,4,"This candidate for Florida governor is the only one taking money from Big Sugar despite algae bloom controversy https://t.co/TWrOx28FEQ via @unhealthytruth"
"18","NBC: Erin Brockovich slams Florida officials over algae crisis: ‘Do your damn jobs’  via @unhealthytruth. http   www healthnutnews com erin brockovich slams florida officials over algae crisis do your damn jobs",FALSE,"1028372292416536576","1028372292416536576",NA,"2900659636",2018-08-11 20:07:15,"en","everyone","2014-12-01T14:35:26.000Z","Retired from sales,widowed, from Col's, Ohio. Have 4 children, 8 grandchildren, 3 g-grand children.My youngest granddaughter (13 mo old)Alyssa passed Dec16,2014","Ann Sabatine",FALSE,"Florida","SabatineAnn","https://pbs.twimg.com/profile_images/934247477955440641/3Dxo_7Fj_normal.jpg",FALSE,"1016042597163438080",NA,0,0,0,0,0,"700eeb799fa55a4b",124,243,12818,4,"NBC: Erin Brockovich slams Florida officials over algae crisis: ‘Do your damn jobs’ https://t.co/S0aX3jlRaz via @unhealthytruth"
"19","We may be struggling with this crazy algae bloom, but at least Florida's landscape has one less snake.. ",FALSE,"1028401029694541824","1028401029694541824",NA,"967120360721313792",2018-08-11 22:01:26,"en","everyone","2018-02-23T19:33:56.000Z","27 | finally happy | #athenaisthebestdogever | #beefybeauboy","Toni Brooke",FALSE,"North Fort Myers, FL","TobiNooke_","https://pbs.twimg.com/profile_images/1336147425044652033/sVu2ejSr_normal.jpg",FALSE,NA,NA,0,0,1,0,0,"e54569d90c7032c0",5,43,50,0,"We may be struggling with this crazy algae bloom, but at least Florida's landscape has one less snake."
"20","Had an awesome time at Clearwater Beach the other day! The water was refreshing and no red tide!
:
:
:
#RobFamVacation2018 #summervacation #summer #vacation #floridavacation #swimming… . https   www instagram com p BmY9u6FF1Hr",FALSE,"1028720975095971845","1028720975095971845",NA,"2594056208",2018-08-12 19:12:47,"en","everyone","2014-06-29T02:30:44.000Z","SCIF Manager | Instructor, Strat Guidance & Space Ops, USAFCENT, Shaw AFB, SC. Retired USAF, Husband/Father, NASCAR: RFK Racing, Team Penske & Wood Brothers!","Michael Robinson",FALSE,"Sumter, SC","RobinsonMikeD","https://pbs.twimg.com/profile_images/846922503775633408/6iUES1UP_normal.jpg",FALSE,NA,NA,0,0,0,0,0,"700eeb799fa55a4b",229,334,7956,8,"Had an awesome time at Clearwater Beach the other day! The water was refreshing and no red tide!
:
:
:
#RobFamVacation2018 #summervacation #summer #vacation #floridavacation #swimming… https://t.co/YKWLJRTwbw"
"21","Pictures of paula.l.robinson and me together at Clearwater Beach the other day! The water was refreshing and no red tide!
:
:
:
#RobFamVacation2018 #summervacation #summer #vacation… . https   www instagram com p BmZNwKSFXDB",FALSE,"1028755628662157318","1028755628662157318",NA,"2594056208",2018-08-12 21:30:29,"en","everyone","2014-06-29T02:30:44.000Z","SCIF Manager | Instructor, Strat Guidance & Space Ops, USAFCENT, Shaw AFB, SC. Retired USAF, Husband/Father, NASCAR: RFK Racing, Team Penske & Wood Brothers!","Michael Robinson",FALSE,"Sumter, SC","RobinsonMikeD","https://pbs.twimg.com/profile_images/846922503775633408/6iUES1UP_normal.jpg",FALSE,NA,NA,0,0,0,0,0,"700eeb799fa55a4b",229,334,7956,8,"Pictures of paula.l.robinson and me together at Clearwater Beach the other day! The water was refreshing and no red tide!
:
:
:
#RobFamVacation2018 #summervacation #summer #vacation… https://t.co/tHt7UBAIoc"
"22",". https   www gofundme com q93qxt red tide relief",FALSE,"1029470792894038016","1029470792894038016",NA,"901629682369667073",2018-08-14 20:52:18,"zxx","everyone","2017-08-27T02:17:22.000Z","Dive For A Cause Inc is a non-profit organization created to raise awareness about marine life, restore the gulf coast waters; cleaning debris &, building reefs","Dive For A Cause Inc.",FALSE,"Dunedin, FL","DiveForACause","https://pbs.twimg.com/profile_images/1029185051731390470/XwsGcA1V_normal.jpg",FALSE,"991948066566623232","https://t.co/y094YcS519",0,0,1,0,0,"608a091166e5ddb0",270,453,26,0,"https://t.co/20F0AFG9Wl"
"23","This candidate for Florida governor is the only one taking money from Big Sugar despite algae bloom controversy  via @unhealthytruth. http   www healthnutnews com this candidate for florida governor is the only one taking money from big sugar despite algae bloom controversy",FALSE,"1030379856742236161","1030379856742236161",NA,"2900659636",2018-08-17 09:04:36,"en","everyone","2014-12-01T14:35:26.000Z","Retired from sales,widowed, from Col's, Ohio. Have 4 children, 8 grandchildren, 3 g-grand children.My youngest granddaughter (13 mo old)Alyssa passed Dec16,2014","Ann Sabatine",FALSE,"Florida","SabatineAnn","https://pbs.twimg.com/profile_images/934247477955440641/3Dxo_7Fj_normal.jpg",FALSE,"1016042597163438080",NA,0,0,0,0,0,"4ad609c5e10fc033",124,243,12818,4,"This candidate for Florida governor is the only one taking money from Big Sugar despite algae bloom controversy https://t.co/TWrOx28FEQ via @unhealthytruth"
"24","""Breakout of harmful red tide algae spreads throughout Florida waters""  . https   twitter com i events 1030493762575724544",FALSE,"1030542933500542976","1030542933500542976",NA,"52130238",2018-08-17 19:52:36,"en","everyone","2009-06-29T17:51:39.000Z","✝️. Twins by Birth, Rays at Heart.💞 @UF M.S.🐊🐊 USF Alums.🤘🤘Rays, Rowdies & Bucs Marketing. @RaysTwinChristy @RaysTwinLizzie #RaysUp #ChampaBay","💙⚾️ Christina/Elizabeth 💙💥",FALSE,"Clearwater Beach| St.Pete 😎🌴","TBRaysTwins","https://pbs.twimg.com/profile_images/1597108176989691904/7Q_6GUmL_normal.jpg",FALSE,"1623649151878631424","https://t.co/l96UXiHtSb",0,0,0,0,0,"700eeb799fa55a4b",3648,4734,293670,113,"""Breakout of harmful red tide algae spreads throughout Florida waters""  https://t.co/ghBXFoYAcW"
"25","@WillisStalemate @NWSMiami Never like this! Red tide is one thing, but this is much more then red tide...but they keep blaming it on red tide. #Bigsugar #Greed #fertilizerrunoff. ",FALSE,"1030453344236650498","1030671006048964610","722883702","1508694284",2018-08-18 04:21:31,"en","everyone","2013-06-12T04:10:23.000Z","Gemini ~Creative ~My passion~Living a positive lifestyle Body~Mind~Spirit.  Dog Mom 🐾🐾","Trinity",FALSE,"Florida","trinityg35","https://pbs.twimg.com/profile_images/913978774793986048/sKpMfCaL_normal.jpg",FALSE,"1603921210307497986",NA,0,0,0,0,0,"c5a8a3c8523b835e",1010,2341,10735,62,"@WillisStalemate @NWSMiami Never like this! Red tide is one thing, but this is much more then red tide...but they keep blaming it on red tide. #Bigsugar #Greed #fertilizerrunoff"
"26","Florida's toxic red tide: These are the scientists on the front lines of...  via @YouTube. https   www youtube com watch",FALSE,"1030676538704965633","1030676538704965633",NA,"1508694284",2018-08-18 04:43:30,"en","everyone","2013-06-12T04:10:23.000Z","Gemini ~Creative ~My passion~Living a positive lifestyle Body~Mind~Spirit.  Dog Mom 🐾🐾","Trinity",FALSE,"Florida","trinityg35","https://pbs.twimg.com/profile_images/913978774793986048/sKpMfCaL_normal.jpg",FALSE,"1603921210307497986",NA,0,0,0,0,0,"c5a8a3c8523b835e",1010,2341,10735,62,"Florida's toxic red tide: These are the scientists on the front lines of... https://t.co/oEjXXR9BO6 via @YouTube"
"27","@DrewOnTheRadio @SethKush Is Mercury in retrograde or is the red tide polluting our collective minds?  What is happening today??? #DGL #LOD. ",FALSE,"1031983180616740867","1031983180616740867","121461116","16474630",2018-08-21 19:15:38,"en","everyone","2008-09-26T20:54:01.000Z","I Love America.  Let's talk politics, sports, and entertainment.  #GoVols, #ChiefsKingdom, #MFFL, #AEW. When I die - turn my tweets into a book. - Gina Linetti","Torrey M. Spears 🇺🇸",FALSE,"Myakka City, FL","torreymspears","https://pbs.twimg.com/profile_images/1613206128027918336/FwMBQFCa_normal.jpg",FALSE,"962317800575586304","https://t.co/Y1r5xbxp4S",0,0,1,0,0,"c5a8a3c8523b835e",4369,5001,100397,82,"@DrewOnTheRadio @SethKush Is Mercury in retrograde or is the red tide polluting our collective minds?  What is happening today??? #DGL #LOD"
"28","No red tide in Clearwater @ Clearwater Beach . https   www instagram com p BmwhselHnBjDp1KQ4e04DeixPvzYbju2Q7RF3k0",FALSE,"1032036450827730946","1032036450827730946",NA,"304023921",2018-08-21 22:47:18,"en","everyone","2011-05-23T20:11:57.000Z","Grateful to be a child of God and a mom!!  💜🙏💖","Juls",FALSE,"Wisconsin, USA","julieclaudette","https://pbs.twimg.com/profile_images/745549225941839872/9hteQigG_normal.jpg",FALSE,NA,NA,0,0,0,0,0,"700eeb799fa55a4b",14,172,410,0,"No red tide in Clearwater @ Clearwater Beach https://t.co/QjPm1JOyOS"
"29","I'm glad to report that there are no fish right now. #RedTide #floridalife🌴 @ Dunedin Causeway Bridge . https   www instagram com p Bm1WeRYgj0n",FALSE,"1032715565373251584","1032715565373251584",NA,"16137861",2018-08-23 19:45:52,"en","everyone","2008-09-05T00:44:25.000Z","1 son & 5 furbabies. Disney dreamer, lead-foot and a potty-mouth. I cook, craft and hope to have a garden & chickens someday. @orange_smiles_handmade on IG","Kim N Williams",FALSE,"Columbus, OH","BabyTease","https://pbs.twimg.com/profile_images/469292674558619648/N0SaLxEk_normal.jpeg",FALSE,NA,NA,0,0,0,0,0,"608a091166e5ddb0",302,420,5687,23,"I'm glad to report that there are no fish right now. #RedTide #floridalife🌴 @ Dunedin Causeway Bridge https://t.co/u68HvVpgT5"
"30","Love the water!! No red Tide today #businessleaders #realestate #realestatebroker #realestateagent #realtors #clearwater #florida #fun #businesswoman #author #speakers #women… . https   www instagram com p Bm_uP8vlk6y",FALSE,"1034175121060229120","1034175121060229120",NA,"2456862402",2018-08-27 20:25:37,"en","everyone","2014-04-21T16:55:34.000Z","...Where #Business #Peace and #Abundance Emerge!
 Kim Ha’ Campbell is #Author of  the book Inner Peace Outer Abundance #ipoa #innerpeaceouterabundance","Kim Ha Campbell",FALSE,"Atlanta, GA","KimHaCampbell","https://pbs.twimg.com/profile_images/1039194204126109696/6PLt0mtO_normal.jpg",FALSE,NA,"https://t.co/ApHnUpEe3N",0,0,0,0,0,"700eeb799fa55a4b",2351,89,662,16,"Love the water!! No red Tide today #businessleaders #realestate #realestatebroker #realestateagent #realtors #clearwater #florida #fun #businesswoman #author #speakers #women… https://t.co/dGOhaSWDfo"
"31","Florida is beautiful. And Clearwater Beach has NO red tide . https   twitter com DLynnFisher status 1035284884514893824 photo 1",FALSE,"1035284884514893824","1035284884514893824",NA,"3903047592",2018-08-30 21:55:25,"en","everyone","2015-10-15T13:28:10.000Z","Educator, Emergency Manager and sometimes too loud. Opinions are my own. Just trying to make a positive change. Austin Peay State University #LetsGoPeay","faux Lynn Fisher",FALSE,"Clarksville, TN","DLynnFisher","https://pbs.twimg.com/profile_images/1584001027816177664/lmKAkqze_normal.jpg",FALSE,"1081720271646670848",NA,0,0,4,0,0,"700eeb799fa55a4b",592,938,10467,13,"Florida is beautiful. And Clearwater Beach has NO red tide https://t.co/BrPJr5aUmp"
"32","JESUS blood is the RED TIDE of liquid love for blessing for all who believe! . https   twitter com KofikoshieS status 1036262531550068736 photo 1",FALSE,"1036262531550068736","1036262531550068736",NA,"380467323",2018-09-02 14:40:15,"en","everyone","2011-09-26T18:04:58.000Z","International Evangelist, Author, song Writer, Comedian, photographer, clothes designer, husband, Founder of Emmanuel Laborers Ministries International.","EmmanuelLaborersMin.",FALSE,"Ghana/USA","KofikoshieS","https://pbs.twimg.com/profile_images/1422714547287298055/vkptH7Bv_normal.jpg",FALSE,"905475162266578945","https://t.co/Lw7sPpjb9a",0,0,1,0,0,"608a091166e5ddb0",104,425,2357,4,"JESUS blood is the RED TIDE of liquid love for blessing for all who believe! https://t.co/2GnFW5b8mv"
"33","@franciedol Hi there! As of right now, there are only low concentrations of Red Tide in the southern tip of Pinellas County, and no obvious signs of it on our beaches. You can view an up to date map of affected areas at . http   myfwc com redtidestatus",FALSE,"1037338022902157313","1037413928832303104","19297439","23946417",2018-09-05 18:55:29,"en","everyone","2009-03-12T13:30:09.000Z","Let’s make every day a beach day. Let’s reconnect. Let’s dig in al fresco. Let’s marvel at masterpieces. Let’s shine in St. Pete/Clearwater, Florida.  ☀️🌴🏖","St. Pete/Clearwater",FALSE,"St. Pete/Clearwater, Florida","VSPC","https://pbs.twimg.com/profile_images/1549488179962695680/UvApv2TZ_normal.jpg",TRUE,NA,"https://t.co/qXsheaB3Vm",0,1,1,0,0,"608a091166e5ddb0",107277,2618,53483,855,"@franciedol Hi there! As of right now, there are only low concentrations of Red Tide in the southern tip of Pinellas County, and no obvious signs of it on our beaches. You can view an up to date map of affected areas at https://t.co/GfhUFd0dCv"
"34","SEN Nelson FYI RED TIDE WAS RECORDED IN FLA IN THE 16th CENTURY AND EVER SINCE. YOU MAY HAVE BEEN AROUND THEN BUT TO BLAME GOV SCOTT FOR IT IS JUST STUPID AND SHOWS YOU SHOULD THINK RETIREMENT.. ",FALSE,"1038059234586443777","1038059234586443777",NA,"730141045191741440",2018-09-07 13:39:42,"en","everyone","2016-05-10T21:02:45.000Z","culture and community!","cheddacoin",FALSE,"metaverse","cheddacoin","https://pbs.twimg.com/profile_images/1482982447029493763/ASTbnCX5_normal.jpg",FALSE,NA,NA,1,0,1,0,0,"c5a8a3c8523b835e",2093,155,47645,50,"SEN Nelson FYI RED TIDE WAS RECORDED IN FLA IN THE 16th CENTURY AND EVER SINCE. YOU MAY HAVE BEEN AROUND THEN BUT TO BLAME GOV SCOTT FOR IT IS JUST STUPID AND SHOWS YOU SHOULD THINK RETIREMENT."
