"","text","in_reply_to_user_id","possibly_sensitive","created_at.x","reply_settings","conversation_id","author_id","lang","id","protected","pinned_tweet_id","url","profile_image_url","verified","username","created_at.y","name","description","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","withheld.x_copyright","text_with_display_links","reply.to.thread.no.term"
"310","RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
. https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",NA,FALSE,2021-04-04 14:41:57,"everyone","1378719493892009991","2531301415","en","1378719493892009991",FALSE,NA,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"SansonTabuto","2014-05-29T01:38:13.000Z","June Sanson","",NA,9,0,0,0,0,60,91,12153,0,NA,NA,"RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
https://t.co/VTJaDhx4Zg",FALSE
"311","RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
. https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",NA,FALSE,2021-04-04 14:45:58,"everyone","1378720506514305034","1203696542214811648","en","1378720506514305034",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1540832730753093632/F8QWGNlz_normal.jpg",FALSE,"maryhur62009222","2019-12-08T15:23:30.000Z","MaryHurley#13☮️🌊🇺🇸","PFLAG Mom🏳️‍⚧️Grandma fighting to keep our democracy alive. 🍀Love family, country and my dog. #WeAreHumans #TransRightsAreHumanRights #Autism #Nurses RNBSN",NA,9,0,0,0,0,1553,4337,116441,2,NA,NA,"RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
https://t.co/VTJaDhx4Zg",FALSE
"312","RT @wjxt4: Officials in Florida ordered more than 300 homes to be evacuated and closed off a highway Saturday near the large reservoir in the Tampa Bay area north of Bradenton. . https   www news4jax com news florida 2021 04 03 leak at wastewater pond prompts evacuations in florida",NA,FALSE,2021-04-04 14:46:19,"everyone","1378720595018444800","16630960","en","1378720595018444800",FALSE,NA,"https://t.co/rqBsJaMkS5","https://pbs.twimg.com/profile_images/1057420179397849088/In1C2752_normal.jpg",TRUE,"StaceyReadout","2008-10-07T15:08:19.000Z","Stacey Readout","Assistant News Director at @WJXT4. @UFJSchool alumna. North Florida native. Real redhead.","Jacksonville, FL",1,0,0,0,0,2023,1122,10039,71,NA,NA,"RT @wjxt4: Officials in Florida ordered more than 300 homes to be evacuated and closed off a highway Saturday near the large reservoir in the Tampa Bay area north of Bradenton. https://t.co/EiSnO5XdWL",FALSE
"313","RT @SierraClubFL: It's not the 1st fear of an “imminent” collapse of a reservoir at #PineyPoint #phosphate plant in #ManateeCounty, not the 1st time sending contaminated wastewater to #TampaBay thru #PortManatee
. https   www tampabay com news breaking news 2021 04 03 old tampa bay phosphate plant leak grows more dire prompting highway closure",NA,FALSE,2021-04-04 14:48:13,"everyone","1378721070807621633","1364231618789924870","en","1378721070807621633",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1587216135656652800/MwI5vFHL_normal.jpg",FALSE,"VelmaCa27874512","2021-02-23T15:18:23.000Z","Velma Campbell","",NA,9,0,0,0,0,58,299,1883,2,NA,NA,"RT @SierraClubFL: It's not the 1st fear of an “imminent” collapse of a reservoir at #PineyPoint #phosphate plant in #ManateeCounty, not the 1st time sending contaminated wastewater to #TampaBay thru #PortManatee
https://t.co/wJhK7LkVTl",FALSE
"314","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",NA,FALSE,2021-04-04 14:57:26,"everyone","1378723391646035973","1108563509225242624","en","1378723391646035973",FALSE,"1192551694996869120",NA,"https://pbs.twimg.com/profile_images/1188555555343699968/epBo-_au_normal.jpg",FALSE,"Allen58B","2019-03-21T02:58:31.000Z","💖Allen58VoteBlue #TakingBackAmerica","❤️my family! Resist #UniteAmerica #JailGOPTraitors #StrongerTogether #TaxTheRich #FightGOPFascism Hopes&Prayers Kill American’s FU-NRA/GOP","Los Angeles, CA",76,0,0,0,0,50489,43377,104771,27,NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"315","@SierraClubFL Another example of putting corporate profits &amp; political expediency before frontline communities' health &amp; environmental science, regulation! No good way to deal with this now, only to limit damage. Demand regulation, enforcement, real community input.. ","3153233060",FALSE,2021-04-04 14:57:32,"everyone","1378578427956051969","1364231618789924870","en","1378723414253309955",FALSE,"1644386101262692352",NA,"https://pbs.twimg.com/profile_images/1587216135656652800/MwI5vFHL_normal.jpg",FALSE,"VelmaCa27874512","2021-02-23T15:18:23.000Z","Velma Campbell","",NA,0,0,1,0,0,69,309,2101,2,NA,NA,"@SierraClubFL Another example of putting corporate profits &amp; political expediency before frontline communities' health &amp; environmental science, regulation! No good way to deal with this now, only to limit damage. Demand regulation, enforcement, real community input.",TRUE
"316","Another example putting corporate profits &amp; political expediency before frontline communities' health &amp; environmental science, regulation! Demand real science, people before profits, make the polluters pay.. ","1364231618789924870",FALSE,2021-04-04 15:01:49,"everyone","1378718894651625476","1364231618789924870","en","1378724495700099075",FALSE,"1644386101262692352",NA,"https://pbs.twimg.com/profile_images/1587216135656652800/MwI5vFHL_normal.jpg",FALSE,"VelmaCa27874512","2021-02-23T15:18:23.000Z","Velma Campbell","",NA,0,0,0,0,0,69,309,2101,2,NA,NA,"Another example putting corporate profits &amp; political expediency before frontline communities' health &amp; environmental science, regulation! Demand real science, people before profits, make the polluters pay.",TRUE
"317","RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
. https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",NA,FALSE,2021-04-04 15:07:40,"everyone","1378725964994109442","1341883995215208448","en","1378725964994109442",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1440751325801680905/J_krVLmu_normal.jpg",FALSE,"Nemeton18","2020-12-23T23:12:01.000Z","Nemeton","I am open to reason. I make maps, write, teach, make public mosaic art and ranch. Blocked by Ken Paxton. No lists please","San Francisco, CA",9,0,0,0,0,1987,2351,137734,2,NA,NA,"RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
https://t.co/VTJaDhx4Zg",FALSE
"318","RT @GreenNewsReport: Toxic legacy of decades of chemical farming driven by the corporate ag industry.
Hope @USDA is devoting immediate research $$ to find/fund/transition to solutions that solve lifecycle problems + clean up legacy pollution.
When you know better you do better
. https   www wfla com news local news manatee county stacks water and waste what the piney point leak means for tampa bay",NA,FALSE,2021-04-04 15:09:05,"everyone","1378726324714438663","67937047","en","1378726324714438663",FALSE,NA,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"kbplitt","2009-08-22T17:29:25.000Z","Kathryn Plitt","",NA,2,0,0,0,0,219,238,210178,22,NA,NA,"RT @GreenNewsReport: Toxic legacy of decades of chemical farming driven by the corporate ag industry.
Hope @USDA is devoting immediate research $$ to find/fund/transition to solutions that solve lifecycle problems + clean up legacy pollution.
When you know better you do better
https://t.co/sQDLicCVuI",FALSE
"319","Florida residents are evacuated, after a significant leak at a large pond of wastewater was discovered on Friday at the old Piney Point phosphate mine in the Tampa Bay area north of Bradenton, Officials said the break was detected, &amp; residents were told a collapse was 'imminent', . https   twitter com KMedefer status 1378728167217717254 video 1",NA,FALSE,2021-04-04 15:16:25,"everyone","1378728167217717254","1313023513146597377","en","1378728167217717254",FALSE,"1506679095370862593",NA,"https://pbs.twimg.com/profile_images/1313874620399996930/JxAcx5NQ_normal.jpg",FALSE,"KMedefer","2020-10-05T07:49:59.000Z","@KassMedefer","Prof. Business Analytic & Strategy “Senior ReInfrastructure Consultant “ “Follow”@realDonaldTrump , This Acct. would “write the truth & nothing but the truth”","Hawaii, USA",2,0,3,1,0,341,406,16366,3,NA,NA,"Florida residents are evacuated, after a significant leak at a large pond of wastewater was discovered on Friday at the old Piney Point phosphate mine in the Tampa Bay area north of Bradenton, Officials said the break was detected, &amp; residents were told a collapse was 'imminent', https://t.co/S2VSYYKGgw",FALSE
"320","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",NA,FALSE,2021-04-04 15:19:46,"everyone","1378729009324777477","966343902960775169","en","1378729009324777477",FALSE,"969385908175646720",NA,"https://pbs.twimg.com/profile_images/1373870141033746437/Cu-c3SL0_normal.jpg",FALSE,"FancyNancy2018","2018-02-21T16:08:35.000Z","Nancy R. Jones","MAGA Will be blocked. I don’t deal with lunatics.we must defeat the GOP in 22. #Resistance #GOPIsDead #BanAssaultWeapons Expand the supreme court. Hang traitors","California, USA",76,0,0,0,0,5518,5784,165559,12,NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"321","RT @KMedefer: Florida residents are evacuated, after a significant leak at a large pond of wastewater was discovered on Friday at the old Piney Point phosphate mine in the Tampa Bay area north of Bradenton, Officials said the break was detected, &amp; residents were told a collapse was 'imminent', . https   twitter com KMedefer status 1378728167217717254 video 1",NA,FALSE,2021-04-04 15:23:47,"everyone","1378730023708995588","22852908","en","1378730023708995588",FALSE,"1146913721580740609",NA,"https://pbs.twimg.com/profile_images/1108239879127924737/B03hU8Hc_normal.jpg",FALSE,"Jynxetta","2009-03-05T00:25:59.000Z","Jynxetta","Currently plague-free but subject to the occasional heresy. Will marry for titles or large tracts of land: chivalry a must, no poncey troubadours need apply. Ⓥ","Cleaning something, somewhere",2,0,0,0,0,2768,3319,99388,56,NA,NA,"RT @KMedefer: Florida residents are evacuated, after a significant leak at a large pond of wastewater was discovered on Friday at the old Piney Point phosphate mine in the Tampa Bay area north of Bradenton, Officials said the break was detected, &amp; residents were told a collapse was 'imminent', https://t.co/S2VSYYKGgw",FALSE
"322","#BreakingNews: Florida Gov. declares state of emergency for 3 Tampa Bay counties amid threat of acid wastewater leak. FL Dept. of Environmental Protection: ‘Water in the storage ponds at the Piney Point reservoir site is acidic but not radioactive.’👇
. https   www wfla com news local news manatee county us 41 closed evacuations underway near piney point with wastewater collapse imminent",NA,FALSE,2021-04-04 15:34:10,"everyone","1378732634466091009","939714944144232449","en","1378732634466091009",FALSE,"1386722976444387332",NA,"https://pbs.twimg.com/profile_images/1590421173690458112/8PFZOIwo_normal.jpg",FALSE,"jf_darwin","2017-12-10T04:34:36.000Z","🎄Darwin🎄","Journalism matters. Anchor/reporter @IHeartMedia/@24_7_News. CBS Radio alum; co-creator of AOL Local News: Can you say, “Dial-up?”🌈Ally.","Left Coast, USA🇺🇸",0,0,0,0,0,5352,5196,13907,9,NA,NA,"#BreakingNews: Florida Gov. declares state of emergency for 3 Tampa Bay counties amid threat of acid wastewater leak. FL Dept. of Environmental Protection: ‘Water in the storage ponds at the Piney Point reservoir site is acidic but not radioactive.’👇
https://t.co/YcKwSmVu3p",FALSE
"323","Gov. Ron DeSantis took aerial tour over the area affected by the #PineyPoint phosphogypsum stack emergency. This past Wed I went by boat to Port Manatee where millions of gallons of wastewater have been dumped into Tampa Bay since March 30.
  . https   www wfla com news local news manatee county us 41 closed evacuations underway near piney point with wastewater collapse imminent. https   twitter com WFLAJustin status 1378733774255570945 photo 1. https   twitter com GovRonDeSantis status 1378731386031505410","34216888",FALSE,2021-04-04 15:38:42,"everyone","1378728101757255680","34216888","en","1378733774255570945",FALSE,NA,"https://t.co/aQTGz1XGdq","https://pbs.twimg.com/profile_images/1442293459310682116/V8gJ-TY4_normal.jpg",TRUE,"WFLAJustin","2009-04-22T07:40:23.000Z","Justin Schecker","@WFLA News Channel 8 Reporter jschecker@wfla.com","Tampa, FL",3,0,3,0,0,6002,3292,20023,114,"dc62519fda13b4ec",NA,"Gov. Ron DeSantis took aerial tour over the area affected by the #PineyPoint phosphogypsum stack emergency. This past Wed I went by boat to Port Manatee where millions of gallons of wastewater have been dumped into Tampa Bay since March 30.
https://t.co/n6DeA9GVhQ https://t.co/7ODawe4qcu https://t.co/CeLqYTz8yR",FALSE
"324","RT @WFLAJustin: Gov. Ron DeSantis took aerial tour over the area affected by the #PineyPoint phosphogypsum stack emergency. This past Wed I went by boat to Port Manatee where millions of gallons of wastewater have been dumped into Tampa Bay since March 30.
  . https   www wfla com news local news manatee county us 41 closed evacuations underway near piney point with wastewater collapse imminent. https   twitter com WFLAJustin status 1378733774255570945 photo 1. https   twitter com GovRonDeSantis status 1378731386031505410",NA,FALSE,2021-04-04 15:46:19,"everyone","1378735694596730880","890305762060357634","en","1378735694596730880",FALSE,"1059553994459283458",NA,"https://pbs.twimg.com/profile_images/1476945118745841664/zOEtCU_n_normal.jpg",FALSE,"S_Maggie_Nic","2017-07-26T20:20:09.000Z","Lyn #VotedBlueInFlaDUH","NO FollowBack RESISTER LISTS. I vet before following back. Mostly I share Fla news. #LyreHarp player || #TheResistance #DeathSantis #ArrestTrump #RemoveRon","Central Florida, USA",3,0,0,0,0,812,821,152865,0,NA,NA,"RT @WFLAJustin: Gov. Ron DeSantis took aerial tour over the area affected by the #PineyPoint phosphogypsum stack emergency. This past Wed I went by boat to Port Manatee where millions of gallons of wastewater have been dumped into Tampa Bay since March 30.
https://t.co/n6DeA9GVhQ https://t.co/7ODawe4qcu https://t.co/CeLqYTz8yR",FALSE
"325","RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
. https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",NA,FALSE,2021-04-04 16:04:56,"everyone","1378740376241111040","842751167448989697","en","1378740376241111040",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1226216709750743040/FDoymFpp_normal.jpg",FALSE,"thebeach345","2017-03-17T14:55:10.000Z","atthebeach345 🌻","Progressive by nature, pragmatist by necessity. Atheist. Don't come at me with your Mensa. I'll laugh. Truth hurts.     
Find me at: https://t.co/cLeqMRSLqP","fascist occupied Florida",9,0,0,0,0,7517,5792,96202,1,NA,NA,"RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
https://t.co/VTJaDhx4Zg",FALSE
"326","RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
. https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",NA,FALSE,2021-04-04 16:21:49,"everyone","1378744624634859527","876558081026600963","en","1378744624634859527",FALSE,"1541716266938949635",NA,"https://pbs.twimg.com/profile_images/1483270639754620929/FCT5O6Ux_normal.jpg",FALSE,"Norberta36","2017-06-18T21:51:46.000Z","🐉","none","None",9,0,0,0,0,18145,20172,320657,8,NA,NA,"RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
https://t.co/VTJaDhx4Zg",FALSE
"327","RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
. https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",NA,FALSE,2021-04-04 16:41:16,"everyone","1378749520511557641","134222334","en","1378749520511557641",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1607127001000968192/uuRz9x-Z_normal.jpg",FALSE,"ccaspen","2010-04-17T20:09:02.000Z","CC rocky mtns","Life in Aspen along with some comments on politics, climate issues and adoration of all animals.","aspen",9,0,0,0,0,1323,1545,386076,7,NA,NA,"RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
https://t.co/VTJaDhx4Zg",FALSE
"328","Florida faces 'imminent' pollution catastrophe from phosphate mine pond: * Millions of gallons of toxic wastewater pumped into Tampa Bay * Governor DeSantis at scene as ‘20ft wall of water’ is feared Work crews were pumping millions of gallons of…  . https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis. https   twitter com saveayear status 1378751226754465793 photo 1",NA,FALSE,2021-04-04 16:48:03,"everyone","1378751226754465793","241240275","en","1378751226754465793",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1432691954685399052/6Opuvx_z_normal.jpg",FALSE,"saveayear","2011-01-21T20:04:11.000Z","#SaveAYear","Hibernation by Random Forest on repeat... @aaronanddavid @Echelon_Effect","Pale Blue Dot",1,0,2,1,0,7573,61,50960,150,NA,NA,"Florida faces 'imminent' pollution catastrophe from phosphate mine pond: * Millions of gallons of toxic wastewater pumped into Tampa Bay * Governor DeSantis at scene as ‘20ft wall of water’ is feared Work crews were pumping millions of gallons of… https://t.co/GOh7Mw3vSV https://t.co/XFZD1DOfZg",FALSE
"329","RT @saveayear: Florida faces 'imminent' pollution catastrophe from phosphate mine pond: * Millions of gallons of toxic wastewater pumped into Tampa Bay * Governor DeSantis at scene as ‘20ft wall of water’ is feared Work crews were pumping millions of gallons of…  . https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis. https   twitter com saveayear status 1378751226754465793 photo 1",NA,FALSE,2021-04-04 16:56:47,"everyone","1378753424431280129","1003037424895705089","en","1378753424431280129",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1558535491972059136/_veqpRAU_normal.jpg",FALSE,"PamAdam67507224","2018-06-02T22:15:32.000Z","Pam Adams ☮️💙","Mother Earth is Displeased, Leadership requires Courage, Against Deliberate Disinformation, MORE Snarky these days, #catsonTwitter, Vaxed/boosted/masked🌻🇺🇦","CALIFORNA",1,0,0,0,0,1070,2698,125989,2,NA,NA,"RT @saveayear: Florida faces 'imminent' pollution catastrophe from phosphate mine pond: * Millions of gallons of toxic wastewater pumped into Tampa Bay * Governor DeSantis at scene as ‘20ft wall of water’ is feared Work crews were pumping millions of gallons of… https://t.co/GOh7Mw3vSV https://t.co/XFZD1DOfZg",FALSE
"330","Officials in Florida ordered more than 300 homes to be evacuated and closed off a highway Saturday near the large reservoir in the Tampa Bay area north of Bradenton. . https   www toledoblade com news nation 2021 04 04 Leak at wastewater pond prompts evacuations in Florida 1 stories 20210404138",NA,FALSE,2021-04-04 16:56:49,"everyone","1378753436498456579","22795270","en","1378753436498456579",FALSE,NA,"https://t.co/d6PhD9o6kb","https://pbs.twimg.com/profile_images/913044458106703872/Ke3DeIB6_normal.jpg",TRUE,"toledonews","2009-03-04T16:29:50.000Z","The Blade","The Blade, a Pulitzer Prize-winning newspaper, has been NW Ohio and SE Michigan top news source since 1835. #BladeNews #BladeNewsSlide 📰📲","Toledo, OH",0,0,1,0,0,82179,664,168871,812,NA,NA,"Officials in Florida ordered more than 300 homes to be evacuated and closed off a highway Saturday near the large reservoir in the Tampa Bay area north of Bradenton. https://t.co/vRURxf9tne",FALSE
"331","@BN9 Meanwhile, DeSantis is still promoting Florida tourism.. ","17308428",FALSE,2021-04-04 16:58:51,"everyone","1378466765248868353","1963856761","en","1378753945515008004",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/378800000603174487/6889a045c725889cf4fcbcd683f341b6_normal.jpeg",FALSE,"Tiffany2Martini","2013-10-16T02:50:31.000Z","Tiffany Martinez","",NA,0,1,1,0,0,14,103,19,1,NA,NA,"@BN9 Meanwhile, DeSantis is still promoting Florida tourism.",TRUE
"332","@TampaWoman1965 @BsAuntie @BN9 No it isn’t. It was closed in 2001 and the land owners have been working with local officials to mitigate the stacks since. Stop being dumb.. ","1348672208311345153",FALSE,2021-04-04 16:58:55,"everyone","1378466765248868353","713354963926188034","en","1378753964846485504",FALSE,"1645802808598466560",NA,"https://pbs.twimg.com/profile_images/1610280764595212292/xd1cwL0s_normal.jpg",TRUE,"HighwayToTheDZ","2016-03-25T13:20:51.000Z","DangerZone","Application developer. GenX. Not a trump fan so try another argument. Im not paying for blue. No idea why I have the badge because I canceled. 🧐","Florida, USA",0,0,0,0,0,1176,400,18830,10,NA,NA,"@TampaWoman1965 @BsAuntie @BN9 No it isn’t. It was closed in 2001 and the land owners have been working with local officials to mitigate the stacks since. Stop being dumb.",TRUE
"333","@JillayneMC @BN9 @Jen_Raz206 The local representatives voted 6-1 to fix it. Partisan stupidity like this is lame as fuck. Republicans live here to, asswipe.. ","839831601248788480",FALSE,2021-04-04 17:00:29,"everyone","1378466765248868353","713354963926188034","en","1378754356678377477",FALSE,"1645802808598466560",NA,"https://pbs.twimg.com/profile_images/1610280764595212292/xd1cwL0s_normal.jpg",TRUE,"HighwayToTheDZ","2016-03-25T13:20:51.000Z","DangerZone","Application developer. GenX. Not a trump fan so try another argument. Im not paying for blue. No idea why I have the badge because I canceled. 🧐","Florida, USA",0,0,0,0,0,1176,400,18830,10,NA,NA,"@JillayneMC @BN9 @Jen_Raz206 The local representatives voted 6-1 to fix it. Partisan stupidity like this is lame as fuck. Republicans live here to, asswipe.",TRUE
"334","RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
. https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",NA,FALSE,2021-04-04 17:00:46,"everyone","1378754428711415812","975748578164527105","en","1378754428711415812",FALSE,NA,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"johz71","2018-03-19T14:59:24.000Z","johz71","",NA,9,0,0,0,0,82,209,4094,0,NA,NA,"RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
https://t.co/VTJaDhx4Zg",FALSE
"335","Work crews were pumping millions of gallons of contaminated wastewater into an ecologically sensitive Florida bay on Sunday, as they tried to prevent the “imminent” collapse of a storage reservoir at an old phosphate mine. . https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-04 17:30:12,"everyone","1378761835160145920","21942479","en","1378761835160145920",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1348071487295655937/QrKXAG7u_normal.jpg",TRUE,"dahaar","2009-02-26T00:06:30.000Z","Dan Haar","Chicago Sun-Times, breaking news editor","Chicago",1,0,0,0,0,2492,66,14267,144,NA,NA,"Work crews were pumping millions of gallons of contaminated wastewater into an ecologically sensitive Florida bay on Sunday, as they tried to prevent the “imminent” collapse of a storage reservoir at an old phosphate mine. https://t.co/W8NjqVdPxZ",FALSE
"336","RT @WFLAJustin: ""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack.  @WFLA . https   www wfla com news local news manatee county release of polluted water into tampa bay following piney point leak prompts environmental economic concerns. https   twitter com WFLAJustin status 1377458917677146117 video 1",NA,FALSE,2021-04-04 17:31:06,"everyone","1378762064030748673","1101605554449989633","en","1378762064030748673",FALSE,"1466451765948264452",NA,"https://pbs.twimg.com/profile_images/1510497944579022850/l8rLOb-0_normal.jpg",FALSE,"chavabell","2019-03-01T22:10:05.000Z","Ruth ✡️🇺🇦#BLM🇺🇸NOLISTS#istandwithukraine","I love gardening, my rescue dog, my kitty. Author and illustrator. https://t.co/Y8cLt7EU2y","Rooville",25,0,0,0,0,2103,1818,156546,10,NA,NA,"RT @WFLAJustin: ""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack. https://t.co/hWZHARIslY @WFLA https://t.co/7g1mtfzt3l",FALSE
"337","Tampa Bay Evacuation Order? Bay stares down environmental disaster from Piney Point phosphate plant . https   ca news yahoo com florida emergency toxic wastewater leak 121131234 htmlTampa. https   www axios com tampa bay manatee county evacuation piney point phosphate plant",NA,FALSE,2021-04-04 17:31:39,"everyone","1378762199628398593","893888028866998273","en","1378762199628398593",FALSE,"1541423448345530369","https://t.co/AWnnBOImK2","https://pbs.twimg.com/profile_images/1614733766349520898/g3nhIqbT_normal.jpg",FALSE,"nickciccaglion2","2017-08-05T17:34:48.000Z","nickCicc2 IMO, world betterment soldier","😎 over 40years In the business of Asset and Property management. graduate multi-trades development and management investing in my/our better tomorrow.","Toronto, Ontario",0,0,0,0,0,337,749,29388,0,NA,NA,"Tampa Bay Evacuation Order?https://t.co/3JXZFYWCdV Bay stares down environmental disaster from Piney Point phosphate plant https://t.co/zsN6882qD0",FALSE
"338","RT @dahaar: Work crews were pumping millions of gallons of contaminated wastewater into an ecologically sensitive Florida bay on Sunday, as they tried to prevent the “imminent” collapse of a storage reservoir at an old phosphate mine. . https   www theguardian com us news 2021 apr 04 florida imminent pollution catastrophe phosphate retention pond bradenton piney point desantis",NA,FALSE,2021-04-04 17:32:28,"everyone","1378762404817821696","3111192175","en","1378762404817821696",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1605651180809441280/oLi3vxkT_normal.jpg",FALSE,"theguynamedtony","2015-03-27T19:49:35.000Z","Tony","Just your ordinary socially awkward Mexican-American guy with anxiety | (he/him)","Los Angeles, CA",1,0,0,0,0,132,307,100628,3,NA,NA,"RT @dahaar: Work crews were pumping millions of gallons of contaminated wastewater into an ecologically sensitive Florida bay on Sunday, as they tried to prevent the “imminent” collapse of a storage reservoir at an old phosphate mine. https://t.co/W8NjqVdPxZ",FALSE
