"","text","conversation_id","reply_settings","created_at.x","possibly_sensitive","id","author_id","lang","in_reply_to_user_id","profile_image_url","description","name","username","created_at.y","protected","verified","pinned_tweet_id","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","url","text_with_display_links","reply.to.thread.no.term"
"11","#Florida city with history of dumping sewage into the bay says its latest wastewater spill didn't reach the bay. But its own report says otherwise.  via @ByJoshSolomon. http   www tampabay com news localgovernment St Pete says wastewater spill never reached the bay Its own report says otherwise _167452203","987419866062782465","everyone",2018-04-20 19:56:56,FALSE,"987419866062782465","62575859","en",NA,"https://pbs.twimg.com/profile_images/1438867672494657541/cMKAyT15_normal.jpg","THE STATE YOU'RE IN & MANATEE INSANITY both out in paperback now! Other books: NYT bestseller OH, FLORIDA! & CAT TALE. Columnist, Florida Phoenix. Florida man.","Craig Pittman","craigtimes","2009-08-03T17:55:56.000Z",FALSE,FALSE,"1437092398249689093","St. Petersburg FL",4,0,3,1,0,NA,20635,2287,180304,860,"https://t.co/Y1kqEYKFCg","#Florida city with history of dumping sewage into the bay says its latest wastewater spill didn't reach the bay. But its own report says otherwise. https://t.co/5DrxqJaO1p via @ByJoshSolomon",FALSE
"12","@PWAPN | St. Pete says wastewater spill never reached the bay. Its own report says… . https   www google com url","987423141973626884","everyone",2018-04-20 20:09:57,FALSE,"987423141973626884","65377176","en","65377176","https://pbs.twimg.com/profile_images/360584571/PWA_normal.jpg","The 1st Professional Community on the Web and Mobile Devices for Public Works & Infrastructure. Join Us!","Public Works Agency","PWApn","2009-08-13T14:38:28.000Z",FALSE,FALSE,NA,"USA",0,0,0,0,0,NA,2272,51,69661,90,"https://t.co/aB8XtO1OSA","@PWAPN | St. Pete says wastewater spill never reached the bay. Its own report says… https://t.co/xKUFt176k3",FALSE
"13","RT @CharlieFrago: Let's make this a little more clear @StPetePW has some 'splaining to do:  . http   www tampabay com news localgovernment St Pete says wastewater spill never reached the bay Its own report says otherwise _167452203. https   twitter com CharlieFrago status 987413829997998081","987423956943634432","everyone",2018-04-20 20:13:11,FALSE,"987423956943634432","849459576","en",NA,"https://pbs.twimg.com/profile_images/2655502713/baabd6b6d0723c5ee6a53d1167438330_normal.png","Post dot News: https://t.co/qEhewUCBJQ
Mastodon: @StPetePolls@mastodon.world","StPete Polls","StPetePolls","2012-09-27T15:40:06.000Z",FALSE,FALSE,NA,NA,2,0,0,0,0,NA,2001,204,11603,81,NA,"RT @CharlieFrago: Let's make this a little more clear @StPetePW has some 'splaining to do: https://t.co/xXXu0Pieze https://t.co/um5pJuAMMf",FALSE
"14","#StPetersburg says a reclaimed water discharge never reached #TampaBay. Its own report says otherwise. The latest report on #StPete's wastewater problems from @TB_Times reporter @ByJoshSolomon: . http   www tampabay com news localgovernment St Pete says wastewater spill never reached the bay Its own report says otherwise _167452203","987443899068239872","everyone",2018-04-20 21:32:26,FALSE,"987443899068239872","15086826","en",NA,"https://pbs.twimg.com/profile_images/1547364767668621313/uG1sp6Dh_normal.jpg","Proud @TB_Times alumnus. Recovering journalist. I miss #NightEditorProblems. #GoBucs #Raysup #GoBolts #GoBulls","Jamal Thalji","jthalji","2008-06-11T17:21:49.000Z",FALSE,TRUE,"1359604017471639552","Tampa Bay, FL",1,0,1,0,0,NA,4575,9997,19587,143,"https://t.co/sHHGKCO5lg","#StPetersburg says a reclaimed water discharge never reached #TampaBay. Its own report says otherwise. The latest report on #StPete's wastewater problems from @TB_Times reporter @ByJoshSolomon: https://t.co/VfmgxwtX3k",FALSE
"15","RT @craigtimes: #Florida city with history of dumping sewage into the bay says its latest wastewater spill didn't reach the bay. But its own report says otherwise.  via @ByJoshSolomon. http   www tampabay com news localgovernment St Pete says wastewater spill never reached the bay Its own report says otherwise _167452203","987451046049058821","everyone",2018-04-20 22:00:49,FALSE,"987451046049058821","2414913756","en",NA,"https://pbs.twimg.com/profile_images/1044311228661694464/8WGI5ptD_normal.jpg","#VOTE BLUE 2022 🌊🇺🇸🌊 #BuyARepublicanToday! no DM’s","Le Chat Biden Democrat","LeChatNoire4","2014-03-27T21:29:48.000Z",FALSE,FALSE,"1222268511134896129","Florida",4,0,0,0,0,NA,14255,13707,1103640,336,NA,"RT @craigtimes: #Florida city with history of dumping sewage into the bay says its latest wastewater spill didn't reach the bay. But its own report says otherwise. https://t.co/5DrxqJaO1p via @ByJoshSolomon",FALSE
"16","RT @craigtimes: #Florida city with history of dumping sewage into the bay says its latest wastewater spill didn't reach the bay. But its own report says otherwise.  via @ByJoshSolomon. http   www tampabay com news localgovernment St Pete says wastewater spill never reached the bay Its own report says otherwise _167452203","987455866281627654","everyone",2018-04-20 22:19:59,FALSE,"987455866281627654","244200696","en",NA,"https://pbs.twimg.com/profile_images/378800000257900582/1193b134607b66463b7afed9bc2fd651_normal.jpeg","Vietnam Veteran, Retired Federal Agent, Ex International Policeman/Investigator for the United Nations in Kosovo. Longhorns, Cowboys, Spurs Fan, Democrat.","Sal Molina","OOsal","2011-01-28T19:28:02.000Z",FALSE,FALSE,NA,"San Antonio, Texas",4,0,0,0,0,NA,10141,11167,179203,110,NA,"RT @craigtimes: #Florida city with history of dumping sewage into the bay says its latest wastewater spill didn't reach the bay. But its own report says otherwise. https://t.co/5DrxqJaO1p via @ByJoshSolomon",FALSE
"17","RT @craigtimes: #Florida city with history of dumping sewage into the bay says its latest wastewater spill didn't reach the bay. But its own report says otherwise.  via @ByJoshSolomon. http   www tampabay com news localgovernment St Pete says wastewater spill never reached the bay Its own report says otherwise _167452203","987456440054042624","everyone",2018-04-20 22:22:16,FALSE,"987456440054042624","106331667","en",NA,"https://pbs.twimg.com/profile_images/1110682867254902784/4aKOU8g1_normal.png","I retweet various tweets because I feel they are worth seeing/reading/hearing Proudly raised in New Hampshire,  registered as undeclared voter 🇺🇸  🇮🇪 🇺🇦","MikeofBoston 🇺🇦","griffbos","2010-01-19T06:15:59.000Z",FALSE,FALSE,NA,"Boston, MA",4,0,0,0,0,NA,2743,2641,184863,17,NA,"RT @craigtimes: #Florida city with history of dumping sewage into the bay says its latest wastewater spill didn't reach the bay. But its own report says otherwise. https://t.co/5DrxqJaO1p via @ByJoshSolomon",FALSE
"18","RT @TB_Times: St. Pete says wastewater spill never reached the bay. Its own report says otherwise.  @TB_Times. https   www tampabay com news localgovernment St Pete says wastewater spill never reached the bay Its own report says otherwise _167452203","987496178844618753","everyone",2018-04-21 01:00:10,FALSE,"987496178844618753","921020458304266240","en",NA,"https://pbs.twimg.com/profile_images/1509474069686763524/AgH9ZX1n_normal.jpg","Radio Host 🎙@hot1015 @k923 Motivational Speaker 🙏","Scott Tavlin","ScottTavlin","2017-10-19T14:29:23.000Z",FALSE,FALSE,NA,"Tampa, FL",5,0,0,0,0,NA,1631,422,10322,5,NA,"RT @TB_Times: St. Pete says wastewater spill never reached the bay. Its own report says otherwise. https://t.co/N4r3ZcbRRY @TB_Times",FALSE
"19","RT @jthalji: #StPetersburg says a reclaimed water discharge never reached #TampaBay. Its own report says otherwise. The latest report on #StPete's wastewater problems from @TB_Times reporter @ByJoshSolomon: . http   www tampabay com news localgovernment St Pete says wastewater spill never reached the bay Its own report says otherwise _167452203","987507131699159041","everyone",2018-04-21 01:43:41,FALSE,"987507131699159041","119945205","en",NA,"https://pbs.twimg.com/profile_images/1107681713327505408/c3Bt1MN7_normal.png","Investigative reporter at @marshallproj Once: @TB_Times, @LATimes, @baltimoresun, @theplaindealer, trucker & Teamster. Email: mpuente@themarshallproject.org","Mark Puente","MarkPuente","2010-03-05T01:07:56.000Z",FALSE,TRUE,"1536651712118784000","Cleveland, OH",1,0,0,0,0,NA,5433,3280,22090,250,"https://t.co/oEoq0MEPcp","RT @jthalji: #StPetersburg says a reclaimed water discharge never reached #TampaBay. Its own report says otherwise. The latest report on #StPete's wastewater problems from @TB_Times reporter @ByJoshSolomon: https://t.co/VfmgxwtX3k",FALSE
"20","St. Pete says wastewater spill never reached the bay. Its own report says otherwise. . http   www tbo com news localgovernment St Pete says discharge never reached the bay Its own report says otherwise _167452203","988116977796419591","everyone",2018-04-22 18:07:00,FALSE,"988116977796419591","1511974243","en",NA,"https://pbs.twimg.com/profile_images/344513261583453062/622db3d6c01ce88bd555ac26670dec95_normal.jpeg","The Marina District, a neighborhood in Gulfport, Florida, is a place to enjoy the amenities of a charming, friendly, waterfront community near world-class beach","GP Marina District","GPMDistrict","2013-06-13T00:00:40.000Z",FALSE,FALSE,NA,"Gulfport, FL",0,0,0,0,0,NA,103,138,15679,4,NA,"St. Pete says wastewater spill never reached the bay. Its own report says otherwise. https://t.co/9SRvo8Ldu9",FALSE
"21","RT @CharlieFrago: Let's make this a little more clear @StPetePW has some 'splaining to do:  . http   www tampabay com news localgovernment St Pete says wastewater spill never reached the bay Its own report says otherwise _167452203. https   twitter com CharlieFrago status 987413829997998081","988486273911357443","everyone",2018-04-23 18:34:27,FALSE,"988486273911357443","983399255531556864","en",NA,"https://pbs.twimg.com/profile_images/983400187820376064/TRCn-uSz_normal.jpg","We are concerned Harbour Island residents, 3000 strong!   Liberty Group's hotel proposal will damage the safety and infrastructure of our community.","Protect Harbour Island","ProtectHIsland","2018-04-09T17:40:27.000Z",FALSE,FALSE,NA,"Harbour Island, Tampa",2,0,0,0,0,NA,168,133,158,1,NA,"RT @CharlieFrago: Let's make this a little more clear @StPetePW has some 'splaining to do: https://t.co/xXXu0Pieze https://t.co/um5pJuAMMf",FALSE
"22","ICYMI: Distrust and frustration are mounting on both sides of the bay over plans by the city of Tampa to produce up to 50 million gallons a day of drinking water from treated wastewater by pumping it into the Floridan aquifer.
. https   www tampabay com news breaking tempers mount with st pete over tampas plan to turn wastewater into drinking water 20181121","1066843982590812160","everyone",2018-11-26 00:00:01,FALSE,"1066843982590812160","14304462","en",NA,"https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg","Florida's largest newspaper with 14 Pulitzer Prizes. Have story ideas or tips? DM us. Support our local journalism: https://t.co/9cTNKzUWzN","Tampa Bay Times","TB_Times","2008-04-04T17:14:50.000Z",FALSE,TRUE,"1593648689536413696","St. Petersburg, Florida",2,1,2,0,0,NA,319685,5489,267635,3122,"https://t.co/cGIDc1tNIf","ICYMI: Distrust and frustration are mounting on both sides of the bay over plans by the city of Tampa to produce up to 50 million gallons a day of drinking water from treated wastewater by pumping it into the Floridan aquifer.
https://t.co/6fLHdhcqaw",FALSE
"23","RT @TB_Times: ICYMI: Distrust and frustration are mounting on both sides of the bay over plans by the city of Tampa to produce up to 50 million gallons a day of drinking water from treated wastewater by pumping it into the Floridan aquifer.
. https   www tampabay com news breaking tempers mount with st pete over tampas plan to turn wastewater into drinking water 20181121","1066845797541715968","everyone",2018-11-26 00:07:13,FALSE,"1066845797541715968","25368960","en",NA,"https://pbs.twimg.com/profile_images/960529892600246272/mpZSGfNU_normal.jpg","I no longer eat Republicans for breakfast--they're too TOXIC! #PROGRESS #resistance #indivisible","Joanne Robrahn","abynorml","2009-03-19T19:44:10.000Z",FALSE,FALSE,"1117106413338333185","Florida, USA",2,0,0,0,0,NA,2370,3261,80374,88,"https://t.co/GSuXSLalAF","RT @TB_Times: ICYMI: Distrust and frustration are mounting on both sides of the bay over plans by the city of Tampa to produce up to 50 million gallons a day of drinking water from treated wastewater by pumping it into the Floridan aquifer.
https://t.co/6fLHdhcqaw",FALSE
"24","RT @TB_Times: ICYMI: Distrust and frustration are mounting on both sides of the bay over plans by the city of Tampa to produce up to 50 million gallons a day of drinking water from treated wastewater by pumping it into the Floridan aquifer.
. https   www tampabay com news breaking tempers mount with st pete over tampas plan to turn wastewater into drinking water 20181121","1066847838674522117","everyone",2018-11-26 00:15:20,FALSE,"1066847838674522117","28715950","en",NA,"https://pbs.twimg.com/profile_images/3176517552/53a33b71a761ecb874047b9be819e99f_normal.jpeg","Former journo for @AP. Owned by ShihTzu, parrots,cats.#NASASocial #weirdFL FL native; NASA supporter; #Internet pioneer. RTs aren’t endorsements, just info.","Kathy Wingard 🇺🇦 ☮️","KathyWingard","2009-04-04T02:10:37.000Z",FALSE,FALSE,NA,"Charlotte Harbor, Florida, US",2,0,0,0,0,NA,5094,5599,111175,267,NA,"RT @TB_Times: ICYMI: Distrust and frustration are mounting on both sides of the bay over plans by the city of Tampa to produce up to 50 million gallons a day of drinking water from treated wastewater by pumping it into the Floridan aquifer.
https://t.co/6fLHdhcqaw",FALSE
"25","@TB_Times Brushing my teeth tastes funny. . https   twitter com rondiferdinando status 1066849614706458624 photo 1","1066843982590812160","everyone",2018-11-26 00:22:23,FALSE,"1066849614706458624","77224522","en","14304462","https://pbs.twimg.com/profile_images/1063499512239595521/n7YbRUKK_normal.jpg","","Ronnie F'n D","rondiferdinando","2009-09-25T14:22:50.000Z",FALSE,FALSE,NA,"Tampa FL",0,0,0,0,0,NA,32,49,1417,0,NA,"@TB_Times Brushing my teeth tastes funny. https://t.co/PN7z75TLir",TRUE
"26","Since September, city officials have documented six spills. The largest contaminated a park lake.
. http   www tampabay com st petersburg st petersburg has spilled 2 million gallons of wastewater in the last three months 20181207","1071079389734023169","everyone",2018-12-07 16:30:00,FALSE,"1071079389734023169","14304462","en",NA,"https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg","Florida's largest newspaper with 14 Pulitzer Prizes. Have story ideas or tips? DM us. Support our local journalism: https://t.co/9cTNKzUWzN","Tampa Bay Times","TB_Times","2008-04-04T17:14:50.000Z",FALSE,TRUE,"1593648689536413696","St. Petersburg, Florida",2,0,1,0,0,NA,319685,5489,267635,3122,"https://t.co/cGIDc1tNIf","Since September, city officials have documented six spills. The largest contaminated a park lake.
https://t.co/P6PU66JOnc",FALSE
"27","RT @TB_Times: Since September, city officials have documented six spills. The largest contaminated a park lake.
. http   www tampabay com st petersburg st petersburg has spilled 2 million gallons of wastewater in the last three months 20181207","1071117089052737536","everyone",2018-12-07 18:59:49,FALSE,"1071117089052737536","1150028515","en",NA,"https://pbs.twimg.com/profile_images/1449073956523163650/5FThDhtF_normal.jpg","Staff photojournalist @sfchronicle. Past life: @statesman @TB_Times @flintjournal @billingsgazette Instagram: @brontewittpenn","Brontë Wittpenn","BronteWittpenn","2013-02-05T05:20:54.000Z",FALSE,TRUE,NA,"Oakland, CA",2,0,0,0,0,NA,2727,2144,1618,86,"https://t.co/S2X50wb9rp","RT @TB_Times: Since September, city officials have documented six spills. The largest contaminated a park lake.
https://t.co/P6PU66JOnc",FALSE
"28","@RonDeSantisFL  St Pete needs talking to about this... as it is unacceptable. Between the toxic water from Mosiac , the red tide and St Pete dumping toxic water into the lakes and Gulf... we are kinda doomed. Isnt there something you can do as Governor to address this?. http   www tampabay com st petersburg st petersburg has spilled 2 million gallons of wastewater in the last three months 20181207","1072517232654254080","everyone",2018-12-11 18:35:31,FALSE,"1072560525077286912","954424833567346689","en","487297085","https://pbs.twimg.com/profile_images/954444311151685633/IUdCy86g_normal.jpg","","Karen Myers","flaboogie","2018-01-19T18:46:27.000Z",FALSE,FALSE,NA,"Oldsmar, FL",0,0,0,0,0,NA,169,110,9363,0,NA,"@RonDeSantisFL https://t.co/WNypLZNsjN St Pete needs talking to about this... as it is unacceptable. Between the toxic water from Mosiac , the red tide and St Pete dumping toxic water into the lakes and Gulf... we are kinda doomed. Isnt there something you can do as Governor to address this?",FALSE
"29","This discussion, at Thursday’s @StPeteFL council meeting, was about a string of recent wastewater spills that totaled 2 million gallons, including one that contaminated a park lake. Here’s that story . https   www tampabay com st petersburg st petersburg has spilled 2 million gallons of wastewater in the last three months 20181207","1073974562805690368","everyone",2018-12-15 16:16:49,FALSE,"1073975174997991430","234007105","en","234007105","https://pbs.twimg.com/profile_images/1133834153886191616/7Qn4tprL_normal.png","Former @TB_times reporter. @MedillSchool grad. That mantra that all pizza is good pizza is patently false.","Josh Solomon","ByJoshSolomon","2011-01-04T16:50:04.000Z",FALSE,FALSE,NA,"Tampa, Florida",0,1,0,0,0,"5d231ed8656fcf5a",2373,1804,5204,86,"https://t.co/legWM94AHg","This discussion, at Thursday’s @StPeteFL council meeting, was about a string of recent wastewater spills that totaled 2 million gallons, including one that contaminated a park lake. Here’s that story https://t.co/NXUT9FtchW",FALSE
"30","Been a tough couple days for the Tampa Bay area's wastewater systems. Between Clearwater, St. Pete and Tampa, nearly 1 million gallons of wastewater spilled since Thursday. . https   www tampabay com tampa nearly 1 million gallons of wastewater spilled around tampa bay 20181224","1077333470857363456","everyone",2018-12-24 22:41:29,FALSE,"1077333470857363456","234007105","en",NA,"https://pbs.twimg.com/profile_images/1133834153886191616/7Qn4tprL_normal.png","Former @TB_times reporter. @MedillSchool grad. That mantra that all pizza is good pizza is patently false.","Josh Solomon","ByJoshSolomon","2011-01-04T16:50:04.000Z",FALSE,FALSE,NA,"Tampa, Florida",0,1,1,1,0,"5d231ed8656fcf5a",2373,1804,5204,86,"https://t.co/legWM94AHg","Been a tough couple days for the Tampa Bay area's wastewater systems. Between Clearwater, St. Pete and Tampa, nearly 1 million gallons of wastewater spilled since Thursday. https://t.co/Vx5ftXL5Gp",FALSE
"31","“These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay.” . https   www tampabay com news publicsafety st petersburg dumps 70000 gallons of wastewater over the weekend 20181224","1077777469405622272","everyone",2018-12-26 04:05:47,FALSE,"1077777469405622272","32508227","en",NA,"https://pbs.twimg.com/profile_images/2389957309/ebl15y707sd4aza3djp8_normal.jpeg","St Pete Sustainability Council, Urban Forestry, Pinellas Dem Enviro Caucus; clean energy & water; mom/grandma, Rays fan, planet's burning down stop arguing!!","Cathy Harrelson","harrelcat","2009-04-17T18:20:42.000Z",FALSE,FALSE,"459833313084321793","St. Petersburg,  Florida ",0,0,0,0,0,NA,1267,2862,7615,17,NA,"“These are the latest spills in St. Petersburg's ongoing sewage saga, which peaked in 2015 and 2016 and has resulted in more than a billion gallons of wastewater being dumped, hundreds of millions of which made it to Tampa Bay.” https://t.co/SO8Br5MdCG",FALSE
"32","Nice. Just dump it. St. Petersburg spills 70,000 gallons of wastewater over the weekend - Tampa Bay Times  via @GoogleNews. https   www tampabay com news publicsafety st petersburg dumps 70000 gallons of wastewater over the weekend 20181224","1077982553544495105","everyone",2018-12-26 17:40:43,FALSE,"1077982553544495105","7438552","en",NA,"https://pbs.twimg.com/profile_images/1323657973844070403/D2KEIgTm_normal.jpg","Interests: peace, feminism, art, socialism, education, Buddhism. Ph.D. in political-economy.
Обсуждает новости из России, Китая и других стран. матвевна!","messieurs lacey❗️","lacey9020","2007-07-12T21:07:08.000Z",FALSE,FALSE,"1507144424039583747","Petersburg",0,0,0,0,0,NA,2157,4968,150740,17,"https://t.co/Ezl0kfZrq8","Nice. Just dump it. St. Petersburg spills 70,000 gallons of wastewater over the weekend - Tampa Bay Times https://t.co/XT2qg3iv3O via @GoogleNews",FALSE
